"Bowling_Team","Bowler","Batting_Team","Stadium","Season","Runs","Wickets","Balls","Average","Economy"
"Mumbai Indians","James Pattinson","Royal Challengers Bangalore","Zayed Cricket Stadium",2020,35,0,18,Inf,11.6666666666667
"Mumbai Indians","James Pattinson","Sunrisers Hyderabad","Sharjah Cricket Stadium",2020,58,2,42,29,8.28571428571428
"Mumbai Indians","Jason Behrendorff","Chennai Super Kings","Wankhede Stadium",2019,22,2,24,11,5.5
"Mumbai Indians","Jason Behrendorff","Punjab Kings","Wankhede Stadium",2019,35,1,24,35,8.75
"Mumbai Indians","Jason Behrendorff","Rajasthan Royals","Wankhede Stadium",2019,31,0,18,Inf,10.3333333333333
"Mumbai Indians","Jason Behrendorff","Royal Challengers Bangalore","Wankhede Stadium",2019,49,1,24,49,12.25
"Mumbai Indians","Jason Behrendorff","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,28,1,24,28,7
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Arun Jaitley Stadium",2021,56,1,24,56,14
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Brabourne Stadium",2014,40,0,22,Inf,10.9090909090909
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Dr DY Patil Sports Academy",2022,29,0,24,Inf,7.25
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Dubai International Cricket Stadium",2021,33,2,24,16.5,8.25
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","MA Chidambaram Stadium",2019,41,2,42,20.5,5.85714285714286
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Maharashtra Cricket Association Stadium",2018,25,0,24,Inf,6.25
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Rajiv Gandhi International Stadium",2019,14,2,24,7,3.5
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Sharjah Cricket Stadium",2020,25,2,24,12.5,6.25
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Wankhede Stadium",2014,33,0,24,Inf,8.25
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Wankhede Stadium",2018,37,1,24,37,9.25
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Wankhede Stadium",2019,27,0,24,Inf,6.75
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Wankhede Stadium",2022,12,1,18,12,4
"Mumbai Indians","Jasprit Bumrah","Chennai Super Kings","Zayed Cricket Stadium",2020,43,1,24,43,10.75
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Brabourne Stadium",2022,43,0,20,Inf,12.9
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,13,3,24,4.33333333333333,3.25
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Dubai International Cricket Stadium",2020,59,7,72,8.42857142857143,4.91666666666667
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Feroz Shah Kotla",2013,38,0,18,Inf,12.6666666666667
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Feroz Shah Kotla",2015,55,1,24,55,13.75
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Feroz Shah Kotla",2016,42,0,24,Inf,10.5
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Feroz Shah Kotla",2017,6,1,6,6,6
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Feroz Shah Kotla",2018,29,1,24,29,7.25
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Feroz Shah Kotla",2019,18,2,24,9,4.5
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","MA Chidambaram Stadium",2021,32,1,24,32,8
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Sharjah Cricket Stadium",2021,29,1,24,29,7.25
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Wankhede Stadium",2014,36,0,24,Inf,9
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Wankhede Stadium",2017,21,2,24,10.5,5.25
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Wankhede Stadium",2018,27,0,24,Inf,6.75
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Wankhede Stadium",2019,40,1,24,40,10
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Wankhede Stadium",2022,25,3,24,8.33333333333333,6.25
"Mumbai Indians","Jasprit Bumrah","Delhi Capitals","Zayed Cricket Stadium",2020,26,0,24,Inf,6.5
"Mumbai Indians","Jasprit Bumrah","Gujarat Lions","Green Park",2016,42,1,24,42,10.5
"Mumbai Indians","Jasprit Bumrah","Gujarat Lions","Saurashtra Cricket Association Stadium",2017,31,2,24,15.5,7.75
"Mumbai Indians","Jasprit Bumrah","Gujarat Lions","Wankhede Stadium",2016,32,2,24,16,8
"Mumbai Indians","Jasprit Bumrah","Gujarat Lions","Wankhede Stadium",2017,45,0,24,Inf,11.25
"Mumbai Indians","Jasprit Bumrah","Gujarat Titans","Brabourne Stadium",2022,48,0,24,Inf,12
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Barabati Stadium",2014,23,0,18,Inf,7.66666666666667
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Dr DY Patil Sports Academy",2022,10,5,24,2,2.5
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Eden Gardens",2015,38,1,18,38,12.6666666666667
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Eden Gardens",2016,32,0,24,Inf,8
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Eden Gardens",2018,17,1,18,17,5.66666666666667
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Eden Gardens",2019,44,0,24,Inf,11
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","M Chinnaswamy Stadium",2017,7,3,18,2.33333333333333,2.33333333333333
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","MA Chidambaram Stadium",2021,28,0,24,Inf,7
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",2022,26,0,18,Inf,8.66666666666667
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Wankhede Stadium",2016,34,0,24,Inf,8.5
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Wankhede Stadium",2017,39,1,24,39,9.75
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Wankhede Stadium",2018,34,1,24,34,8.5
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Wankhede Stadium",2019,31,2,24,15.5,7.75
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Zayed Cricket Stadium",2020,54,3,48,18,6.75
"Mumbai Indians","Jasprit Bumrah","Kolkata Knight Riders","Zayed Cricket Stadium",2021,43,3,24,14.3333333333333,10.75
"Mumbai Indians","Jasprit Bumrah","Lucknow Super Giants","Brabourne Stadium",2022,24,0,24,Inf,6
"Mumbai Indians","Jasprit Bumrah","Lucknow Super Giants","Wankhede Stadium",2022,31,1,24,31,7.75
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,13,0,12,Inf,6.5
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Dubai International Cricket Stadium",2020,24,3,24,8,6
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Holkar Cricket Stadium",2017,30,1,24,30,7.5
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Holkar Cricket Stadium",2018,19,1,24,19,4.75
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","MA Chidambaram Stadium",2021,21,0,18,Inf,7
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Maharashtra Cricket Association Stadium",2022,28,1,24,28,7
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2016,26,3,24,8.66666666666667,6.5
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,23,0,22,Inf,6.27272727272727
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Punjab Cricket Association Stadium",2014,31,2,24,15.5,7.75
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Wankhede Stadium",2014,25,0,24,Inf,6.25
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Wankhede Stadium",2017,24,1,24,24,6
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Wankhede Stadium",2018,15,3,24,5,3.75
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Wankhede Stadium",2019,38,1,24,38,9.5
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Zayed Cricket Stadium",2020,18,2,24,9,4.5
"Mumbai Indians","Jasprit Bumrah","Punjab Kings","Zayed Cricket Stadium",2021,24,2,24,12,6
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Arun Jaitley Stadium",2021,15,1,24,15,3.75
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Dr DY Patil Sports Academy",2022,44,3,48,14.6666666666667,5.5
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Sardar Patel Stadium",2014,23,0,18,Inf,7.66666666666667
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Sawai Mansingh Stadium",2018,28,2,24,14,7
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Sawai Mansingh Stadium",2019,21,1,24,21,5.25
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Sharjah Cricket Stadium",2021,14,2,24,7,3.5
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Wankhede Stadium",2014,30,1,24,30,7.5
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Wankhede Stadium",2018,34,1,18,34,11.3333333333333
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Wankhede Stadium",2019,23,2,24,11.5,5.75
"Mumbai Indians","Jasprit Bumrah","Rajasthan Royals","Zayed Cricket Stadium",2020,58,4,48,14.5,7.25
"Mumbai Indians","Jasprit Bumrah","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2016,29,3,24,9.66666666666667,7.25
"Mumbai Indians","Jasprit Bumrah","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2017,29,0,24,Inf,7.25
"Mumbai Indians","Jasprit Bumrah","Rising Pune Supergiants","Rajiv Gandhi International Stadium",2017,26,2,24,13,6.5
"Mumbai Indians","Jasprit Bumrah","Rising Pune Supergiants","Wankhede Stadium",2016,30,0,18,Inf,10
"Mumbai Indians","Jasprit Bumrah","Rising Pune Supergiants","Wankhede Stadium",2017,62,2,48,31,7.75
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Dubai International Cricket Stadium",2014,14,0,12,Inf,7
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,42,0,24,Inf,10.5
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Dubai International Cricket Stadium",2021,36,3,24,12,9
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","M Chinnaswamy Stadium",2013,32,3,24,10.6666666666667,8
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,39,1,24,39,9.75
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","M Chinnaswamy Stadium",2016,28,0,24,Inf,7
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","M Chinnaswamy Stadium",2017,39,0,24,Inf,9.75
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,22,1,24,22,5.5
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,20,3,24,6.66666666666667,5
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","MA Chidambaram Stadium",2021,26,2,24,13,6.5
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2022,31,0,24,Inf,7.75
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Wankhede Stadium",2014,22,2,24,11,5.5
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Wankhede Stadium",2015,52,0,24,Inf,13
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Wankhede Stadium",2016,31,3,24,10.3333333333333,7.75
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Wankhede Stadium",2017,33,1,24,33,8.25
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Wankhede Stadium",2018,28,2,24,14,7
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Wankhede Stadium",2019,22,0,24,Inf,5.5
"Mumbai Indians","Jasprit Bumrah","Royal Challengers Bangalore","Zayed Cricket Stadium",2020,14,3,24,4.66666666666667,3.5
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,35,0,24,Inf,8.75
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","MA Chidambaram Stadium",2021,14,1,24,14,3.5
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2014,24,0,24,Inf,6
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2016,19,0,18,Inf,6.33333333333333
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2017,23,1,20,23,6.9
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,32,2,24,16,8
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,16,1,18,16,5.33333333333333
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Sharjah Cricket Stadium",2020,41,2,24,20.5,10.25
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Wankhede Stadium",2017,24,3,24,8,6
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Wankhede Stadium",2018,25,1,24,25,6.25
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Wankhede Stadium",2019,31,2,24,15.5,7.75
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Wankhede Stadium",2022,32,1,24,32,8
"Mumbai Indians","Jasprit Bumrah","Sunrisers Hyderabad","Zayed Cricket Stadium",2021,39,2,24,19.5,9.75
"Mumbai Indians","Jayant Yadav","Chennai Super Kings","MA Chidambaram Stadium",2019,25,1,18,25,8.33333333333333
"Mumbai Indians","Jayant Yadav","Delhi Capitals","Dubai International Cricket Stadium",2020,43,1,42,43,6.14285714285714
"Mumbai Indians","Jayant Yadav","Delhi Capitals","Feroz Shah Kotla",2019,25,0,24,Inf,6.25
"Mumbai Indians","Jayant Yadav","Delhi Capitals","MA Chidambaram Stadium",2021,25,1,24,25,6.25
"Mumbai Indians","Jayant Yadav","Delhi Capitals","Sharjah Cricket Stadium",2021,31,1,24,31,7.75
"Mumbai Indians","Jayant Yadav","Punjab Kings","MA Chidambaram Stadium",2021,20,0,24,Inf,5
"Mumbai Indians","Jayant Yadav","Rajasthan Royals","Arun Jaitley Stadium",2021,37,0,18,Inf,12.3333333333333
"Mumbai Indians","Jayant Yadav","Rajasthan Royals","Sharjah Cricket Stadium",2021,17,0,12,Inf,8.5
"Mumbai Indians","Jaydev Unadkat","Chennai Super Kings","Dr DY Patil Sports Academy",2022,48,2,24,24,12
"Mumbai Indians","Jaydev Unadkat","Lucknow Super Giants","Brabourne Stadium",2022,32,2,24,16,8
"Mumbai Indians","Jaydev Unadkat","Lucknow Super Giants","Wankhede Stadium",2022,36,0,24,Inf,9
"Mumbai Indians","Jaydev Unadkat","Punjab Kings","Maharashtra Cricket Association Stadium",2022,44,1,24,44,11
"Mumbai Indians","Jaydev Unadkat","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2022,30,1,24,30,7.5
"Mumbai Indians","Jean-Paul Duminy","Chennai Super Kings","St George's Park",2009,9,0,12,Inf,4.5
"Mumbai Indians","Jean-Paul Duminy","Delhi Capitals","Buffalo Park",2009,15,1,24,15,3.75
"Mumbai Indians","Jean-Paul Duminy","Delhi Capitals","SuperSport Park",2009,14,0,9,Inf,9.33333333333333
"Mumbai Indians","Jean-Paul Duminy","Kolkata Knight Riders","Eden Gardens",2010,22,0,15,Inf,8.8
"Mumbai Indians","Jean-Paul Duminy","Punjab Kings","Holkar Cricket Stadium",2018,8,0,6,Inf,8
"Mumbai Indians","Jean-Paul Duminy","Punjab Kings","Kingsmead",2009,23,1,18,23,7.66666666666667
"Mumbai Indians","Jean-Paul Duminy","Punjab Kings","Punjab Cricket Association Stadium",2010,15,1,18,15,5
"Mumbai Indians","Jean-Paul Duminy","Punjab Kings","SuperSport Park",2009,15,2,24,7.5,3.75
"Mumbai Indians","Jean-Paul Duminy","Rajasthan Royals","Kingsmead",2009,17,0,18,Inf,5.66666666666667
"Mumbai Indians","Jean-Paul Duminy","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,28,0,12,Inf,14
"Mumbai Indians","Karn Sharma","Delhi Capitals","Feroz Shah Kotla",2017,11,3,22,3.66666666666667,3
"Mumbai Indians","Karn Sharma","Kolkata Knight Riders","Eden Gardens",2017,26,1,18,26,8.66666666666667
"Mumbai Indians","Karn Sharma","Kolkata Knight Riders","M Chinnaswamy Stadium",2017,16,4,24,4,4
"Mumbai Indians","Karn Sharma","Punjab Kings","Wankhede Stadium",2017,32,1,18,32,10.6666666666667
"Mumbai Indians","Karn Sharma","Rising Pune Supergiants","Rajiv Gandhi International Stadium",2017,18,0,24,Inf,4.5
"Mumbai Indians","Karn Sharma","Rising Pune Supergiants","Wankhede Stadium",2017,69,3,48,23,8.625
"Mumbai Indians","Karn Sharma","Royal Challengers Bangalore","Wankhede Stadium",2017,23,1,18,23,7.66666666666667
"Mumbai Indians","Karn Sharma","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2017,19,0,12,Inf,9.5
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Arun Jaitley Stadium",2021,12,2,12,6,6
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Brabourne Stadium",2014,10,0,6,Inf,10
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Dr DY Patil Sports Academy",2010,45,1,24,45,11.25
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Dubai International Cricket Stadium",2014,10,0,6,Inf,10
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Dubai International Cricket Stadium",2021,15,0,12,Inf,7.5
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Eden Gardens",2013,34,1,24,34,8.5
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Feroz Shah Kotla",2013,28,1,18,28,9.33333333333333
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","M Chinnaswamy Stadium",2012,26,1,18,26,8.66666666666667
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","MA Chidambaram Stadium",2010,27,2,24,13.5,6.75
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","MA Chidambaram Stadium",2012,15,2,24,7.5,3.75
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","MA Chidambaram Stadium",2013,40,1,24,40,10
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Sharjah Cricket Stadium",2020,4,0,6,Inf,4
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Wankhede Stadium",2011,30,1,24,30,7.5
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Wankhede Stadium",2014,42,1,15,42,16.8
"Mumbai Indians","Kieron Pollard","Chennai Super Kings","Wankhede Stadium",2015,48,1,28,48,10.2857142857143
"Mumbai Indians","Kieron Pollard","Deccan Chargers","Brabourne Stadium",2010,26,2,24,13,6.5
"Mumbai Indians","Kieron Pollard","Deccan Chargers","Dr DY Patil Sports Academy",2010,20,1,12,20,10
"Mumbai Indians","Kieron Pollard","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,33,2,24,16.5,8.25
"Mumbai Indians","Kieron Pollard","Deccan Chargers","Rajiv Gandhi International Stadium",2011,20,1,12,20,10
"Mumbai Indians","Kieron Pollard","Deccan Chargers","Wankhede Stadium",2011,10,1,12,10,5
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Brabourne Stadium",2010,15,0,24,Inf,3.75
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Dubai International Cricket Stadium",2020,49,1,30,49,9.8
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Feroz Shah Kotla",2010,24,1,24,24,6
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Feroz Shah Kotla",2011,18,0,18,Inf,6
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Feroz Shah Kotla",2012,23,0,6,Inf,23
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Feroz Shah Kotla",2013,11,0,6,Inf,11
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Feroz Shah Kotla",2015,25,0,12,Inf,12.5
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Feroz Shah Kotla",2016,11,0,6,Inf,11
"Mumbai Indians","Kieron Pollard","Delhi Capitals","MA Chidambaram Stadium",2021,9,1,7,9,7.71428571428572
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Sharjah Cricket Stadium",2021,9,0,6,Inf,9
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Wankhede Stadium",2011,24,2,15,12,9.6
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Wankhede Stadium",2012,6,0,5,Inf,7.2
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Wankhede Stadium",2013,35,2,24,17.5,8.75
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Wankhede Stadium",2014,4,0,6,Inf,4
"Mumbai Indians","Kieron Pollard","Delhi Capitals","Zayed Cricket Stadium",2020,10,0,6,Inf,10
"Mumbai Indians","Kieron Pollard","Gujarat Titans","Brabourne Stadium",2022,13,1,12,13,6.5
"Mumbai Indians","Kieron Pollard","Kochi Tuskers Kerala","Wankhede Stadium",2011,43,0,18,Inf,14.3333333333333
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Barabati Stadium",2014,7,0,6,Inf,7
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Dr DY Patil Sports Academy",2022,26,0,12,Inf,13
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Eden Gardens",2011,23,0,12,Inf,11.5
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Eden Gardens",2012,29,1,24,29,7.25
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Eden Gardens",2013,14,0,12,Inf,7
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","MA Chidambaram Stadium",2021,12,0,6,Inf,12
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Sheikh Zayed Stadium",2014,19,0,12,Inf,9.5
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Wankhede Stadium",2011,31,0,18,Inf,10.3333333333333
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Wankhede Stadium",2012,20,1,18,20,6.66666666666667
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Wankhede Stadium",2015,6,1,6,6,6
"Mumbai Indians","Kieron Pollard","Kolkata Knight Riders","Zayed Cricket Stadium",2020,21,1,18,21,7
"Mumbai Indians","Kieron Pollard","Lucknow Super Giants","Wankhede Stadium",2022,8,2,12,4,4
"Mumbai Indians","Kieron Pollard","Pune Warriors","Dr DY Patil Sports Academy",2011,36,1,24,36,9
