"Bowling_Team","Bowler","Season","Stadium","Runs","Wickets","Balls","Batting_Team","Average","Economy"
"Kolkata Knight Riders","Kuldeep Yadav",2018,"MA Chidambaram Stadium",27,1,18,"All",27,9
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Rajiv Gandhi International Stadium",35,1,24,"All",35,8.75
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Sawai Mansingh Stadium",23,1,24,"All",23,5.75
"Kolkata Knight Riders","Kuldeep Yadav",2018,"Wankhede Stadium",17,0,12,"All",Inf,8.5
"Kolkata Knight Riders","Kuldeep Yadav",2019,"Eden Gardens",165,1,102,"All",165,9.70588235294118
"Kolkata Knight Riders","Kuldeep Yadav",2019,"Feroz Shah Kotla",41,2,24,"All",20.5,10.25
"Kolkata Knight Riders","Kuldeep Yadav",2019,"M Chinnaswamy Stadium",31,1,24,"All",31,7.75
"Kolkata Knight Riders","Kuldeep Yadav",2019,"MA Chidambaram Stadium",16,0,24,"All",Inf,4
"Kolkata Knight Riders","Kuldeep Yadav",2019,"Sawai Mansingh Stadium",33,0,24,"All",Inf,8.25
"Kolkata Knight Riders","Kuldeep Yadav",2020,"Dubai International Cricket Stadium",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Kuldeep Yadav",2020,"Zayed Cricket Stadium",72,0,54,"All",Inf,8
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Dr DY Patil Sports Academy",7,2,6,"All",3.5,7
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Eden Gardens",217,6,150,"All",36.1666666666667,8.68
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Feroz Shah Kotla",38,2,24,"All",19,9.5
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"M Chinnaswamy Stadium",10,0,8,"All",Inf,7.5
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"MA Chidambaram Stadium",25,0,24,"All",Inf,6.25
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Rajiv Gandhi International Stadium",27,0,18,"All",Inf,9
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Sawai Mansingh Stadium",31,0,24,"All",Inf,7.75
"Kolkata Knight Riders","Lakshmipathy Balaji",2011,"Wankhede Stadium",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Barabati Stadium",22,2,24,"All",11,5.5
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Eden Gardens",60,0,48,"All",Inf,7.5
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"M Chinnaswamy Stadium",18,4,24,"All",4.5,4.5
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Punjab Cricket Association Stadium",20,1,24,"All",20,5
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Subrata Roy Sahara Stadium",31,2,36,"All",15.5,5.16666666666667
"Kolkata Knight Riders","Lakshmipathy Balaji",2012,"Wankhede Stadium",11,2,24,"All",5.5,2.75
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Eden Gardens",146,3,120,"All",48.6666666666667,7.3
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"JSCA International Stadium Complex",63,3,48,"All",21,7.875
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"M Chinnaswamy Stadium",33,1,21,"All",33,9.42857142857143
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"MA Chidambaram Stadium",45,0,24,"All",Inf,11.25
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Punjab Cricket Association Stadium",39,1,24,"All",39,9.75
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Shaheed Veer Narayan Singh International Stadium",35,1,24,"All",35,8.75
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Subrata Roy Sahara Stadium",19,3,21,"All",6.33333333333333,5.42857142857143
"Kolkata Knight Riders","Lakshmipathy Balaji",2013,"Wankhede Stadium",7,0,18,"All",Inf,2.33333333333333
"Kolkata Knight Riders","Laxmi Shukla",2008,"Eden Gardens",62,3,35,"All",20.6666666666667,10.6285714285714
"Kolkata Knight Riders","Laxmi Shukla",2008,"M Chinnaswamy Stadium",12,1,7,"All",12,10.2857142857143
"Kolkata Knight Riders","Laxmi Shukla",2008,"MA Chidambaram Stadium",18,0,12,"All",Inf,9
"Kolkata Knight Riders","Laxmi Shukla",2008,"Rajiv Gandhi International Stadium",16,1,12,"All",16,8
"Kolkata Knight Riders","Laxmi Shukla",2008,"Sawai Mansingh Stadium",16,1,6,"All",16,16
"Kolkata Knight Riders","Laxmi Shukla",2009,"Buffalo Park",25,0,18,"All",Inf,8.33333333333333
"Kolkata Knight Riders","Laxmi Shukla",2009,"Kingsmead",42,0,36,"All",Inf,7
"Kolkata Knight Riders","Laxmi Shukla",2009,"St George's Park",33,3,30,"All",11,6.6
"Kolkata Knight Riders","Laxmi Shukla",2010,"Dr DY Patil Sports Academy",30,1,18,"All",30,10
"Kolkata Knight Riders","Laxmi Shukla",2010,"Eden Gardens",67,2,48,"All",33.5,8.375
"Kolkata Knight Riders","Laxmi Shukla",2010,"MA Chidambaram Stadium",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Laxmi Shukla",2012,"Eden Gardens",5,1,6,"All",5,5
"Kolkata Knight Riders","Laxmi Shukla",2012,"MA Chidambaram Stadium",7,0,6,"All",Inf,7
"Kolkata Knight Riders","Laxmi Shukla",2013,"Eden Gardens",8,0,6,"All",Inf,8
"Kolkata Knight Riders","Laxmi Shukla",2013,"Sawai Mansingh Stadium",14,1,12,"All",14,7
"Kolkata Knight Riders","Lockie Ferguson",2019,"Eden Gardens",113,1,66,"All",113,10.2727272727273
"Kolkata Knight Riders","Lockie Ferguson",2019,"Feroz Shah Kotla",38,1,24,"All",38,9.5
"Kolkata Knight Riders","Lockie Ferguson",2019,"M Chinnaswamy Stadium",32,0,12,"All",Inf,16
"Kolkata Knight Riders","Lockie Ferguson",2020,"Dubai International Cricket Stadium",54,0,24,"All",Inf,13.5
"Kolkata Knight Riders","Lockie Ferguson",2020,"Sharjah Cricket Stadium",32,1,23,"All",32,8.34782608695652
"Kolkata Knight Riders","Lockie Ferguson",2020,"Zayed Cricket Stadium",62,5,72,"All",12.4,5.16666666666667
"Kolkata Knight Riders","Lockie Ferguson",2021,"Dubai International Cricket Stadium",56,0,24,"All",Inf,14
"Kolkata Knight Riders","Lockie Ferguson",2021,"Sharjah Cricket Stadium",84,8,84,"All",10.5,6
"Kolkata Knight Riders","Lockie Ferguson",2021,"Zayed Cricket Stadium",84,5,72,"All",16.8,7
"Kolkata Knight Riders","Manoj Tiwary",2010,"Eden Gardens",11,1,6,"All",11,11
"Kolkata Knight Riders","Manoj Tiwary",2011,"Eden Gardens",23,0,12,"All",Inf,11.5
"Kolkata Knight Riders","Marchant de Lange",2012,"Eden Gardens",107,3,60,"All",35.6666666666667,10.7
"Kolkata Knight Riders","Mashrafe Mortaza",2009,"New Wanderers Stadium",58,0,24,"All",Inf,14.5
"Kolkata Knight Riders","Mitchell Johnson",2018,"Eden Gardens",111,2,66,"All",55.5,10.0909090909091
"Kolkata Knight Riders","Mitchell Johnson",2018,"Feroz Shah Kotla",42,0,24,"All",Inf,10.5
"Kolkata Knight Riders","Mitchell Johnson",2018,"M Chinnaswamy Stadium",38,0,18,"All",Inf,12.6666666666667
"Kolkata Knight Riders","Mitchell Johnson",2018,"Wankhede Stadium",25,0,18,"All",Inf,8.33333333333333
"Kolkata Knight Riders","Mohammad Hafeez",2008,"Eden Gardens",24,1,30,"All",24,4.8
"Kolkata Knight Riders","Mohammad Hafeez",2008,"MA Chidambaram Stadium",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Mohammad Hafeez",2008,"Punjab Cricket Association Stadium",28,1,18,"All",28,9.33333333333333
"Kolkata Knight Riders","Mohammed Shami",2013,"MA Chidambaram Stadium",20,0,12,"All",Inf,10
"Kolkata Knight Riders","Mohammed Shami",2013,"Rajiv Gandhi International Stadium",32,1,24,"All",32,8
"Kolkata Knight Riders","Mohammed Shami",2013,"Sawai Mansingh Stadium",26,0,18,"All",Inf,8.66666666666667
"Kolkata Knight Riders","Mohnish Parmar",2010,"Eden Gardens",33,0,18,"All",Inf,11
"Kolkata Knight Riders","Moises Henriques",2009,"Kingsmead",68,1,48,"All",68,8.5
"Kolkata Knight Riders","Moises Henriques",2009,"New Wanderers Stadium",35,1,24,"All",35,8.75
"Kolkata Knight Riders","Moises Henriques",2009,"Newlands",4,0,1,"All",Inf,24
"Kolkata Knight Riders","Morne Morkel",2014,"Barabati Stadium",55,4,48,"All",13.75,6.875
"Kolkata Knight Riders","Morne Morkel",2014,"Dubai International Cricket Stadium",41,2,24,"All",20.5,10.25
"Kolkata Knight Riders","Morne Morkel",2014,"Eden Gardens",76,3,72,"All",25.3333333333333,6.33333333333333
"Kolkata Knight Riders","Morne Morkel",2014,"M Chinnaswamy Stadium",40,0,24,"All",Inf,10
"Kolkata Knight Riders","Morne Morkel",2014,"Rajiv Gandhi International Stadium",39,0,24,"All",Inf,9.75
"Kolkata Knight Riders","Morne Morkel",2014,"Sharjah Cricket Stadium",34,0,24,"All",Inf,8.5
"Kolkata Knight Riders","Morne Morkel",2014,"Sheikh Zayed Stadium",82,3,72,"All",27.3333333333333,6.83333333333333
"Kolkata Knight Riders","Morne Morkel",2015,"Brabourne Stadium",38,0,24,"All",Inf,9.5
"Kolkata Knight Riders","Morne Morkel",2015,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Morne Morkel",2015,"Eden Gardens",53,3,48,"All",17.6666666666667,6.625
"Kolkata Knight Riders","Morne Morkel",2015,"Feroz Shah Kotla",30,2,24,"All",15,7.5
"Kolkata Knight Riders","Morne Morkel",2015,"Maharashtra Cricket Association Stadium",27,2,24,"All",13.5,6.75
"Kolkata Knight Riders","Morne Morkel",2015,"Wankhede Stadium",27,1,24,"All",27,6.75
"Kolkata Knight Riders","Morne Morkel",2016,"Eden Gardens",107,1,78,"All",107,8.23076923076923
"Kolkata Knight Riders","Morne Morkel",2016,"Feroz Shah Kotla",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Morne Morkel",2016,"Green Park",39,1,21,"All",39,11.1428571428571
"Kolkata Knight Riders","Morne Morkel",2016,"M Chinnaswamy Stadium",28,2,24,"All",14,7
"Kolkata Knight Riders","Morne Morkel",2016,"Maharashtra Cricket Association Stadium",30,0,18,"All",Inf,10
"Kolkata Knight Riders","Morne Morkel",2016,"Punjab Cricket Association IS Bindra Stadium",27,2,24,"All",13.5,6.75
"Kolkata Knight Riders","Morne Morkel",2016,"Rajiv Gandhi International Stadium",35,2,24,"All",17.5,8.75
"Kolkata Knight Riders","Murali Kartik",2008,"Eden Gardens",65,3,52,"All",21.6666666666667,7.5
"Kolkata Knight Riders","Murali Kartik",2008,"MA Chidambaram Stadium",33,0,18,"All",Inf,11
"Kolkata Knight Riders","Murali Kartik",2008,"Rajiv Gandhi International Stadium",29,0,18,"All",Inf,9.66666666666667
"Kolkata Knight Riders","Murali Kartik",2009,"Buffalo Park",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Murali Kartik",2009,"Kingsmead",51,0,54,"All",Inf,5.66666666666667
"Kolkata Knight Riders","Murali Kartik",2009,"New Wanderers Stadium",32,1,48,"All",32,4
"Kolkata Knight Riders","Murali Kartik",2009,"Newlands",23,0,24,"All",Inf,5.75
"Kolkata Knight Riders","Murali Kartik",2009,"St George's Park",20,0,18,"All",Inf,6.66666666666667
"Kolkata Knight Riders","Murali Kartik",2009,"SuperSport Park",55,2,42,"All",27.5,7.85714285714286
"Kolkata Knight Riders","Murali Kartik",2010,"Brabourne Stadium",21,1,24,"All",21,5.25
"Kolkata Knight Riders","Murali Kartik",2010,"Dr DY Patil Sports Academy",17,1,18,"All",17,5.66666666666667
"Kolkata Knight Riders","Murali Kartik",2010,"Eden Gardens",164,7,144,"All",23.4285714285714,6.83333333333333
"Kolkata Knight Riders","Murali Kartik",2010,"Feroz Shah Kotla",26,0,24,"All",Inf,6.5
"Kolkata Knight Riders","Murali Kartik",2010,"Sardar Patel Stadium",25,0,24,"All",Inf,6.25
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"Eden Gardens",137,8,80,"All",17.125,10.275
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"Feroz Shah Kotla",22,3,24,"All",7.33333333333333,5.5
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"M Chinnaswamy Stadium",35,4,42,"All",8.75,5
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"Rajiv Gandhi International Stadium",34,0,24,"All",Inf,8.5
"Kolkata Knight Riders","Nitish Rana",2018,"Eden Gardens",11,2,7,"All",5.5,9.42857142857143
"Kolkata Knight Riders","Nitish Rana",2018,"Rajiv Gandhi International Stadium",5,0,6,"All",Inf,5
"Kolkata Knight Riders","Nitish Rana",2018,"Sawai Mansingh Stadium",11,2,12,"All",5.5,5.5
"Kolkata Knight Riders","Nitish Rana",2018,"Wankhede Stadium",17,0,12,"All",Inf,8.5
"Kolkata Knight Riders","Nitish Rana",2019,"Eden Gardens",34,1,24,"All",34,8.5
"Kolkata Knight Riders","Nitish Rana",2019,"Feroz Shah Kotla",8,0,6,"All",Inf,8
"Kolkata Knight Riders","Nitish Rana",2019,"M Chinnaswamy Stadium",22,1,12,"All",22,11
"Kolkata Knight Riders","Nitish Rana",2019,"Punjab Cricket Association IS Bindra Stadium",8,1,6,"All",8,8
"Kolkata Knight Riders","Nitish Rana",2020,"Dubai International Cricket Stadium",16,0,6,"All",Inf,16
"Kolkata Knight Riders","Nitish Rana",2020,"Zayed Cricket Stadium",7,0,6,"All",Inf,7
"Kolkata Knight Riders","Nitish Rana",2021,"Dubai International Cricket Stadium",7,0,6,"All",Inf,7
"Kolkata Knight Riders","Nitish Rana",2021,"Zayed Cricket Stadium",5,0,6,"All",Inf,5
"Kolkata Knight Riders","Nitish Rana",2022,"Dr DY Patil Sports Academy",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Nitish Rana",2022,"Wankhede Stadium",14,0,6,"All",Inf,14
"Kolkata Knight Riders","Pat Cummins",2014,"Eden Gardens",29,1,24,"All",29,7.25
"Kolkata Knight Riders","Pat Cummins",2015,"Eden Gardens",54,1,24,"All",54,13.5
"Kolkata Knight Riders","Pat Cummins",2015,"M Chinnaswamy Stadium",18,0,12,"All",Inf,9
"Kolkata Knight Riders","Pat Cummins",2015,"MA Chidambaram Stadium",25,0,24,"All",Inf,6.25
"Kolkata Knight Riders","Pat Cummins",2020,"Dubai International Cricket Stadium",78,7,66,"All",11.1428571428571,7.09090909090909
"Kolkata Knight Riders","Pat Cummins",2020,"Sharjah Cricket Stadium",118,0,72,"All",Inf,9.83333333333333
"Kolkata Knight Riders","Pat Cummins",2020,"Zayed Cricket Stadium",213,5,174,"All",42.6,7.3448275862069
"Kolkata Knight Riders","Pat Cummins",2021,"MA Chidambaram Stadium",88,4,72,"All",22,7.33333333333333
"Kolkata Knight Riders","Pat Cummins",2021,"Narendra Modi Stadium",55,5,42,"All",11,7.85714285714286
"Kolkata Knight Riders","Pat Cummins",2021,"Wankhede Stadium",94,0,47,"All",Inf,12
"Kolkata Knight Riders","Pat Cummins",2022,"Brabourne Stadium",141,2,71,"All",70.5,11.9154929577465
"Kolkata Knight Riders","Pat Cummins",2022,"Dr DY Patil Sports Academy",22,3,24,"All",7.33333333333333,5.5
"Kolkata Knight Riders","Pat Cummins",2022,"Maharashtra Cricket Association Stadium",49,2,24,"All",24.5,12.25
"Kolkata Knight Riders","Piyush Chawla",2014,"Barabati Stadium",51,4,48,"All",12.75,6.375
"Kolkata Knight Riders","Piyush Chawla",2014,"Dubai International Cricket Stadium",27,1,15,"All",27,10.8
"Kolkata Knight Riders","Piyush Chawla",2014,"Eden Gardens",65,2,48,"All",32.5,8.125
"Kolkata Knight Riders","Piyush Chawla",2014,"JSCA International Stadium Complex",31,0,18,"All",Inf,10.3333333333333
"Kolkata Knight Riders","Piyush Chawla",2014,"M Chinnaswamy Stadium",44,2,24,"All",22,11
"Kolkata Knight Riders","Piyush Chawla",2014,"Rajiv Gandhi International Stadium",24,1,24,"All",24,6
"Kolkata Knight Riders","Piyush Chawla",2014,"Sheikh Zayed Stadium",61,4,60,"All",15.25,6.1
"Kolkata Knight Riders","Piyush Chawla",2015,"Brabourne Stadium",12,0,6,"All",Inf,12
"Kolkata Knight Riders","Piyush Chawla",2015,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",15,0,6,"All",Inf,15
"Kolkata Knight Riders","Piyush Chawla",2015,"Eden Gardens",130,6,108,"All",21.6666666666667,7.22222222222222
"Kolkata Knight Riders","Piyush Chawla",2015,"Feroz Shah Kotla",27,2,24,"All",13.5,6.75
"Kolkata Knight Riders","Piyush Chawla",2015,"M Chinnaswamy Stadium",21,1,12,"All",21,10.5
"Kolkata Knight Riders","Piyush Chawla",2015,"MA Chidambaram Stadium",26,2,24,"All",13,6.5
"Kolkata Knight Riders","Piyush Chawla",2015,"Maharashtra Cricket Association Stadium",29,0,24,"All",Inf,7.25
"Kolkata Knight Riders","Piyush Chawla",2015,"Wankhede Stadium",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Piyush Chawla",2016,"Eden Gardens",160,8,134,"All",20,7.16417910447761
"Kolkata Knight Riders","Piyush Chawla",2016,"Feroz Shah Kotla",24,0,12,"All",Inf,12
"Kolkata Knight Riders","Piyush Chawla",2016,"M Chinnaswamy Stadium",32,2,24,"All",16,8
"Kolkata Knight Riders","Piyush Chawla",2016,"Maharashtra Cricket Association Stadium",26,0,18,"All",Inf,8.66666666666667
"Kolkata Knight Riders","Piyush Chawla",2016,"Punjab Cricket Association IS Bindra Stadium",18,1,18,"All",18,6
"Kolkata Knight Riders","Piyush Chawla",2016,"Rajiv Gandhi International Stadium",13,0,6,"All",Inf,13
"Kolkata Knight Riders","Piyush Chawla",2017,"Eden Gardens",36,1,18,"All",36,12
"Kolkata Knight Riders","Piyush Chawla",2017,"M Chinnaswamy Stadium",74,3,54,"All",24.6666666666667,8.22222222222222
"Kolkata Knight Riders","Piyush Chawla",2017,"Maharashtra Cricket Association Stadium",36,1,24,"All",36,9
"Kolkata Knight Riders","Piyush Chawla",2017,"Saurashtra Cricket Association Stadium",33,1,24,"All",33,8.25
"Kolkata Knight Riders","Piyush Chawla",2018,"Eden Gardens",220,11,162,"All",20,8.14814814814815
"Kolkata Knight Riders","Piyush Chawla",2018,"Feroz Shah Kotla",33,1,24,"All",33,8.25
"Kolkata Knight Riders","Piyush Chawla",2018,"Holkar Cricket Stadium",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Piyush Chawla",2018,"M Chinnaswamy Stadium",22,0,18,"All",Inf,7.33333333333333
"Kolkata Knight Riders","Piyush Chawla",2018,"MA Chidambaram Stadium",49,1,24,"All",49,12.25
"Kolkata Knight Riders","Piyush Chawla",2018,"Rajiv Gandhi International Stadium",19,0,12,"All",Inf,9.5
"Kolkata Knight Riders","Piyush Chawla",2018,"Sawai Mansingh Stadium",18,1,24,"All",18,4.5
"Kolkata Knight Riders","Piyush Chawla",2018,"Wankhede Stadium",35,0,18,"All",Inf,11.6666666666667
"Kolkata Knight Riders","Piyush Chawla",2019,"Eden Gardens",203,8,129,"All",25.375,9.44186046511628
"Kolkata Knight Riders","Piyush Chawla",2019,"Feroz Shah Kotla",36,1,24,"All",36,9
"Kolkata Knight Riders","Piyush Chawla",2019,"M Chinnaswamy Stadium",32,0,24,"All",Inf,8
"Kolkata Knight Riders","Piyush Chawla",2019,"MA Chidambaram Stadium",28,1,24,"All",28,7
"Kolkata Knight Riders","Piyush Chawla",2019,"Punjab Cricket Association IS Bindra Stadium",43,0,24,"All",Inf,10.75
"Kolkata Knight Riders","Piyush Chawla",2019,"Rajiv Gandhi International Stadium",38,0,18,"All",Inf,12.6666666666667
"Kolkata Knight Riders","Piyush Chawla",2019,"Sawai Mansingh Stadium",19,0,24,"All",Inf,4.75
"Kolkata Knight Riders","Pradeep Sangwan",2012,"Feroz Shah Kotla",42,1,24,"All",42,10.5
"Kolkata Knight Riders","Pradeep Sangwan",2013,"M Chinnaswamy Stadium",34,0,12,"All",Inf,17
"Kolkata Knight Riders","Pradeep Sangwan",2013,"Rajiv Gandhi International Stadium",17,0,12,"All",Inf,8.5
"Kolkata Knight Riders","Prasidh Krishna",2018,"Eden Gardens",160,4,96,"All",40,10
"Kolkata Knight Riders","Prasidh Krishna",2018,"Holkar Cricket Stadium",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Prasidh Krishna",2018,"Rajiv Gandhi International Stadium",30,4,24,"All",7.5,7.5
"Kolkata Knight Riders","Prasidh Krishna",2018,"Wankhede Stadium",39,0,24,"All",Inf,9.75
"Kolkata Knight Riders","Prasidh Krishna",2019,"Eden Gardens",223,2,134,"All",111.5,9.98507462686567
"Kolkata Knight Riders","Prasidh Krishna",2019,"Feroz Shah Kotla",33,0,24,"All",Inf,8.25
"Kolkata Knight Riders","Prasidh Krishna",2019,"M Chinnaswamy Stadium",41,0,18,"All",Inf,13.6666666666667
"Kolkata Knight Riders","Prasidh Krishna",2019,"MA Chidambaram Stadium",23,0,24,"All",Inf,5.75
"Kolkata Knight Riders","Prasidh Krishna",2019,"Sawai Mansingh Stadium",35,1,24,"All",35,8.75
"Kolkata Knight Riders","Prasidh Krishna",2019,"Wankhede Stadium",22,1,18,"All",22,7.33333333333333
"Kolkata Knight Riders","Prasidh Krishna",2020,"Sharjah Cricket Stadium",66,1,42,"All",66,9.42857142857143
"Kolkata Knight Riders","Prasidh Krishna",2020,"Zayed Cricket Stadium",98,3,63,"All",32.6666666666667,9.33333333333333
"Kolkata Knight Riders","Prasidh Krishna",2021,"MA Chidambaram Stadium",108,4,72,"All",27,9
"Kolkata Knight Riders","Prasidh Krishna",2021,"Narendra Modi Stadium",66,3,45,"All",22,8.8
"Kolkata Knight Riders","Prasidh Krishna",2021,"Wankhede Stadium",69,1,42,"All",69,9.85714285714286
"Kolkata Knight Riders","Prasidh Krishna",2021,"Zayed Cricket Stadium",108,4,72,"All",27,9
"Kolkata Knight Riders","Prithvi Raj",2019,"Eden Gardens",28,0,12,"All",Inf,14
"Kolkata Knight Riders","Prithvi Raj",2019,"Rajiv Gandhi International Stadium",29,1,18,"All",29,9.66666666666667
"Kolkata Knight Riders","Rajagopal Sathish",2016,"Feroz Shah Kotla",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Rajagopal Sathish",2016,"Maharashtra Cricket Association Stadium",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Rajagopal Sathish",2016,"Wankhede Stadium",30,0,12,"All",Inf,15
"Kolkata Knight Riders","Rajat Bhatia",2011,"Dr DY Patil Sports Academy",11,0,12,"All",Inf,5.5
"Kolkata Knight Riders","Rajat Bhatia",2011,"Eden Gardens",111,5,108,"All",22.2,6.16666666666667
"Kolkata Knight Riders","Rajat Bhatia",2011,"MA Chidambaram Stadium",19,0,18,"All",Inf,6.33333333333333
"Kolkata Knight Riders","Rajat Bhatia",2011,"Nehru Stadium",22,1,18,"All",22,7.33333333333333
"Kolkata Knight Riders","Rajat Bhatia",2011,"Rajiv Gandhi International Stadium",26,2,24,"All",13,6.5
"Kolkata Knight Riders","Rajat Bhatia",2011,"Sawai Mansingh Stadium",12,0,6,"All",Inf,12
"Kolkata Knight Riders","Rajat Bhatia",2011,"Wankhede Stadium",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Rajat Bhatia",2012,"Barabati Stadium",26,1,24,"All",26,6.5
"Kolkata Knight Riders","Rajat Bhatia",2012,"Eden Gardens",182,7,133,"All",26,8.21052631578947
"Kolkata Knight Riders","Rajat Bhatia",2012,"Feroz Shah Kotla",26,0,24,"All",Inf,6.5
"Kolkata Knight Riders","Rajat Bhatia",2012,"M Chinnaswamy Stadium",30,0,24,"All",Inf,7.5
"Kolkata Knight Riders","Rajat Bhatia",2012,"MA Chidambaram Stadium",45,1,36,"All",45,7.5
"Kolkata Knight Riders","Rajat Bhatia",2012,"Punjab Cricket Association Stadium",23,1,24,"All",23,5.75
"Kolkata Knight Riders","Rajat Bhatia",2012,"Sawai Mansingh Stadium",27,1,24,"All",27,6.75
