"Batting_Team","Striker","Bowling_Team","Stadium","Runs","Dismissed","Balls","Season","Average","Strike_Rate"
"Rajasthan Royals","Karun Nair","Chennai Super Kings","MA Chidambaram Stadium",10,1,12,"All",10,83.3333333333333
"Rajasthan Royals","Karun Nair","Chennai Super Kings","Sardar Patel Stadium",1,0,1,"All",Inf,100
"Rajasthan Royals","Karun Nair","Delhi Capitals","Brabourne Stadium",61,1,38,"All",61,160.526315789474
"Rajasthan Royals","Karun Nair","Delhi Capitals","Feroz Shah Kotla",93,1,62,"All",93,150
"Rajasthan Royals","Karun Nair","Delhi Capitals","Sardar Patel Stadium",19,1,14,"All",19,135.714285714286
"Rajasthan Royals","Karun Nair","Kolkata Knight Riders","Brabourne Stadium",19,2,15,"All",9.5,126.666666666667
"Rajasthan Royals","Karun Nair","Kolkata Knight Riders","Sardar Patel Stadium",44,1,35,"All",44,125.714285714286
"Rajasthan Royals","Karun Nair","Kolkata Knight Riders","Sheikh Zayed Stadium",1,1,5,"All",1,20
"Rajasthan Royals","Karun Nair","Kolkata Knight Riders","Wankhede Stadium",13,1,13,"All",13,100
"Rajasthan Royals","Karun Nair","Mumbai Indians","Sardar Patel Stadium",48,1,24,"All",48,200
"Rajasthan Royals","Karun Nair","Mumbai Indians","Wankhede Stadium",57,2,33,"All",28.5,172.727272727273
"Rajasthan Royals","Karun Nair","Punjab Kings","Maharashtra Cricket Association Stadium",8,1,11,"All",8,72.7272727272727
"Rajasthan Royals","Karun Nair","Punjab Kings","Punjab Cricket Association Stadium",11,1,6,"All",11,183.333333333333
"Rajasthan Royals","Karun Nair","Punjab Kings","Sardar Patel Stadium",25,1,13,"All",25,192.307692307692
"Rajasthan Royals","Karun Nair","Royal Challengers Bangalore","M Chinnaswamy Stadium",56,1,39,"All",56,143.589743589744
"Rajasthan Royals","Karun Nair","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",12,1,13,"All",12,92.3076923076923
"Rajasthan Royals","Karun Nair","Royal Challengers Bangalore","Sardar Patel Stadium",16,1,14,"All",16,114.285714285714
"Rajasthan Royals","Karun Nair","Royal Challengers Bangalore","Sheikh Zayed Stadium",8,1,12,"All",8,66.6666666666667
"Rajasthan Royals","Karun Nair","Sunrisers Hyderabad","Brabourne Stadium",4,1,10,"All",4,40
"Rajasthan Royals","Karun Nair","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",1,1,5,"All",1,20
"Rajasthan Royals","Karun Nair","Sunrisers Hyderabad","Sardar Patel Stadium",12,1,9,"All",12,133.333333333333
"Rajasthan Royals","Kevon Cooper","Delhi Capitals","Feroz Shah Kotla",2,1,2,"All",2,100
"Rajasthan Royals","Kevon Cooper","Delhi Capitals","Sardar Patel Stadium",32,1,16,"All",32,200
"Rajasthan Royals","Kevon Cooper","Kolkata Knight Riders","Sawai Mansingh Stadium",5,1,7,"All",5,71.4285714285714
"Rajasthan Royals","Kevon Cooper","Mumbai Indians","Eden Gardens",4,1,2,"All",4,200
"Rajasthan Royals","Kevon Cooper","Mumbai Indians","Sardar Patel Stadium",5,1,8,"All",5,62.5
"Rajasthan Royals","Kevon Cooper","Mumbai Indians","Wankhede Stadium",21,1,10,"All",21,210
"Rajasthan Royals","Kevon Cooper","Punjab Kings","Punjab Cricket Association Stadium",2,1,2,"All",2,100
"Rajasthan Royals","Kevon Cooper","Punjab Kings","Sawai Mansingh Stadium",11,0,3,"All",Inf,366.666666666667
"Rajasthan Royals","Kevon Cooper","Royal Challengers Bangalore","Sawai Mansingh Stadium",8,1,6,"All",8,133.333333333333
"Rajasthan Royals","Kevon Cooper","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",26,1,12,"All",26,216.666666666667
"Rajasthan Royals","Krishnappa Gowtham","Chennai Super Kings","MA Chidambaram Stadium",9,1,8,"All",9,112.5
"Rajasthan Royals","Krishnappa Gowtham","Chennai Super Kings","Maharashtra Cricket Association Stadium",1,1,2,"All",1,50
"Rajasthan Royals","Krishnappa Gowtham","Chennai Super Kings","Sawai Mansingh Stadium",13,1,4,"All",13,325
"Rajasthan Royals","Krishnappa Gowtham","Delhi Capitals","Feroz Shah Kotla",24,1,12,"All",24,200
"Rajasthan Royals","Krishnappa Gowtham","Delhi Capitals","Sawai Mansingh Stadium",2,0,1,"All",Inf,200
"Rajasthan Royals","Krishnappa Gowtham","Kolkata Knight Riders","Eden Gardens",12,1,12,"All",12,100
"Rajasthan Royals","Krishnappa Gowtham","Kolkata Knight Riders","Sawai Mansingh Stadium",12,1,7,"All",12,171.428571428571
"Rajasthan Royals","Krishnappa Gowtham","Mumbai Indians","Sawai Mansingh Stadium",33,0,11,"All",Inf,300
"Rajasthan Royals","Krishnappa Gowtham","Mumbai Indians","Wankhede Stadium",0,0,1,"All",NA,0
"Rajasthan Royals","Krishnappa Gowtham","Punjab Kings","Holkar Cricket Stadium",5,1,3,"All",5,166.666666666667
"Rajasthan Royals","Krishnappa Gowtham","Punjab Kings","Sawai Mansingh Stadium",11,2,10,"All",5.5,110
"Rajasthan Royals","Krishnappa Gowtham","Royal Challengers Bangalore","Sawai Mansingh Stadium",14,1,5,"All",14,280
"Rajasthan Royals","Krishnappa Gowtham","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",0,1,2,"All",0,0
"Rajasthan Royals","Krishnappa Gowtham","Sunrisers Hyderabad","Sawai Mansingh Stadium",8,1,5,"All",8,160
"Rajasthan Royals","Kuldeep Sen","Gujarat Titans","Dr DY Patil Sports Academy",0,0,3,"All",NA,0
"Rajasthan Royals","Kuldip Yadav","Mumbai Indians","Sharjah Cricket Stadium",0,0,4,"All",NA,0
"Rajasthan Royals","Kusal Perera","Delhi Capitals","Feroz Shah Kotla",14,1,12,"All",14,116.666666666667
"Rajasthan Royals","Kusal Perera","Pune Warriors","Subrata Roy Sahara Stadium",0,1,1,"All",0,0
"Rajasthan Royals","Lee Carseldine","Chennai Super Kings","De Beers Diamond Oval",9,1,8,"All",9,112.5
"Rajasthan Royals","Lee Carseldine","Deccan Chargers","De Beers Diamond Oval",8,1,11,"All",8,72.7272727272727
"Rajasthan Royals","Lee Carseldine","Deccan Chargers","St George's Park",39,1,32,"All",39,121.875
"Rajasthan Royals","Lee Carseldine","Punjab Kings","Kingsmead",16,0,9,"All",Inf,177.777777777778
"Rajasthan Royals","Lee Carseldine","Royal Challengers Bangalore","SuperSport Park",9,1,8,"All",9,112.5
"Rajasthan Royals","Liam Livingstone","Delhi Capitals","Feroz Shah Kotla",14,1,13,"All",14,107.692307692308
"Rajasthan Royals","Liam Livingstone","Delhi Capitals","Zayed Cricket Stadium",1,1,3,"All",1,33.3333333333333
"Rajasthan Royals","Liam Livingstone","Kolkata Knight Riders","Sharjah Cricket Stadium",6,1,6,"All",6,100
"Rajasthan Royals","Liam Livingstone","Mumbai Indians","Wankhede Stadium",1,1,2,"All",1,50
"Rajasthan Royals","Liam Livingstone","Punjab Kings","Dubai International Cricket Stadium",25,1,17,"All",25,147.058823529412
"Rajasthan Royals","Liam Livingstone","Royal Challengers Bangalore","Dubai International Cricket Stadium",6,1,9,"All",6,66.6666666666667
"Rajasthan Royals","Liam Livingstone","Royal Challengers Bangalore","M Chinnaswamy Stadium",11,0,7,"All",Inf,157.142857142857
"Rajasthan Royals","Liam Livingstone","Sunrisers Hyderabad","Dubai International Cricket Stadium",4,1,6,"All",4,66.6666666666667
"Rajasthan Royals","Liam Livingstone","Sunrisers Hyderabad","Sawai Mansingh Stadium",44,1,26,"All",44,169.230769230769
"Rajasthan Royals","Mahesh Rawat","Chennai Super Kings","SuperSport Park",8,0,6,"All",Inf,133.333333333333
"Rajasthan Royals","Mahesh Rawat","Delhi Capitals","Feroz Shah Kotla",2,1,4,"All",2,50
"Rajasthan Royals","Mahesh Rawat","Delhi Capitals","Sawai Mansingh Stadium",5,0,4,"All",Inf,125
"Rajasthan Royals","Mahesh Rawat","Delhi Capitals","Wankhede Stadium",2,1,4,"All",2,50
"Rajasthan Royals","Mahesh Rawat","Kolkata Knight Riders","Sawai Mansingh Stadium",1,0,1,"All",Inf,100
"Rajasthan Royals","Mahesh Rawat","Mumbai Indians","Dr DY Patil Sports Academy",1,1,5,"All",1,20
"Rajasthan Royals","Mahesh Rawat","Punjab Kings","Newlands",4,0,6,"All",Inf,66.6666666666667
"Rajasthan Royals","Mahesh Rawat","Punjab Kings","Punjab Cricket Association Stadium",23,0,19,"All",Inf,121.052631578947
"Rajasthan Royals","Mahesh Rawat","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,1,2,"All",0,0
"Rajasthan Royals","Mahesh Rawat","Royal Challengers Bangalore","Newlands",4,0,7,"All",Inf,57.1428571428571
"Rajasthan Royals","Mahipal Lomror","Delhi Capitals","Feroz Shah Kotla",8,1,3,"All",8,266.666666666667
"Rajasthan Royals","Mahipal Lomror","Delhi Capitals","Sharjah Cricket Stadium",1,1,2,"All",1,50
"Rajasthan Royals","Mahipal Lomror","Delhi Capitals","Zayed Cricket Stadium",19,1,24,"All",19,79.1666666666667
"Rajasthan Royals","Mahipal Lomror","Mumbai Indians","Zayed Cricket Stadium",11,1,13,"All",11,84.6153846153846
"Rajasthan Royals","Mahipal Lomror","Punjab Kings","Dubai International Cricket Stadium",43,1,17,"All",43,252.941176470588
"Rajasthan Royals","Mahipal Lomror","Punjab Kings","Sawai Mansingh Stadium",9,0,9,"All",Inf,100
"Rajasthan Royals","Mahipal Lomror","Royal Challengers Bangalore","Dubai International Cricket Stadium",3,1,4,"All",3,75
"Rajasthan Royals","Mahipal Lomror","Royal Challengers Bangalore","Zayed Cricket Stadium",47,1,39,"All",47,120.512820512821
"Rajasthan Royals","Mahipal Lomror","Sunrisers Hyderabad","Dubai International Cricket Stadium",29,0,28,"All",Inf,103.571428571429
"Rajasthan Royals","Mahipal Lomror","Sunrisers Hyderabad","Sawai Mansingh Stadium",11,1,12,"All",11,91.6666666666667
"Rajasthan Royals","Manan Vohra","Chennai Super Kings","Wankhede Stadium",14,1,11,"All",14,127.272727272727
"Rajasthan Royals","Manan Vohra","Delhi Capitals","Wankhede Stadium",9,1,11,"All",9,81.8181818181818
"Rajasthan Royals","Manan Vohra","Punjab Kings","Wankhede Stadium",12,1,8,"All",12,150
"Rajasthan Royals","Manan Vohra","Royal Challengers Bangalore","Wankhede Stadium",7,1,9,"All",7,77.7777777777778
"Rajasthan Royals","Michael Lumb","Chennai Super Kings","MA Chidambaram Stadium",37,1,26,"All",37,142.307692307692
"Rajasthan Royals","Michael Lumb","Chennai Super Kings","Sardar Patel Stadium",30,1,16,"All",30,187.5
"Rajasthan Royals","Michael Lumb","Deccan Chargers","Sardar Patel Stadium",45,1,32,"All",45,140.625
"Rajasthan Royals","Michael Lumb","Deccan Chargers","Vidarbha Cricket Association Stadium",15,1,10,"All",15,150
"Rajasthan Royals","Michael Lumb","Delhi Capitals","Feroz Shah Kotla",0,1,2,"All",0,0
"Rajasthan Royals","Michael Lumb","Kolkata Knight Riders","Sardar Patel Stadium",0,1,1,"All",0,0
"Rajasthan Royals","Michael Lumb","Mumbai Indians","Sawai Mansingh Stadium",8,1,6,"All",8,133.333333333333
"Rajasthan Royals","Michael Lumb","Punjab Kings","Punjab Cricket Association Stadium",41,1,30,"All",41,136.666666666667
"Rajasthan Royals","Michael Lumb","Punjab Kings","Sawai Mansingh Stadium",83,1,43,"All",83,193.023255813954
"Rajasthan Royals","Michael Lumb","Royal Challengers Bangalore","M Chinnaswamy Stadium",10,1,18,"All",10,55.5555555555556
"Rajasthan Royals","Michael Lumb","Royal Challengers Bangalore","Sawai Mansingh Stadium",9,1,8,"All",9,112.5
"Rajasthan Royals","Mohammad Kaif","Chennai Super Kings","Dr DY Patil Sports Academy",12,1,9,"All",12,133.333333333333
"Rajasthan Royals","Mohammad Kaif","Chennai Super Kings","MA Chidambaram Stadium",10,1,7,"All",10,142.857142857143
"Rajasthan Royals","Mohammad Kaif","Deccan Chargers","Rajiv Gandhi International Stadium",34,1,16,"All",34,212.5
"Rajasthan Royals","Mohammad Kaif","Deccan Chargers","Sawai Mansingh Stadium",17,0,14,"All",Inf,121.428571428571
"Rajasthan Royals","Mohammad Kaif","Delhi Capitals","Feroz Shah Kotla",9,1,19,"All",9,47.3684210526316
"Rajasthan Royals","Mohammad Kaif","Delhi Capitals","Sawai Mansingh Stadium",1,1,5,"All",1,20
"Rajasthan Royals","Mohammad Kaif","Delhi Capitals","Wankhede Stadium",12,1,11,"All",12,109.090909090909
"Rajasthan Royals","Mohammad Kaif","Kolkata Knight Riders","Eden Gardens",34,0,31,"All",Inf,109.677419354839
"Rajasthan Royals","Mohammad Kaif","Kolkata Knight Riders","Sawai Mansingh Stadium",21,1,18,"All",21,116.666666666667
"Rajasthan Royals","Mohammad Kaif","Mumbai Indians","Dr DY Patil Sports Academy",4,1,7,"All",4,57.1428571428571
"Rajasthan Royals","Mohammad Kaif","Mumbai Indians","Sawai Mansingh Stadium",12,1,15,"All",12,80
"Rajasthan Royals","Mohammad Kaif","Punjab Kings","Punjab Cricket Association Stadium",1,1,5,"All",1,20
"Rajasthan Royals","Mohammad Kaif","Punjab Kings","Sawai Mansingh Stadium",5,1,8,"All",5,62.5
"Rajasthan Royals","Mohammad Kaif","Royal Challengers Bangalore","M Chinnaswamy Stadium",4,0,6,"All",Inf,66.6666666666667
"Rajasthan Royals","Morne Morkel","Deccan Chargers","De Beers Diamond Oval",8,1,8,"All",8,100
"Rajasthan Royals","Morne Morkel","Deccan Chargers","Vidarbha Cricket Association Stadium",7,0,7,"All",Inf,100
"Rajasthan Royals","Morne Morkel","Royal Challengers Bangalore","M Chinnaswamy Stadium",2,1,9,"All",2,22.2222222222222
"Rajasthan Royals","Munaf Patel","Chennai Super Kings","SuperSport Park",0,1,1,"All",0,0
"Rajasthan Royals","Munaf Patel","Deccan Chargers","De Beers Diamond Oval",5,1,7,"All",5,71.4285714285714
"Rajasthan Royals","Munaf Patel","Delhi Capitals","OUTsurance Oval",23,0,10,"All",Inf,230
"Rajasthan Royals","Munaf Patel","Delhi Capitals","Sawai Mansingh Stadium",4,0,2,"All",Inf,200
"Rajasthan Royals","Munaf Patel","Kolkata Knight Riders","Kingsmead",5,0,6,"All",Inf,83.3333333333333
"Rajasthan Royals","Munaf Patel","Kolkata Knight Riders","Sardar Patel Stadium",4,0,3,"All",Inf,133.333333333333
"Rajasthan Royals","Munaf Patel","Mumbai Indians","Dr DY Patil Sports Academy",0,0,1,"All",NA,0
"Rajasthan Royals","Munaf Patel","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,1,2,"All",0,0
"Rajasthan Royals","Munaf Patel","Royal Challengers Bangalore","Newlands",0,1,2,"All",0,0
"Rajasthan Royals","Mustafizur Rahman","Chennai Super Kings","Wankhede Stadium",0,0,4,"All",NA,0
"Rajasthan Royals","Mustafizur Rahman","Kolkata Knight Riders","Sharjah Cricket Stadium",0,0,3,"All",NA,0
"Rajasthan Royals","Mustafizur Rahman","Mumbai Indians","Sharjah Cricket Stadium",8,0,7,"All",Inf,114.285714285714
"Rajasthan Royals","Naman Ojha","Chennai Super Kings","De Beers Diamond Oval",0,1,2,"All",0,0
"Rajasthan Royals","Naman Ojha","Chennai Super Kings","MA Chidambaram Stadium",94,0,55,"All",Inf,170.909090909091
"Rajasthan Royals","Naman Ojha","Chennai Super Kings","Sardar Patel Stadium",80,1,49,"All",80,163.265306122449
"Rajasthan Royals","Naman Ojha","Deccan Chargers","De Beers Diamond Oval",16,1,14,"All",16,114.285714285714
"Rajasthan Royals","Naman Ojha","Deccan Chargers","Sardar Patel Stadium",14,1,17,"All",14,82.3529411764706
"Rajasthan Royals","Naman Ojha","Deccan Chargers","St George's Park",0,1,6,"All",0,0
"Rajasthan Royals","Naman Ojha","Deccan Chargers","Vidarbha Cricket Association Stadium",1,1,5,"All",1,20
"Rajasthan Royals","Naman Ojha","Delhi Capitals","Feroz Shah Kotla",27,1,14,"All",27,192.857142857143
"Rajasthan Royals","Naman Ojha","Delhi Capitals","OUTsurance Oval",9,1,17,"All",9,52.9411764705882
"Rajasthan Royals","Naman Ojha","Delhi Capitals","Sardar Patel Stadium",24,1,14,"All",24,171.428571428571
"Rajasthan Royals","Naman Ojha","Kolkata Knight Riders","Eden Gardens",18,1,22,"All",18,81.8181818181818
"Rajasthan Royals","Naman Ojha","Kolkata Knight Riders","Kingsmead",22,1,12,"All",22,183.333333333333
"Rajasthan Royals","Naman Ojha","Kolkata Knight Riders","Sardar Patel Stadium",27,1,18,"All",27,150
"Rajasthan Royals","Naman Ojha","Mumbai Indians","Brabourne Stadium",12,1,12,"All",12,100
"Rajasthan Royals","Naman Ojha","Mumbai Indians","Kingsmead",1,1,4,"All",1,25
"Rajasthan Royals","Naman Ojha","Mumbai Indians","Sawai Mansingh Stadium",0,1,5,"All",0,0
"Rajasthan Royals","Naman Ojha","Punjab Kings","Kingsmead",68,1,51,"All",68,133.333333333333
"Rajasthan Royals","Naman Ojha","Punjab Kings","Punjab Cricket Association Stadium",13,1,10,"All",13,130
"Rajasthan Royals","Naman Ojha","Punjab Kings","Sawai Mansingh Stadium",44,0,37,"All",Inf,118.918918918919
"Rajasthan Royals","Naman Ojha","Royal Challengers Bangalore","M Chinnaswamy Stadium",16,1,18,"All",16,88.8888888888889
"Rajasthan Royals","Naman Ojha","Royal Challengers Bangalore","Sawai Mansingh Stadium",7,1,9,"All",7,77.7777777777778
"Rajasthan Royals","Naman Ojha","Royal Challengers Bangalore","SuperSport Park",52,0,38,"All",Inf,136.842105263158
"Rajasthan Royals","Nathan Coulter-Nile","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",1,0,2,"All",Inf,50
"Rajasthan Royals","Navdeep Saini","Mumbai Indians","Dr DY Patil Sports Academy",2,1,2,"All",2,100
"Rajasthan Royals","Nayan Doshi","Kochi Tuskers Kerala","Holkar Cricket Stadium",0,1,13,"All",0,0
"Rajasthan Royals","Niraj Patel","Chennai Super Kings","Dr DY Patil Sports Academy",2,1,11,"All",2,18.1818181818182
"Rajasthan Royals","Niraj Patel","Kolkata Knight Riders","Kingsmead",14,1,22,"All",14,63.6363636363636
"Rajasthan Royals","Niraj Patel","Mumbai Indians","Sawai Mansingh Stadium",40,0,29,"All",Inf,137.931034482759
"Rajasthan Royals","Niraj Patel","Punjab Kings","Punjab Cricket Association Stadium",57,1,39,"All",57,146.153846153846
"Rajasthan Royals","Niraj Patel","Royal Challengers Bangalore","Newlands",4,1,16,"All",4,25
"Rajasthan Royals","Obed McCoy","Gujarat Titans","Narendra Modi Stadium",8,1,5,"All",8,160
"Rajasthan Royals","Owais Shah","Chennai Super Kings","MA Chidambaram Stadium",52,1,43,"All",52,120.93023255814
"Rajasthan Royals","Owais Shah","Deccan Chargers","Rajiv Gandhi International Stadium",28,1,32,"All",28,87.5
"Rajasthan Royals","Owais Shah","Deccan Chargers","Sawai Mansingh Stadium",12,1,11,"All",12,109.090909090909
"Rajasthan Royals","Owais Shah","Delhi Capitals","Feroz Shah Kotla",1,1,1,"All",1,100
"Rajasthan Royals","Owais Shah","Delhi Capitals","Sawai Mansingh Stadium",1,1,3,"All",1,33.3333333333333
"Rajasthan Royals","Owais Shah","Kolkata Knight Riders","Eden Gardens",55,2,55,"All",27.5,100
"Rajasthan Royals","Owais Shah","Kolkata Knight Riders","Sawai Mansingh Stadium",23,0,11,"All",Inf,209.090909090909
"Rajasthan Royals","Owais Shah","Mumbai Indians","Sawai Mansingh Stadium",28,0,24,"All",Inf,116.666666666667
"Rajasthan Royals","Owais Shah","Mumbai Indians","Wankhede Stadium",76,1,42,"All",76,180.952380952381
"Rajasthan Royals","Owais Shah","Pune Warriors","Subrata Roy Sahara Stadium",4,0,7,"All",Inf,57.1428571428571
"Rajasthan Royals","Owais Shah","Punjab Kings","Sawai Mansingh Stadium",14,0,8,"All",Inf,175
"Rajasthan Royals","Owais Shah","Royal Challengers Bangalore","M Chinnaswamy Stadium",60,1,26,"All",60,230.769230769231
"Rajasthan Royals","Owais Shah","Royal Challengers Bangalore","Sawai Mansingh Stadium",11,2,16,"All",5.5,68.75
"Rajasthan Royals","Pankaj Singh","Deccan Chargers","Rajiv Gandhi International Stadium",4,0,3,"All",Inf,133.333333333333
"Rajasthan Royals","Pankaj Singh","Punjab Kings","Punjab Cricket Association Stadium",1,0,5,"All",Inf,20
"Rajasthan Royals","Paras Dogra","Chennai Super Kings","Sardar Patel Stadium",5,1,3,"All",5,166.666666666667
"Rajasthan Royals","Paras Dogra","Delhi Capitals","Feroz Shah Kotla",20,1,25,"All",20,80
"Rajasthan Royals","Paras Dogra","Delhi Capitals","Sardar Patel Stadium",29,1,26,"All",29,111.538461538462
"Rajasthan Royals","Paras Dogra","Kolkata Knight Riders","Eden Gardens",8,1,12,"All",8,66.6666666666667
"Rajasthan Royals","Paras Dogra","Kolkata Knight Riders","Sardar Patel Stadium",0,1,1,"All",0,0
"Rajasthan Royals","Paras Dogra","Mumbai Indians","Brabourne Stadium",41,1,29,"All",41,141.379310344828
"Rajasthan Royals","Paras Dogra","Punjab Kings","Punjab Cricket Association Stadium",1,1,1,"All",1,100
"Rajasthan Royals","Paras Dogra","Royal Challengers Bangalore","M Chinnaswamy Stadium",3,1,9,"All",3,33.3333333333333
"Rajasthan Royals","Paul Valthaty","Delhi Capitals","SuperSport Park",1,1,5,"All",1,20
"Rajasthan Royals","Paul Valthaty","Kolkata Knight Riders","Newlands",5,1,7,"All",5,71.4285714285714
"Rajasthan Royals","Pinal Shah","Kochi Tuskers Kerala","Holkar Cricket Stadium",5,1,5,"All",5,100
"Rajasthan Royals","Prashant Chopra","Chennai Super Kings","Sawai Mansingh Stadium",8,1,6,"All",8,133.333333333333
