"Batting_Team","Striker","Season","Stadium","Runs","Dismissed","Balls","Bowling_Team","Average","Strike_Rate"
"Chennai Super Kings","Justin Kemp",2010,"Feroz Shah Kotla",4,1,8,"All",4,50
"Chennai Super Kings","Justin Kemp",2010,"MA Chidambaram Stadium",22,1,16,"All",22,137.5
"Chennai Super Kings","Kedar Jadhav",2018,"Wankhede Stadium",24,0,22,"All",Inf,109.090909090909
"Chennai Super Kings","Kedar Jadhav",2019,"Eden Gardens",20,1,12,"All",20,166.666666666667
"Chennai Super Kings","Kedar Jadhav",2019,"Feroz Shah Kotla",27,1,34,"All",27,79.4117647058823
"Chennai Super Kings","Kedar Jadhav",2019,"M Chinnaswamy Stadium",9,1,9,"All",9,100
"Chennai Super Kings","Kedar Jadhav",2019,"MA Chidambaram Stadium",46,2,51,"All",23,90.1960784313726
"Chennai Super Kings","Kedar Jadhav",2019,"Punjab Cricket Association IS Bindra Stadium",0,1,1,"All",0,0
"Chennai Super Kings","Kedar Jadhav",2019,"Rajiv Gandhi International Stadium",1,1,2,"All",1,50
"Chennai Super Kings","Kedar Jadhav",2019,"Sawai Mansingh Stadium",1,1,6,"All",1,16.6666666666667
"Chennai Super Kings","Kedar Jadhav",2019,"Wankhede Stadium",58,1,54,"All",58,107.407407407407
"Chennai Super Kings","Kedar Jadhav",2020,"Dubai International Cricket Stadium",29,2,31,"All",14.5,93.5483870967742
"Chennai Super Kings","Kedar Jadhav",2020,"Sharjah Cricket Stadium",22,1,16,"All",22,137.5
"Chennai Super Kings","Kedar Jadhav",2020,"Zayed Cricket Stadium",11,0,19,"All",Inf,57.8947368421053
"Chennai Super Kings","Lakshmipathy Balaji",2008,"MA Chidambaram Stadium",0,1,4,"All",0,0
"Chennai Super Kings","Lakshmipathy Balaji",2009,"Kingsmead",2,1,7,"All",2,28.5714285714286
"Chennai Super Kings","Lakshmipathy Balaji",2009,"New Wanderers Stadium",2,1,3,"All",2,66.6666666666667
"Chennai Super Kings","Lakshmipathy Balaji",2010,"M Chinnaswamy Stadium",0,0,2,"All",NA,0
"Chennai Super Kings","Lakshmipathy Balaji",2010,"MA Chidambaram Stadium",18,2,18,"All",9,100
"Chennai Super Kings","MS Dhoni",2008,"Dr DY Patil Sports Academy",29,0,17,"All",Inf,170.588235294118
"Chennai Super Kings","MS Dhoni",2008,"Feroz Shah Kotla",33,1,33,"All",33,100
"Chennai Super Kings","MS Dhoni",2008,"M Chinnaswamy Stadium",65,1,30,"All",65,216.666666666667
"Chennai Super Kings","MS Dhoni",2008,"MA Chidambaram Stadium",204,5,160,"All",40.8,127.5
"Chennai Super Kings","MS Dhoni",2008,"Punjab Cricket Association Stadium",2,1,3,"All",2,66.6666666666667
"Chennai Super Kings","MS Dhoni",2008,"Rajiv Gandhi International Stadium",37,1,25,"All",37,148
"Chennai Super Kings","MS Dhoni",2008,"Sawai Mansingh Stadium",1,1,7,"All",1,14.2857142857143
"Chennai Super Kings","MS Dhoni",2008,"Wankhede Stadium",43,0,35,"All",Inf,122.857142857143
"Chennai Super Kings","MS Dhoni",2009,"Buffalo Park",58,0,37,"All",Inf,156.756756756757
"Chennai Super Kings","MS Dhoni",2009,"Kingsmead",47,4,51,"All",11.75,92.156862745098
"Chennai Super Kings","MS Dhoni",2009,"New Wanderers Stadium",34,2,37,"All",17,91.8918918918919
"Chennai Super Kings","MS Dhoni",2009,"Newlands",36,1,26,"All",36,138.461538461538
"Chennai Super Kings","MS Dhoni",2009,"St George's Park",39,1,36,"All",39,108.333333333333
"Chennai Super Kings","MS Dhoni",2009,"SuperSport Park",118,0,74,"All",Inf,159.459459459459
"Chennai Super Kings","MS Dhoni",2010,"Dr DY Patil Sports Academy",52,2,47,"All",26,110.63829787234
"Chennai Super Kings","MS Dhoni",2010,"Eden Gardens",66,0,33,"All",Inf,200
"Chennai Super Kings","MS Dhoni",2010,"Himachal Pradesh Cricket Association Stadium",54,0,29,"All",Inf,186.206896551724
"Chennai Super Kings","MS Dhoni",2010,"MA Chidambaram Stadium",87,5,69,"All",17.4,126.086956521739
"Chennai Super Kings","MS Dhoni",2010,"Sardar Patel Stadium",21,1,19,"All",21,110.526315789474
"Chennai Super Kings","MS Dhoni",2010,"Vidarbha Cricket Association Stadium",7,1,13,"All",7,53.8461538461538
"Chennai Super Kings","MS Dhoni",2011,"M Chinnaswamy Stadium",70,0,40,"All",Inf,175
"Chennai Super Kings","MS Dhoni",2011,"MA Chidambaram Stadium",192,6,130,"All",32,147.692307692308
"Chennai Super Kings","MS Dhoni",2011,"Nehru Stadium",14,0,13,"All",Inf,107.692307692308
"Chennai Super Kings","MS Dhoni",2011,"Punjab Cricket Association Stadium",43,1,20,"All",43,215
"Chennai Super Kings","MS Dhoni",2011,"Sawai Mansingh Stadium",41,0,19,"All",Inf,215.789473684211
"Chennai Super Kings","MS Dhoni",2011,"Wankhede Stadium",32,2,25,"All",16,128
"Chennai Super Kings","MS Dhoni",2012,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",7,1,9,"All",7,77.7777777777778
"Chennai Super Kings","MS Dhoni",2012,"Eden Gardens",28,1,21,"All",28,133.333333333333
"Chennai Super Kings","MS Dhoni",2012,"Feroz Shah Kotla",11,1,18,"All",11,61.1111111111111
"Chennai Super Kings","MS Dhoni",2012,"Himachal Pradesh Cricket Association Stadium",6,1,16,"All",6,37.5
"Chennai Super Kings","MS Dhoni",2012,"M Chinnaswamy Stadium",51,0,20,"All",Inf,255
"Chennai Super Kings","MS Dhoni",2012,"MA Chidambaram Stadium",194,5,135,"All",38.8,143.703703703704
"Chennai Super Kings","MS Dhoni",2012,"Sawai Mansingh Stadium",10,1,16,"All",10,62.5
"Chennai Super Kings","MS Dhoni",2012,"Subrata Roy Sahara Stadium",26,1,28,"All",26,92.8571428571429
"Chennai Super Kings","MS Dhoni",2012,"Wankhede Stadium",25,1,15,"All",25,166.666666666667
"Chennai Super Kings","MS Dhoni",2013,"Eden Gardens",72,1,52,"All",72,138.461538461538
"Chennai Super Kings","MS Dhoni",2013,"Feroz Shah Kotla",44,1,23,"All",44,191.304347826087
"Chennai Super Kings","MS Dhoni",2013,"M Chinnaswamy Stadium",24,1,10,"All",24,240
"Chennai Super Kings","MS Dhoni",2013,"MA Chidambaram Stadium",260,5,164,"All",52,158.536585365854
"Chennai Super Kings","MS Dhoni",2013,"Rajiv Gandhi International Stadium",4,1,3,"All",4,133.333333333333
"Chennai Super Kings","MS Dhoni",2013,"Sawai Mansingh Stadium",2,1,3,"All",2,66.6666666666667
"Chennai Super Kings","MS Dhoni",2013,"Subrata Roy Sahara Stadium",45,0,16,"All",Inf,281.25
"Chennai Super Kings","MS Dhoni",2013,"Wankhede Stadium",10,1,12,"All",10,83.3333333333333
"Chennai Super Kings","MS Dhoni",2014,"Barabati Stadium",23,1,20,"All",23,115
"Chennai Super Kings","MS Dhoni",2014,"Dubai International Cricket Stadium",19,1,19,"All",19,100
"Chennai Super Kings","MS Dhoni",2014,"Eden Gardens",21,0,15,"All",Inf,140
"Chennai Super Kings","MS Dhoni",2014,"Feroz Shah Kotla",12,0,5,"All",Inf,240
"Chennai Super Kings","MS Dhoni",2014,"JSCA International Stadium Complex",112,1,80,"All",112,140
"Chennai Super Kings","MS Dhoni",2014,"M Chinnaswamy Stadium",49,0,28,"All",Inf,175
"Chennai Super Kings","MS Dhoni",2014,"Sharjah Cricket Stadium",13,0,14,"All",Inf,92.8571428571429
"Chennai Super Kings","MS Dhoni",2014,"Sheikh Zayed Stadium",58,2,26,"All",29,223.076923076923
"Chennai Super Kings","MS Dhoni",2014,"Wankhede Stadium",64,0,43,"All",Inf,148.837209302326
"Chennai Super Kings","MS Dhoni",2015,"Eden Gardens",19,2,17,"All",9.5,111.764705882353
"Chennai Super Kings","MS Dhoni",2015,"JSCA International Stadium Complex",26,1,29,"All",26,89.6551724137931
"Chennai Super Kings","MS Dhoni",2015,"M Chinnaswamy Stadium",13,1,13,"All",13,100
"Chennai Super Kings","MS Dhoni",2015,"MA Chidambaram Stadium",208,4,146,"All",52,142.465753424658
"Chennai Super Kings","MS Dhoni",2015,"Punjab Cricket Association Stadium",25,0,16,"All",Inf,156.25
"Chennai Super Kings","MS Dhoni",2015,"Rajiv Gandhi International Stadium",20,1,16,"All",20,125
"Chennai Super Kings","MS Dhoni",2015,"Sardar Patel Stadium",31,0,37,"All",Inf,83.7837837837838
"Chennai Super Kings","MS Dhoni",2015,"Shaheed Veer Narayan Singh International Stadium",27,1,24,"All",27,112.5
"Chennai Super Kings","MS Dhoni",2015,"Wankhede Stadium",3,2,7,"All",1.5,42.8571428571429
"Chennai Super Kings","MS Dhoni",2018,"Eden Gardens",43,0,25,"All",Inf,172
"Chennai Super Kings","MS Dhoni",2018,"Feroz Shah Kotla",17,1,23,"All",17,73.9130434782609
"Chennai Super Kings","MS Dhoni",2018,"M Chinnaswamy Stadium",70,0,34,"All",Inf,205.882352941176
"Chennai Super Kings","MS Dhoni",2018,"MA Chidambaram Stadium",25,1,28,"All",25,89.2857142857143
"Chennai Super Kings","MS Dhoni",2018,"Maharashtra Cricket Association Stadium",149,2,90,"All",74.5,165.555555555556
"Chennai Super Kings","MS Dhoni",2018,"Punjab Cricket Association IS Bindra Stadium",79,0,44,"All",Inf,179.545454545455
"Chennai Super Kings","MS Dhoni",2018,"Rajiv Gandhi International Stadium",25,0,12,"All",Inf,208.333333333333
"Chennai Super Kings","MS Dhoni",2018,"Sawai Mansingh Stadium",33,0,23,"All",Inf,143.478260869565
"Chennai Super Kings","MS Dhoni",2018,"Wankhede Stadium",14,2,23,"All",7,60.8695652173913
"Chennai Super Kings","MS Dhoni",2019,"Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",9,1,9,"All",9,100
"Chennai Super Kings","MS Dhoni",2019,"Eden Gardens",16,1,13,"All",16,123.076923076923
"Chennai Super Kings","MS Dhoni",2019,"Feroz Shah Kotla",32,0,35,"All",Inf,91.4285714285714
"Chennai Super Kings","MS Dhoni",2019,"M Chinnaswamy Stadium",84,0,48,"All",Inf,175
"Chennai Super Kings","MS Dhoni",2019,"MA Chidambaram Stadium",193,0,120,"All",Inf,160.833333333333
"Chennai Super Kings","MS Dhoni",2019,"Punjab Cricket Association IS Bindra Stadium",10,0,12,"All",Inf,83.3333333333333
"Chennai Super Kings","MS Dhoni",2019,"Rajiv Gandhi International Stadium",2,1,8,"All",2,25
"Chennai Super Kings","MS Dhoni",2019,"Sawai Mansingh Stadium",58,1,43,"All",58,134.883720930233
"Chennai Super Kings","MS Dhoni",2019,"Wankhede Stadium",12,1,21,"All",12,57.1428571428571
"Chennai Super Kings","MS Dhoni",2020,"Dubai International Cricket Stadium",113,4,92,"All",28.25,122.826086956522
"Chennai Super Kings","MS Dhoni",2020,"Sharjah Cricket Stadium",48,2,38,"All",24,126.315789473684
"Chennai Super Kings","MS Dhoni",2020,"Zayed Cricket Stadium",39,2,42,"All",19.5,92.8571428571429
"Chennai Super Kings","MS Dhoni",2021,"Dubai International Cricket Stadium",51,3,53,"All",17,96.2264150943396
"Chennai Super Kings","MS Dhoni",2021,"Sharjah Cricket Stadium",25,0,20,"All",Inf,125
"Chennai Super Kings","MS Dhoni",2021,"Wankhede Stadium",37,3,30,"All",12.3333333333333,123.333333333333
"Chennai Super Kings","MS Dhoni",2021,"Zayed Cricket Stadium",1,1,4,"All",1,25
"Chennai Super Kings","MS Dhoni",2022,"Brabourne Stadium",65,2,62,"All",32.5,104.838709677419
"Chennai Super Kings","MS Dhoni",2022,"Dr DY Patil Sports Academy",52,1,27,"All",52,192.592592592593
"Chennai Super Kings","MS Dhoni",2022,"Maharashtra Cricket Association Stadium",10,2,10,"All",5,100
"Chennai Super Kings","MS Dhoni",2022,"Wankhede Stadium",105,2,89,"All",52.5,117.977528089888
"Chennai Super Kings","Maheesh Theekshana",2022,"Maharashtra Cricket Association Stadium",7,0,4,"All",Inf,175
"Chennai Super Kings","Maheesh Theekshana",2022,"Wankhede Stadium",0,1,3,"All",0,0
"Chennai Super Kings","Makhaya Ntini",2008,"MA Chidambaram Stadium",0,0,6,"All",NA,0
"Chennai Super Kings","Makhaya Ntini",2008,"Sawai Mansingh Stadium",11,1,12,"All",11,91.6666666666667
"Chennai Super Kings","Manpreet Gony",2008,"Feroz Shah Kotla",13,0,5,"All",Inf,260
"Chennai Super Kings","Manpreet Gony",2008,"MA Chidambaram Stadium",21,1,14,"All",21,150
"Chennai Super Kings","Manpreet Gony",2008,"Sawai Mansingh Stadium",1,0,4,"All",Inf,25
"Chennai Super Kings","Manpreet Gony",2009,"Kingsmead",13,2,7,"All",6.5,185.714285714286
"Chennai Super Kings","Manpreet Gony",2010,"MA Chidambaram Stadium",2,1,6,"All",2,33.3333333333333
"Chennai Super Kings","Mark Wood",2018,"Wankhede Stadium",1,1,3,"All",1,33.3333333333333
"Chennai Super Kings","Matthew Hayden",2008,"M Chinnaswamy Stadium",13,1,19,"All",13,68.4210526315789
"Chennai Super Kings","Matthew Hayden",2008,"MA Chidambaram Stadium",151,1,95,"All",151,158.947368421053
"Chennai Super Kings","Matthew Hayden",2008,"Punjab Cricket Association Stadium",25,1,17,"All",25,147.058823529412
"Chennai Super Kings","Matthew Hayden",2009,"Buffalo Park",43,1,26,"All",43,165.384615384615
"Chennai Super Kings","Matthew Hayden",2009,"De Beers Diamond Oval",48,1,44,"All",48,109.090909090909
"Chennai Super Kings","Matthew Hayden",2009,"Kingsmead",166,3,100,"All",55.3333333333333,166
"Chennai Super Kings","Matthew Hayden",2009,"New Wanderers Stadium",56,2,38,"All",28,147.368421052632
"Chennai Super Kings","Matthew Hayden",2009,"Newlands",44,1,35,"All",44,125.714285714286
"Chennai Super Kings","Matthew Hayden",2009,"St George's Park",125,1,92,"All",125,135.869565217391
"Chennai Super Kings","Matthew Hayden",2009,"SuperSport Park",90,2,60,"All",45,150
"Chennai Super Kings","Matthew Hayden",2010,"Brabourne Stadium",20,1,12,"All",20,166.666666666667
"Chennai Super Kings","Matthew Hayden",2010,"Dr DY Patil Sports Academy",25,2,40,"All",12.5,62.5
"Chennai Super Kings","Matthew Hayden",2010,"Eden Gardens",1,1,8,"All",1,12.5
"Chennai Super Kings","Matthew Hayden",2010,"Feroz Shah Kotla",93,1,43,"All",93,216.279069767442
"Chennai Super Kings","Matthew Hayden",2010,"Himachal Pradesh Cricket Association Stadium",5,1,8,"All",5,62.5
"Chennai Super Kings","Matthew Hayden",2010,"M Chinnaswamy Stadium",32,1,28,"All",32,114.285714285714
"Chennai Super Kings","Matthew Hayden",2010,"MA Chidambaram Stadium",132,7,108,"All",18.8571428571429,122.222222222222
"Chennai Super Kings","Matthew Hayden",2010,"Sardar Patel Stadium",19,1,14,"All",19,135.714285714286
"Chennai Super Kings","Matthew Hayden",2010,"Vidarbha Cricket Association Stadium",19,1,18,"All",19,105.555555555556
"Chennai Super Kings","Michael Hussey",2008,"M Chinnaswamy Stadium",47,1,37,"All",47,127.027027027027
"Chennai Super Kings","Michael Hussey",2008,"MA Chidambaram Stadium",5,1,9,"All",5,55.5555555555556
"Chennai Super Kings","Michael Hussey",2008,"Punjab Cricket Association Stadium",116,0,54,"All",Inf,214.814814814815
"Chennai Super Kings","Michael Hussey",2010,"MA Chidambaram Stadium",29,1,33,"All",29,87.8787878787879
"Chennai Super Kings","Michael Hussey",2010,"Vidarbha Cricket Association Stadium",8,1,11,"All",8,72.7272727272727
"Chennai Super Kings","Michael Hussey",2011,"Dr DY Patil Sports Academy",9,1,18,"All",9,50
"Chennai Super Kings","Michael Hussey",2011,"Eden Gardens",15,1,26,"All",15,57.6923076923077
"Chennai Super Kings","Michael Hussey",2011,"M Chinnaswamy Stadium",4,1,7,"All",4,57.1428571428571
"Chennai Super Kings","Michael Hussey",2011,"MA Chidambaram Stadium",369,5,286,"All",73.8,129.020979020979
"Chennai Super Kings","Michael Hussey",2011,"Nehru Stadium",8,1,10,"All",8,80
"Chennai Super Kings","Michael Hussey",2011,"Sawai Mansingh Stadium",46,1,30,"All",46,153.333333333333
"Chennai Super Kings","Michael Hussey",2011,"Wankhede Stadium",41,2,37,"All",20.5,110.810810810811
"Chennai Super Kings","Michael Hussey",2012,"Eden Gardens",56,1,39,"All",56,143.589743589744
"Chennai Super Kings","Michael Hussey",2012,"Himachal Pradesh Cricket Association Stadium",7,1,10,"All",7,70
"Chennai Super Kings","Michael Hussey",2012,"M Chinnaswamy Stadium",49,1,39,"All",49,125.641025641026
"Chennai Super Kings","Michael Hussey",2012,"MA Chidambaram Stadium",130,4,116,"All",32.5,112.068965517241
"Chennai Super Kings","Michael Hussey",2012,"Sawai Mansingh Stadium",19,1,32,"All",19,59.375
"Chennai Super Kings","Michael Hussey",2013,"Eden Gardens",41,2,53,"All",20.5,77.3584905660377
"Chennai Super Kings","Michael Hussey",2013,"Feroz Shah Kotla",151,0,108,"All",Inf,139.814814814815
"Chennai Super Kings","Michael Hussey",2013,"M Chinnaswamy Stadium",6,1,5,"All",6,120
"Chennai Super Kings","Michael Hussey",2013,"MA Chidambaram Stadium",315,7,230,"All",45,136.95652173913
"Chennai Super Kings","Michael Hussey",2013,"Punjab Cricket Association Stadium",86,0,54,"All",Inf,159.259259259259
"Chennai Super Kings","Michael Hussey",2013,"Rajiv Gandhi International Stadium",67,1,42,"All",67,159.52380952381
"Chennai Super Kings","Michael Hussey",2013,"Sawai Mansingh Stadium",40,1,40,"All",40,100
"Chennai Super Kings","Michael Hussey",2013,"Subrata Roy Sahara Stadium",5,1,8,"All",5,62.5
"Chennai Super Kings","Michael Hussey",2013,"Wankhede Stadium",22,1,26,"All",22,84.6153846153846
"Chennai Super Kings","Michael Hussey",2015,"Eden Gardens",4,1,9,"All",4,44.4444444444444
"Chennai Super Kings","Michael Hussey",2015,"JSCA International Stadium Complex",56,1,46,"All",56,121.739130434783
"Chennai Super Kings","Michael Hussey",2015,"Punjab Cricket Association Stadium",1,1,4,"All",1,25
"Chennai Super Kings","Michael Hussey",2015,"Wankhede Stadium",16,1,11,"All",16,145.454545454545
"Chennai Super Kings","Mitchell Santner",2019,"MA Chidambaram Stadium",22,1,20,"All",22,110
"Chennai Super Kings","Mitchell Santner",2019,"Sawai Mansingh Stadium",10,0,3,"All",Inf,333.333333333333
"Chennai Super Kings","Mitchell Santner",2022,"Brabourne Stadium",1,0,2,"All",Inf,50
"Chennai Super Kings","Mitchell Santner",2022,"Dr DY Patil Sports Academy",11,1,9,"All",11,122.222222222222
"Chennai Super Kings","Mitchell Santner",2022,"Wankhede Stadium",10,1,16,"All",10,62.5
"Chennai Super Kings","Mithun Manhas",2014,"Barabati Stadium",8,0,3,"All",Inf,266.666666666667
"Chennai Super Kings","Mithun Manhas",2014,"Dubai International Cricket Stadium",10,1,10,"All",10,100
"Chennai Super Kings","Mithun Manhas",2014,"Sharjah Cricket Stadium",3,0,4,"All",Inf,75
"Chennai Super Kings","Mithun Manhas",2014,"Sheikh Zayed Stadium",13,0,5,"All",Inf,260
"Chennai Super Kings","Mithun Manhas",2014,"Wankhede Stadium",1,1,1,"All",1,100
"Chennai Super Kings","Moeen Ali",2021,"Arun Jaitley Stadium",73,2,44,"All",36.5,165.909090909091
"Chennai Super Kings","Moeen Ali",2021,"Dubai International Cricket Stadium",58,4,49,"All",14.5,118.367346938776
"Chennai Super Kings","Moeen Ali",2021,"Sharjah Cricket Stadium",40,2,35,"All",20,114.285714285714
"Chennai Super Kings","Moeen Ali",2021,"Wankhede Stadium",133,4,87,"All",33.25,152.873563218391
"Chennai Super Kings","Moeen Ali",2021,"Zayed Cricket Stadium",53,2,45,"All",26.5,117.777777777778
"Chennai Super Kings","Moeen Ali",2022,"Brabourne Stadium",128,3,81,"All",42.6666666666667,158.024691358025
"Chennai Super Kings","Moeen Ali",2022,"Dr DY Patil Sports Academy",60,3,47,"All",20,127.659574468085
"Chennai Super Kings","Moeen Ali",2022,"Maharashtra Cricket Association Stadium",35,2,30,"All",17.5,116.666666666667
"Chennai Super Kings","Moeen Ali",2022,"Wankhede Stadium",21,2,19,"All",10.5,110.526315789474
"Chennai Super Kings","Mohit Sharma",2013,"Eden Gardens",0,0,2,"All",NA,0
"Chennai Super Kings","Mohit Sharma",2013,"Wankhede Stadium",0,1,3,"All",0,0
"Chennai Super Kings","Mohit Sharma",2014,"Wankhede Stadium",1,0,3,"All",Inf,33.3333333333333
"Chennai Super Kings","Mohit Sharma",2015,"Eden Gardens",21,1,8,"All",21,262.5
"Chennai Super Kings","Mohit Sharma",2015,"M Chinnaswamy Stadium",2,1,6,"All",2,33.3333333333333
"Chennai Super Kings","Mohit Sharma",2015,"MA Chidambaram Stadium",2,0,1,"All",Inf,200
"Chennai Super Kings","Mohit Sharma",2015,"Wankhede Stadium",3,0,3,"All",Inf,100
"Chennai Super Kings","Mohit Sharma",2019,"Wankhede Stadium",0,0,2,"All",NA,0
"Chennai Super Kings","Mukesh Choudhary",2022,"Brabourne Stadium",2,0,2,"All",Inf,100
"Chennai Super Kings","Mukesh Choudhary",2022,"Wankhede Stadium",4,1,4,"All",4,100
"Chennai Super Kings","Murali Vijay",2009,"Buffalo Park",31,1,33,"All",31,93.9393939393939
"Chennai Super Kings","Murali Vijay",2009,"De Beers Diamond Oval",10,1,12,"All",10,83.3333333333333
"Chennai Super Kings","Murali Vijay",2009,"Kingsmead",5,1,9,"All",5,55.5555555555556
"Chennai Super Kings","Murali Vijay",2009,"New Wanderers Stadium",14,1,13,"All",14,107.692307692308
"Chennai Super Kings","Murali Vijay",2010,"Dr DY Patil Sports Academy",41,2,29,"All",20.5,141.379310344828
"Chennai Super Kings","Murali Vijay",2010,"Eden Gardens",33,1,26,"All",33,126.923076923077
"Chennai Super Kings","Murali Vijay",2010,"Feroz Shah Kotla",14,0,6,"All",Inf,233.333333333333
"Chennai Super Kings","Murali Vijay",2010,"Himachal Pradesh Cricket Association Stadium",13,1,11,"All",13,118.181818181818
"Chennai Super Kings","Murali Vijay",2010,"M Chinnaswamy Stadium",3,1,7,"All",3,42.8571428571429
"Chennai Super Kings","Murali Vijay",2010,"MA Chidambaram Stadium",289,6,172,"All",48.1666666666667,168.023255813954
"Chennai Super Kings","Murali Vijay",2010,"Sardar Patel Stadium",42,1,28,"All",42,150
"Chennai Super Kings","Murali Vijay",2010,"Vidarbha Cricket Association Stadium",23,1,13,"All",23,176.923076923077
"Chennai Super Kings","Murali Vijay",2011,"Dr DY Patil Sports Academy",31,1,31,"All",31,100
"Chennai Super Kings","Murali Vijay",2011,"Eden Gardens",5,1,14,"All",5,35.7142857142857
