"Batting_Team","Striker","Bowling_Team","Stadium","Season","Runs","Wickets","Balls","Average","Strike_Rate"
"Deccan Chargers","Parthiv Patel","Pune Warriors","Subrata Roy Sahara Stadium",2012,24,1,18,24,133.333333333333
"Deccan Chargers","Parthiv Patel","Punjab Kings","Punjab Cricket Association Stadium",2012,18,1,16,18,112.5
"Deccan Chargers","Parthiv Patel","Punjab Kings","Rajiv Gandhi International Stadium",2012,17,1,13,17,130.769230769231
"Deccan Chargers","Parthiv Patel","Rajasthan Royals","Rajiv Gandhi International Stadium",2012,10,0,5,Inf,200
"Deccan Chargers","Parthiv Patel","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2012,16,1,21,16,76.1904761904762
"Deccan Chargers","Pragyan Ojha","Chennai Super Kings","Buffalo Park",2009,0,1,2,0,0
"Deccan Chargers","Pragyan Ojha","Chennai Super Kings","Dr DY Patil Sports Academy",2010,1,1,4,1,25
"Deccan Chargers","Pragyan Ojha","Chennai Super Kings","Rajiv Gandhi International Stadium",2008,1,0,1,Inf,100
"Deccan Chargers","Pragyan Ojha","Delhi Capitals","Feroz Shah Kotla",2008,0,1,1,0,0
"Deccan Chargers","Pragyan Ojha","Delhi Capitals","Kingsmead",2009,0,1,2,0,0
"Deccan Chargers","Pragyan Ojha","Delhi Capitals","SuperSport Park",2009,1,1,1,1,100
"Deccan Chargers","Pragyan Ojha","Mumbai Indians","Brabourne Stadium",2010,2,1,2,2,100
"Deccan Chargers","Pragyan Ojha","Mumbai Indians","Kingsmead",2009,0,0,2,NA,0
"Deccan Chargers","Pragyan Ojha","Rajasthan Royals","Sawai Mansingh Stadium",2008,1,0,2,Inf,50
"Deccan Chargers","Pragyan Ojha","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2010,0,1,2,0,0
"Deccan Chargers","RP Singh","Chennai Super Kings","Buffalo Park",2009,2,1,6,2,33.3333333333333
"Deccan Chargers","RP Singh","Chennai Super Kings","Dr DY Patil Sports Academy",2010,0,0,3,NA,0
"Deccan Chargers","RP Singh","Chennai Super Kings","Rajiv Gandhi International Stadium",2008,10,1,4,10,250
"Deccan Chargers","RP Singh","Delhi Capitals","Feroz Shah Kotla",2008,1,1,2,1,50
"Deccan Chargers","RP Singh","Delhi Capitals","Kingsmead",2009,0,1,1,0,0
"Deccan Chargers","RP Singh","Delhi Capitals","Rajiv Gandhi International Stadium",2008,1,0,1,Inf,100
"Deccan Chargers","RP Singh","Delhi Capitals","SuperSport Park",2009,2,0,4,Inf,50
"Deccan Chargers","RP Singh","Kolkata Knight Riders","Eden Gardens",2008,1,0,2,Inf,50
"Deccan Chargers","RP Singh","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2008,6,0,4,Inf,150
"Deccan Chargers","RP Singh","Mumbai Indians","Dr DY Patil Sports Academy",2010,1,1,5,1,20
"Deccan Chargers","RP Singh","Mumbai Indians","Kingsmead",2009,4,1,4,4,100
"Deccan Chargers","RP Singh","Mumbai Indians","Rajiv Gandhi International Stadium",2008,3,0,3,Inf,100
"Deccan Chargers","RP Singh","Punjab Kings","Barabati Stadium",2010,4,0,2,Inf,200
"Deccan Chargers","RP Singh","Punjab Kings","New Wanderers Stadium",2009,0,1,2,0,0
"Deccan Chargers","RP Singh","Punjab Kings","Rajiv Gandhi International Stadium",2008,2,0,2,Inf,100
"Deccan Chargers","RP Singh","Rajasthan Royals","Sardar Patel Stadium",2010,1,0,4,Inf,25
"Deccan Chargers","RP Singh","Rajasthan Royals","Sawai Mansingh Stadium",2008,2,1,3,2,66.6666666666667
"Deccan Chargers","RP Singh","Rajasthan Royals","Vidarbha Cricket Association Stadium",2010,3,1,5,3,60
"Deccan Chargers","RP Singh","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2008,1,1,3,1,33.3333333333333
"Deccan Chargers","Rahul Sharma","Delhi Capitals","Feroz Shah Kotla",2010,14,0,8,Inf,175
"Deccan Chargers","Rahul Sharma","Mumbai Indians","Brabourne Stadium",2010,5,1,7,5,71.4285714285714
"Deccan Chargers","Rahul Sharma","Rajasthan Royals","Sardar Patel Stadium",2010,10,1,5,10,200
"Deccan Chargers","Rahul Sharma","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2010,0,1,6,0,0
"Deccan Chargers","Rohit Sharma","Chennai Super Kings","Buffalo Park",2009,21,1,20,21,105
"Deccan Chargers","Rohit Sharma","Chennai Super Kings","Dr DY Patil Sports Academy",2010,2,1,5,2,40
"Deccan Chargers","Rohit Sharma","Chennai Super Kings","Kingsmead",2009,18,1,19,18,94.7368421052632
"Deccan Chargers","Rohit Sharma","Chennai Super Kings","MA Chidambaram Stadium",2008,23,1,17,23,135.294117647059
"Deccan Chargers","Rohit Sharma","Chennai Super Kings","MA Chidambaram Stadium",2010,19,0,10,Inf,190
"Deccan Chargers","Rohit Sharma","Chennai Super Kings","Vidarbha Cricket Association Stadium",2010,8,1,15,8,53.3333333333333
"Deccan Chargers","Rohit Sharma","Delhi Capitals","Barabati Stadium",2010,45,1,30,45,150
"Deccan Chargers","Rohit Sharma","Delhi Capitals","Feroz Shah Kotla",2008,35,1,18,35,194.444444444444
"Deccan Chargers","Rohit Sharma","Delhi Capitals","Feroz Shah Kotla",2010,11,1,9,11,122.222222222222
"Deccan Chargers","Rohit Sharma","Delhi Capitals","Kingsmead",2009,6,1,7,6,85.7142857142857
"Deccan Chargers","Rohit Sharma","Delhi Capitals","Rajiv Gandhi International Stadium",2008,66,1,36,66,183.333333333333
"Deccan Chargers","Rohit Sharma","Delhi Capitals","SuperSport Park",2009,22,1,31,22,70.9677419354839
"Deccan Chargers","Rohit Sharma","Kolkata Knight Riders","Dr DY Patil Sports Academy",2010,13,1,12,13,108.333333333333
"Deccan Chargers","Rohit Sharma","Kolkata Knight Riders","Eden Gardens",2008,0,1,3,0,0
"Deccan Chargers","Rohit Sharma","Kolkata Knight Riders","Eden Gardens",2010,2,1,6,2,33.3333333333333
"Deccan Chargers","Rohit Sharma","Kolkata Knight Riders","New Wanderers Stadium",2009,32,0,13,Inf,246.153846153846
"Deccan Chargers","Rohit Sharma","Kolkata Knight Riders","Newlands",2009,36,0,32,Inf,112.5
"Deccan Chargers","Rohit Sharma","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2008,33,1,24,33,137.5
"Deccan Chargers","Rohit Sharma","Mumbai Indians","Brabourne Stadium",2010,11,1,13,11,84.6153846153846
"Deccan Chargers","Rohit Sharma","Mumbai Indians","Dr DY Patil Sports Academy",2010,45,1,28,45,160.714285714286
"Deccan Chargers","Rohit Sharma","Mumbai Indians","Kingsmead",2009,3,1,5,3,60
"Deccan Chargers","Rohit Sharma","Mumbai Indians","Rajiv Gandhi International Stadium",2008,6,1,10,6,60
"Deccan Chargers","Rohit Sharma","Mumbai Indians","SuperSport Park",2009,38,1,36,38,105.555555555556
"Deccan Chargers","Rohit Sharma","Punjab Kings","Barabati Stadium",2010,1,1,2,1,50
"Deccan Chargers","Rohit Sharma","Punjab Kings","De Beers Diamond Oval",2009,9,1,15,9,60
"Deccan Chargers","Rohit Sharma","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2010,68,0,38,Inf,178.947368421053
"Deccan Chargers","Rohit Sharma","Punjab Kings","New Wanderers Stadium",2009,42,1,26,42,161.538461538462
"Deccan Chargers","Rohit Sharma","Punjab Kings","Punjab Cricket Association Stadium",2008,50,1,27,50,185.185185185185
"Deccan Chargers","Rohit Sharma","Punjab Kings","Rajiv Gandhi International Stadium",2008,76,0,42,Inf,180.952380952381
"Deccan Chargers","Rohit Sharma","Rajasthan Royals","De Beers Diamond Oval",2009,9,1,14,9,64.2857142857143
"Deccan Chargers","Rohit Sharma","Rajasthan Royals","Rajiv Gandhi International Stadium",2008,36,1,30,36,120
"Deccan Chargers","Rohit Sharma","Rajasthan Royals","Sardar Patel Stadium",2010,49,1,35,49,140
"Deccan Chargers","Rohit Sharma","Rajasthan Royals","Sawai Mansingh Stadium",2008,5,1,8,5,62.5
"Deccan Chargers","Rohit Sharma","Rajasthan Royals","St George's Park",2009,38,1,32,38,118.75
"Deccan Chargers","Rohit Sharma","Rajasthan Royals","Vidarbha Cricket Association Stadium",2010,73,1,44,73,165.909090909091
"Deccan Chargers","Rohit Sharma","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2010,0,1,4,0,0
"Deccan Chargers","Rohit Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",2008,57,1,42,57,135.714285714286
"Deccan Chargers","Rohit Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",2010,6,1,5,6,120
"Deccan Chargers","Rohit Sharma","Royal Challengers Bangalore","New Wanderers Stadium",2009,24,1,23,24,104.347826086957
"Deccan Chargers","Rohit Sharma","Royal Challengers Bangalore","Newlands",2009,52,1,30,52,173.333333333333
"Deccan Chargers","Rohit Sharma","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2008,17,1,16,17,106.25
"Deccan Chargers","Rohit Sharma","Royal Challengers Bangalore","SuperSport Park",2009,12,1,12,12,100
"Deccan Chargers","Rohit Sharma","Royal Challengers Bangalore","Vidarbha Cricket Association Stadium",2010,51,1,46,51,110.869565217391
"Deccan Chargers","Rusty Theron","Punjab Kings","Rajiv Gandhi International Stadium",2012,7,0,6,Inf,116.666666666667
"Deccan Chargers","Ryan Harris","Chennai Super Kings","Buffalo Park",2009,1,1,4,1,25
"Deccan Chargers","Ryan Harris","Chennai Super Kings","Dr DY Patil Sports Academy",2010,15,1,8,15,187.5
"Deccan Chargers","Ryan Harris","Mumbai Indians","Brabourne Stadium",2010,13,1,10,13,130
"Deccan Chargers","Ryan Harris","Mumbai Indians","SuperSport Park",2009,5,0,4,Inf,125
"Deccan Chargers","Ryan Harris","Punjab Kings","New Wanderers Stadium",2009,2,0,2,Inf,100
"Deccan Chargers","Ryan Harris","Rajasthan Royals","Vidarbha Cricket Association Stadium",2010,1,1,2,1,50
"Deccan Chargers","Ryan Harris","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2010,3,1,10,3,30
"Deccan Chargers","Ryan Harris","Royal Challengers Bangalore","New Wanderers Stadium",2009,9,0,5,Inf,180
"Deccan Chargers","Ryan Harris","Royal Challengers Bangalore","SuperSport Park",2009,4,0,3,Inf,133.333333333333
"Deccan Chargers","Ryan Harris","Royal Challengers Bangalore","Vidarbha Cricket Association Stadium",2010,13,0,9,Inf,144.444444444444
"Deccan Chargers","Sanjay Bangar","Delhi Capitals","Rajiv Gandhi International Stadium",2008,8,1,14,8,57.1428571428571
"Deccan Chargers","Sanjay Bangar","Kolkata Knight Riders","Eden Gardens",2008,14,1,10,14,140
"Deccan Chargers","Sanjay Bangar","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2008,2,1,4,2,50
"Deccan Chargers","Sanjay Bangar","Punjab Kings","Rajiv Gandhi International Stadium",2008,3,1,8,3,37.5
"Deccan Chargers","Sanjay Bangar","Rajasthan Royals","Sawai Mansingh Stadium",2008,3,1,6,3,50
"Deccan Chargers","Sanjay Bangar","Royal Challengers Bangalore","M Chinnaswamy Stadium",2008,17,0,7,Inf,242.857142857143
"Deccan Chargers","Scott Styris","Chennai Super Kings","MA Chidambaram Stadium",2008,36,0,41,Inf,87.8048780487805
"Deccan Chargers","Scott Styris","Chennai Super Kings","Rajiv Gandhi International Stadium",2008,20,1,20,20,100
"Deccan Chargers","Scott Styris","Delhi Capitals","Feroz Shah Kotla",2008,29,1,28,29,103.571428571429
"Deccan Chargers","Scott Styris","Kolkata Knight Riders","Eden Gardens",2008,6,1,7,6,85.7142857142857
"Deccan Chargers","Scott Styris","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2008,5,1,11,5,45.4545454545455
"Deccan Chargers","Scott Styris","Punjab Kings","Punjab Cricket Association Stadium",2008,1,0,2,Inf,50
"Deccan Chargers","Scott Styris","Rajasthan Royals","Sawai Mansingh Stadium",2008,13,1,11,13,118.181818181818
"Deccan Chargers","Scott Styris","Royal Challengers Bangalore","M Chinnaswamy Stadium",2008,2,1,3,2,66.6666666666667
"Deccan Chargers","Scott Styris","Royal Challengers Bangalore","Newlands",2009,14,1,8,14,175
"Deccan Chargers","Shahid Afridi","Chennai Super Kings","MA Chidambaram Stadium",2008,20,0,6,Inf,333.333333333333
"Deccan Chargers","Shahid Afridi","Chennai Super Kings","Rajiv Gandhi International Stadium",2008,1,1,2,1,50
"Deccan Chargers","Shahid Afridi","Delhi Capitals","Feroz Shah Kotla",2008,33,1,14,33,235.714285714286
"Deccan Chargers","Shahid Afridi","Delhi Capitals","Rajiv Gandhi International Stadium",2008,2,1,7,2,28.5714285714286
"Deccan Chargers","Shahid Afridi","Mumbai Indians","Rajiv Gandhi International Stadium",2008,0,1,1,0,0
"Deccan Chargers","Shahid Afridi","Punjab Kings","Rajiv Gandhi International Stadium",2008,13,1,7,13,185.714285714286
"Deccan Chargers","Shahid Afridi","Rajasthan Royals","Rajiv Gandhi International Stadium",2008,10,1,4,10,250
"Deccan Chargers","Shahid Afridi","Rajasthan Royals","Sawai Mansingh Stadium",2008,1,1,3,1,33.3333333333333
"Deccan Chargers","Shahid Afridi","Royal Challengers Bangalore","M Chinnaswamy Stadium",2008,1,1,2,1,50
"Deccan Chargers","Shikhar Dhawan","Chennai Super Kings","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,21,1,18,21,116.666666666667
"Deccan Chargers","Shikhar Dhawan","Chennai Super Kings","MA Chidambaram Stadium",2011,19,1,27,19,70.3703703703704
"Deccan Chargers","Shikhar Dhawan","Chennai Super Kings","MA Chidambaram Stadium",2012,36,1,29,36,124.137931034483
"Deccan Chargers","Shikhar Dhawan","Delhi Capitals","Feroz Shah Kotla",2011,8,1,5,8,160
"Deccan Chargers","Shikhar Dhawan","Delhi Capitals","Feroz Shah Kotla",2012,44,1,29,44,151.724137931034
"Deccan Chargers","Shikhar Dhawan","Delhi Capitals","Rajiv Gandhi International Stadium",2011,29,1,18,29,161.111111111111
"Deccan Chargers","Shikhar Dhawan","Delhi Capitals","Rajiv Gandhi International Stadium",2012,84,1,49,84,171.428571428571
"Deccan Chargers","Shikhar Dhawan","Kochi Tuskers Kerala","Nehru Stadium",2011,4,1,9,4,44.4444444444444
"Deccan Chargers","Shikhar Dhawan","Kolkata Knight Riders","Barabati Stadium",2012,50,1,50,50,100
"Deccan Chargers","Shikhar Dhawan","Kolkata Knight Riders","Eden Gardens",2011,7,1,7,7,100
"Deccan Chargers","Shikhar Dhawan","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2011,54,1,45,54,120
"Deccan Chargers","Shikhar Dhawan","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,41,1,24,41,170.833333333333
"Deccan Chargers","Shikhar Dhawan","Mumbai Indians","Rajiv Gandhi International Stadium",2011,25,1,22,25,113.636363636364
"Deccan Chargers","Shikhar Dhawan","Mumbai Indians","Wankhede Stadium",2011,27,0,18,Inf,150
"Deccan Chargers","Shikhar Dhawan","Mumbai Indians","Wankhede Stadium",2012,29,1,32,29,90.625
"Deccan Chargers","Shikhar Dhawan","Pune Warriors","Barabati Stadium",2012,13,1,18,13,72.2222222222222
"Deccan Chargers","Shikhar Dhawan","Pune Warriors","Dr DY Patil Sports Academy",2011,28,1,25,28,112
"Deccan Chargers","Shikhar Dhawan","Pune Warriors","Rajiv Gandhi International Stadium",2011,24,1,17,24,141.176470588235
"Deccan Chargers","Shikhar Dhawan","Pune Warriors","Subrata Roy Sahara Stadium",2012,16,1,11,16,145.454545454545
"Deccan Chargers","Shikhar Dhawan","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2011,95,0,57,Inf,166.666666666667
"Deccan Chargers","Shikhar Dhawan","Punjab Kings","Punjab Cricket Association Stadium",2012,71,1,50,71,142
"Deccan Chargers","Shikhar Dhawan","Punjab Kings","Rajiv Gandhi International Stadium",2011,45,1,36,45,125
"Deccan Chargers","Shikhar Dhawan","Punjab Kings","Rajiv Gandhi International Stadium",2012,8,1,6,8,133.333333333333
"Deccan Chargers","Shikhar Dhawan","Rajasthan Royals","Rajiv Gandhi International Stadium",2011,24,1,15,24,160
"Deccan Chargers","Shikhar Dhawan","Rajasthan Royals","Rajiv Gandhi International Stadium",2012,26,1,24,26,108.333333333333
"Deccan Chargers","Shikhar Dhawan","Rajasthan Royals","Sawai Mansingh Stadium",2012,52,1,43,52,120.93023255814
"Deccan Chargers","Shikhar Dhawan","Royal Challengers Bangalore","M Chinnaswamy Stadium",2012,73,0,52,Inf,140.384615384615
"Deccan Chargers","Shikhar Dhawan","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2011,11,1,9,11,122.222222222222
"Deccan Chargers","Shikhar Dhawan","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2012,5,1,4,5,125
"Deccan Chargers","Shoaib Ahmed","Chennai Super Kings","Buffalo Park",2009,1,0,2,Inf,50
"Deccan Chargers","Shoaib Ahmed","Delhi Capitals","Kingsmead",2009,0,1,1,0,0
"Deccan Chargers","Shoaib Ahmed","Delhi Capitals","SuperSport Park",2009,0,1,3,0,0
"Deccan Chargers","Sunny Sohal","Chennai Super Kings","MA Chidambaram Stadium",2011,56,1,30,56,186.666666666667
"Deccan Chargers","Sunny Sohal","Delhi Capitals","Feroz Shah Kotla",2011,62,1,41,62,151.219512195122
"Deccan Chargers","Sunny Sohal","Kochi Tuskers Kerala","Nehru Stadium",2011,1,1,4,1,25
"Deccan Chargers","Sunny Sohal","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2011,26,1,20,26,130
"Deccan Chargers","Sunny Sohal","Mumbai Indians","Rajiv Gandhi International Stadium",2011,5,1,3,5,166.666666666667
"Deccan Chargers","Sunny Sohal","Mumbai Indians","Wankhede Stadium",2011,20,1,22,20,90.9090909090909
"Deccan Chargers","Sunny Sohal","Pune Warriors","Dr DY Patil Sports Academy",2011,34,1,28,34,121.428571428571
"Deccan Chargers","Sunny Sohal","Pune Warriors","Rajiv Gandhi International Stadium",2011,0,1,1,0,0
"Deccan Chargers","Sunny Sohal","Punjab Kings","Rajiv Gandhi International Stadium",2011,7,1,5,7,140
"Deccan Chargers","Sunny Sohal","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2011,38,1,37,38,102.702702702703
"Deccan Chargers","Tirumalasetti Suman","Chennai Super Kings","Buffalo Park",2009,17,1,17,17,100
"Deccan Chargers","Tirumalasetti Suman","Chennai Super Kings","Dr DY Patil Sports Academy",2010,4,1,4,4,100
"Deccan Chargers","Tirumalasetti Suman","Chennai Super Kings","MA Chidambaram Stadium",2010,10,0,5,Inf,200
"Deccan Chargers","Tirumalasetti Suman","Chennai Super Kings","Vidarbha Cricket Association Stadium",2010,55,1,44,55,125
"Deccan Chargers","Tirumalasetti Suman","Delhi Capitals","Barabati Stadium",2010,29,0,19,Inf,152.631578947368
"Deccan Chargers","Tirumalasetti Suman","Delhi Capitals","Feroz Shah Kotla",2010,5,1,6,5,83.3333333333333
"Deccan Chargers","Tirumalasetti Suman","Delhi Capitals","Kingsmead",2009,3,1,7,3,42.8571428571429
"Deccan Chargers","Tirumalasetti Suman","Delhi Capitals","SuperSport Park",2009,47,1,39,47,120.512820512821
"Deccan Chargers","Tirumalasetti Suman","Kolkata Knight Riders","Dr DY Patil Sports Academy",2010,7,0,9,Inf,77.7777777777778
"Deccan Chargers","Tirumalasetti Suman","Kolkata Knight Riders","Eden Gardens",2010,15,0,11,Inf,136.363636363636
"Deccan Chargers","Tirumalasetti Suman","Kolkata Knight Riders","New Wanderers Stadium",2009,31,1,24,31,129.166666666667
"Deccan Chargers","Tirumalasetti Suman","Mumbai Indians","Brabourne Stadium",2010,11,1,16,11,68.75
"Deccan Chargers","Tirumalasetti Suman","Mumbai Indians","Dr DY Patil Sports Academy",2010,15,1,17,15,88.2352941176471
"Deccan Chargers","Tirumalasetti Suman","Mumbai Indians","SuperSport Park",2009,20,1,13,20,153.846153846154
"Deccan Chargers","Tirumalasetti Suman","Punjab Kings","Barabati Stadium",2010,26,1,22,26,118.181818181818
"Deccan Chargers","Tirumalasetti Suman","Punjab Kings","De Beers Diamond Oval",2009,27,1,17,27,158.823529411765
"Deccan Chargers","Tirumalasetti Suman","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2010,43,1,31,43,138.709677419355
"Deccan Chargers","Tirumalasetti Suman","Punjab Kings","New Wanderers Stadium",2009,0,1,1,0,0
"Deccan Chargers","Tirumalasetti Suman","Rajasthan Royals","De Beers Diamond Oval",2009,29,1,19,29,152.631578947368
"Deccan Chargers","Tirumalasetti Suman","Rajasthan Royals","Sardar Patel Stadium",2010,9,1,15,9,60
"Deccan Chargers","Tirumalasetti Suman","Rajasthan Royals","St George's Park",2009,41,0,30,Inf,136.666666666667
"Deccan Chargers","Tirumalasetti Suman","Royal Challengers Bangalore","M Chinnaswamy Stadium",2010,78,0,57,Inf,136.842105263158
"Deccan Chargers","Tirumalasetti Suman","Royal Challengers Bangalore","New Wanderers Stadium",2009,10,1,11,10,90.9090909090909
"Deccan Chargers","Tirumalasetti Suman","Royal Challengers Bangalore","SuperSport Park",2009,12,1,12,12,100
"Deccan Chargers","Tirumalasetti Suman","Royal Challengers Bangalore","Vidarbha Cricket Association Stadium",2010,0,1,1,0,0
"Deccan Chargers","VVS Laxman","Chennai Super Kings","Buffalo Park",2009,0,1,7,0,0
"Deccan Chargers","VVS Laxman","Chennai Super Kings","Kingsmead",2009,4,1,5,4,80
"Deccan Chargers","VVS Laxman","Chennai Super Kings","MA Chidambaram Stadium",2010,12,1,11,12,109.090909090909
"Deccan Chargers","VVS Laxman","Delhi Capitals","Rajiv Gandhi International Stadium",2008,2,1,6,2,33.3333333333333
"Deccan Chargers","VVS Laxman","Kolkata Knight Riders","Dr DY Patil Sports Academy",2010,22,1,14,22,157.142857142857
