"Batting_Team","Striker","Bowling_Team","Runs","Dismissed","Balls","Season","Stadium","Average","Strike_Rate"
"Rajasthan Royals","Yusuf Pathan","Delhi Capitals",150,6,92,"All","All",25,163.04347826087
"Rajasthan Royals","Yusuf Pathan","Kolkata Knight Riders",177,5,110,"All","All",35.4,160.909090909091
"Rajasthan Royals","Yusuf Pathan","Mumbai Indians",130,5,66,"All","All",26,196.969696969697
"Rajasthan Royals","Yusuf Pathan","Punjab Kings",117,5,72,"All","All",23.4,162.5
"Rajasthan Royals","Yusuf Pathan","Royal Challengers Bangalore",91,5,78,"All","All",18.2,116.666666666667
"Rajasthan Royals","Yuzvendra Chahal","Gujarat Titans",5,1,8,"All","All",5,62.5
"Rising Pune Supergiants","Adam Zampa","Delhi Capitals",5,1,7,"All","All",5,71.4285714285714
"Rising Pune Supergiants","Adam Zampa","Sunrisers Hyderabad",0,1,1,"All","All",0,0
"Rising Pune Supergiants","Ajinkya Rahane","Delhi Capitals",115,2,94,"All","All",57.5,122.340425531915
"Rising Pune Supergiants","Ajinkya Rahane","Gujarat Lions",78,4,69,"All","All",19.5,113.04347826087
"Rising Pune Supergiants","Ajinkya Rahane","Kolkata Knight Riders",126,4,108,"All","All",31.5,116.666666666667
"Rising Pune Supergiants","Ajinkya Rahane","Mumbai Indians",268,5,194,"All","All",53.6,138.144329896907
"Rising Pune Supergiants","Ajinkya Rahane","Punjab Kings",81,3,75,"All","All",27,108
"Rising Pune Supergiants","Ajinkya Rahane","Royal Challengers Bangalore",170,4,127,"All","All",42.5,133.858267716535
"Rising Pune Supergiants","Ajinkya Rahane","Sunrisers Hyderabad",24,4,35,"All","All",6,68.5714285714286
"Rising Pune Supergiants","Albie Morkel","Kolkata Knight Riders",16,1,9,"All","All",16,177.777777777778
"Rising Pune Supergiants","Ankit Sharma","Gujarat Lions",25,1,15,"All","All",25,166.666666666667
"Rising Pune Supergiants","Ankit Sharma","Royal Challengers Bangalore",3,0,3,"All","All",Inf,100
"Rising Pune Supergiants","Ashok Dinda","Delhi Capitals",7,1,7,"All","All",7,100
"Rising Pune Supergiants","Ben Stokes","Delhi Capitals",35,2,30,"All","All",17.5,116.666666666667
"Rising Pune Supergiants","Ben Stokes","Gujarat Lions",128,1,81,"All","All",128,158.024691358025
"Rising Pune Supergiants","Ben Stokes","Kolkata Knight Riders",14,1,15,"All","All",14,93.3333333333333
"Rising Pune Supergiants","Ben Stokes","Mumbai Indians",38,2,26,"All","All",19,146.153846153846
"Rising Pune Supergiants","Ben Stokes","Punjab Kings",50,1,32,"All","All",50,156.25
"Rising Pune Supergiants","Ben Stokes","Royal Challengers Bangalore",2,1,3,"All","All",2,66.6666666666667
"Rising Pune Supergiants","Ben Stokes","Sunrisers Hyderabad",49,2,34,"All","All",24.5,144.117647058824
"Rising Pune Supergiants","Dan Christian","Delhi Capitals",3,1,3,"All","All",3,100
"Rising Pune Supergiants","Dan Christian","Gujarat Lions",17,0,8,"All","All",Inf,212.5
"Rising Pune Supergiants","Dan Christian","Kolkata Knight Riders",25,1,16,"All","All",25,156.25
"Rising Pune Supergiants","Dan Christian","Mumbai Indians",12,0,9,"All","All",Inf,133.333333333333
"Rising Pune Supergiants","Dan Christian","Punjab Kings",17,1,8,"All","All",17,212.5
"Rising Pune Supergiants","Dan Christian","Royal Challengers Bangalore",1,1,3,"All","All",1,33.3333333333333
"Rising Pune Supergiants","Dan Christian","Sunrisers Hyderabad",4,1,2,"All","All",4,200
"Rising Pune Supergiants","Deepak Chahar","Delhi Capitals",14,1,6,"All","All",14,233.333333333333
"Rising Pune Supergiants","Faf du Plessis","Delhi Capitals",8,1,7,"All","All",8,114.285714285714
"Rising Pune Supergiants","Faf du Plessis","Gujarat Lions",69,1,43,"All","All",69,160.46511627907
"Rising Pune Supergiants","Faf du Plessis","Kolkata Knight Riders",4,1,9,"All","All",4,44.4444444444444
"Rising Pune Supergiants","Faf du Plessis","Mumbai Indians",34,1,33,"All","All",34,103.030303030303
"Rising Pune Supergiants","Faf du Plessis","Punjab Kings",67,1,53,"All","All",67,126.415094339623
"Rising Pune Supergiants","Faf du Plessis","Royal Challengers Bangalore",2,1,3,"All","All",2,66.6666666666667
"Rising Pune Supergiants","Faf du Plessis","Sunrisers Hyderabad",30,1,21,"All","All",30,142.857142857143
"Rising Pune Supergiants","George Bailey","Delhi Capitals",8,0,18,"All","All",Inf,44.4444444444444
"Rising Pune Supergiants","George Bailey","Kolkata Knight Riders",33,1,27,"All","All",33,122.222222222222
"Rising Pune Supergiants","George Bailey","Punjab Kings",9,1,11,"All","All",9,81.8181818181818
"Rising Pune Supergiants","George Bailey","Royal Challengers Bangalore",0,1,2,"All","All",0,0
"Rising Pune Supergiants","George Bailey","Sunrisers Hyderabad",34,1,40,"All","All",34,85
"Rising Pune Supergiants","Imran Tahir","Delhi Capitals",0,0,2,"All","All",NA,0
"Rising Pune Supergiants","Irfan Pathan","Kolkata Knight Riders",7,1,8,"All","All",7,87.5
"Rising Pune Supergiants","Irfan Pathan","Punjab Kings",4,2,5,"All","All",2,80
"Rising Pune Supergiants","Jaydev Unadkat","Royal Challengers Bangalore",2,0,5,"All","All",Inf,40
"Rising Pune Supergiants","Kevin Pietersen","Gujarat Lions",37,1,31,"All","All",37,119.354838709677
"Rising Pune Supergiants","Kevin Pietersen","Mumbai Indians",21,0,14,"All","All",Inf,150
"Rising Pune Supergiants","Kevin Pietersen","Punjab Kings",15,1,15,"All","All",15,100
"Rising Pune Supergiants","Kevin Pietersen","Royal Challengers Bangalore",0,0,1,"All","All",NA,0
"Rising Pune Supergiants","Lockie Ferguson","Gujarat Lions",1,0,1,"All","All",Inf,100
"Rising Pune Supergiants","MS Dhoni","Delhi Capitals",43,3,39,"All","All",14.3333333333333,110.25641025641
"Rising Pune Supergiants","MS Dhoni","Gujarat Lions",83,2,69,"All","All",41.5,120.289855072464
"Rising Pune Supergiants","MS Dhoni","Kolkata Knight Riders",59,2,54,"All","All",29.5,109.259259259259
"Rising Pune Supergiants","MS Dhoni","Mumbai Indians",93,3,86,"All","All",31,108.139534883721
"Rising Pune Supergiants","MS Dhoni","Punjab Kings",70,2,45,"All","All",35,155.555555555556
"Rising Pune Supergiants","MS Dhoni","Royal Challengers Bangalore",99,3,88,"All","All",33,112.5
"Rising Pune Supergiants","MS Dhoni","Sunrisers Hyderabad",127,3,79,"All","All",42.3333333333333,160.759493670886
"Rising Pune Supergiants","Manoj Tiwary","Delhi Capitals",60,1,45,"All","All",60,133.333333333333
"Rising Pune Supergiants","Manoj Tiwary","Gujarat Lions",31,2,29,"All","All",15.5,106.896551724138
"Rising Pune Supergiants","Manoj Tiwary","Kolkata Knight Riders",9,2,11,"All","All",4.5,81.8181818181818
"Rising Pune Supergiants","Manoj Tiwary","Mumbai Indians",87,3,69,"All","All",29,126.086956521739
"Rising Pune Supergiants","Manoj Tiwary","Punjab Kings",40,0,23,"All","All",Inf,173.913043478261
"Rising Pune Supergiants","Manoj Tiwary","Royal Challengers Bangalore",71,1,46,"All","All",71,154.347826086957
"Rising Pune Supergiants","Manoj Tiwary","Sunrisers Hyderabad",26,1,13,"All","All",26,200
"Rising Pune Supergiants","Mayank Agarwal","Delhi Capitals",20,1,18,"All","All",20,111.111111111111
"Rising Pune Supergiants","Mayank Agarwal","Mumbai Indians",6,1,5,"All","All",6,120
"Rising Pune Supergiants","Mayank Agarwal","Punjab Kings",0,1,4,"All","All",0,0
"Rising Pune Supergiants","Mitchell Marsh","Gujarat Lions",7,1,11,"All","All",7,63.6363636363636
"Rising Pune Supergiants","Murugan Ashwin","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Rising Pune Supergiants","Peter Handscomb","Mumbai Indians",6,1,12,"All","All",6,50
"Rising Pune Supergiants","Rahul Chahar","Gujarat Lions",3,0,2,"All","All",Inf,150
"Rising Pune Supergiants","Rahul Tripathi","Delhi Capitals",17,2,11,"All","All",8.5,154.545454545455
"Rising Pune Supergiants","Rahul Tripathi","Gujarat Lions",39,2,24,"All","All",19.5,162.5
"Rising Pune Supergiants","Rahul Tripathi","Kolkata Knight Riders",131,2,75,"All","All",65.5,174.666666666667
"Rising Pune Supergiants","Rahul Tripathi","Mumbai Indians",48,3,41,"All","All",16,117.073170731707
"Rising Pune Supergiants","Rahul Tripathi","Punjab Kings",28,1,20,"All","All",28,140
"Rising Pune Supergiants","Rahul Tripathi","Royal Challengers Bangalore",68,2,51,"All","All",34,133.333333333333
"Rising Pune Supergiants","Rahul Tripathi","Sunrisers Hyderabad",60,2,45,"All","All",30,133.333333333333
"Rising Pune Supergiants","Rajat Bhatia","Delhi Capitals",16,1,17,"All","All",16,94.1176470588235
"Rising Pune Supergiants","Rajat Bhatia","Gujarat Lions",0,0,2,"All","All",NA,0
"Rising Pune Supergiants","Rajat Bhatia","Kolkata Knight Riders",1,0,1,"All","All",Inf,100
"Rising Pune Supergiants","Rajat Bhatia","Mumbai Indians",3,0,2,"All","All",Inf,150
"Rising Pune Supergiants","Rajat Bhatia","Royal Challengers Bangalore",30,1,15,"All","All",30,200
"Rising Pune Supergiants","Ravichandran Ashwin","Kolkata Knight Riders",0,0,4,"All","All",NA,0
"Rising Pune Supergiants","Ravichandran Ashwin","Punjab Kings",2,0,3,"All","All",Inf,66.6666666666667
"Rising Pune Supergiants","Ravichandran Ashwin","Royal Challengers Bangalore",10,1,6,"All","All",10,166.666666666667
"Rising Pune Supergiants","Ravichandran Ashwin","Sunrisers Hyderabad",29,1,25,"All","All",29,116
"Rising Pune Supergiants","Saurabh Tiwary","Delhi Capitals",21,1,18,"All","All",21,116.666666666667
"Rising Pune Supergiants","Saurabh Tiwary","Gujarat Lions",1,1,2,"All","All",1,50
"Rising Pune Supergiants","Saurabh Tiwary","Kolkata Knight Riders",13,1,12,"All","All",13,108.333333333333
"Rising Pune Supergiants","Saurabh Tiwary","Mumbai Indians",57,1,45,"All","All",57,126.666666666667
"Rising Pune Supergiants","Saurabh Tiwary","Punjab Kings",17,1,15,"All","All",17,113.333333333333
"Rising Pune Supergiants","Saurabh Tiwary","Royal Challengers Bangalore",52,1,39,"All","All",52,133.333333333333
"Rising Pune Supergiants","Saurabh Tiwary","Sunrisers Hyderabad",9,1,10,"All","All",9,90
"Rising Pune Supergiants","Shardul Thakur","Gujarat Lions",0,1,1,"All","All",0,0
"Rising Pune Supergiants","Shardul Thakur","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Rising Pune Supergiants","Shardul Thakur","Sunrisers Hyderabad",0,1,1,"All","All",0,0
"Rising Pune Supergiants","Steven Smith","Delhi Capitals",38,1,32,"All","All",38,118.75
"Rising Pune Supergiants","Steven Smith","Gujarat Lions",153,4,90,"All","All",38.25,170
"Rising Pune Supergiants","Steven Smith","Kolkata Knight Riders",91,2,74,"All","All",45.5,122.972972972973
"Rising Pune Supergiants","Steven Smith","Mumbai Indians",198,4,141,"All","All",49.5,140.425531914894
"Rising Pune Supergiants","Steven Smith","Punjab Kings",79,2,71,"All","All",39.5,111.267605633803
"Rising Pune Supergiants","Steven Smith","Royal Challengers Bangalore",76,3,59,"All","All",25.3333333333333,128.813559322034
"Rising Pune Supergiants","Steven Smith","Sunrisers Hyderabad",107,2,96,"All","All",53.5,111.458333333333
"Rising Pune Supergiants","Thisara Perera","Delhi Capitals",14,0,5,"All","All",Inf,280
"Rising Pune Supergiants","Thisara Perera","Gujarat Lions",3,0,2,"All","All",Inf,150
"Rising Pune Supergiants","Thisara Perera","Kolkata Knight Riders",25,2,20,"All","All",12.5,125
"Rising Pune Supergiants","Thisara Perera","Mumbai Indians",12,0,9,"All","All",Inf,133.333333333333
"Rising Pune Supergiants","Thisara Perera","Punjab Kings",31,2,23,"All","All",15.5,134.782608695652
"Rising Pune Supergiants","Thisara Perera","Royal Challengers Bangalore",48,2,21,"All","All",24,228.571428571429
"Rising Pune Supergiants","Thisara Perera","Sunrisers Hyderabad",17,1,13,"All","All",17,130.769230769231
"Rising Pune Supergiants","Usman Khawaja","Delhi Capitals",49,2,40,"All","All",24.5,122.5
"Rising Pune Supergiants","Usman Khawaja","Kolkata Knight Riders",21,1,17,"All","All",21,123.529411764706
"Rising Pune Supergiants","Usman Khawaja","Punjab Kings",30,1,29,"All","All",30,103.448275862069
"Rising Pune Supergiants","Usman Khawaja","Royal Challengers Bangalore",16,1,6,"All","All",16,266.666666666667
"Rising Pune Supergiants","Usman Khawaja","Sunrisers Hyderabad",11,1,8,"All","All",11,137.5
"Rising Pune Supergiants","Washington Sundar","Delhi Capitals",5,0,3,"All","All",Inf,166.666666666667
"Rising Pune Supergiants","Washington Sundar","Kolkata Knight Riders",1,0,3,"All","All",Inf,33.3333333333333
"Rising Pune Supergiants","Washington Sundar","Mumbai Indians",2,1,3,"All","All",2,66.6666666666667
"Rising Pune Supergiants","Washington Sundar","Sunrisers Hyderabad",1,0,3,"All","All",Inf,33.3333333333333
"Royal Challengers Bangalore","AB de Villiers","Chennai Super Kings",399,20,274,"All","All",19.95,145.620437956204
"Royal Challengers Bangalore","AB de Villiers","Deccan Chargers",51,2,35,"All","All",25.5,145.714285714286
"Royal Challengers Bangalore","AB de Villiers","Delhi Capitals",575,10,357,"All","All",57.5,161.064425770308
"Royal Challengers Bangalore","AB de Villiers","Gujarat Lions",233,2,126,"All","All",116.5,184.920634920635
"Royal Challengers Bangalore","AB de Villiers","Kochi Tuskers Kerala",54,0,40,"All","All",Inf,135
"Royal Challengers Bangalore","AB de Villiers","Kolkata Knight Riders",475,14,293,"All","All",33.9285714285714,162.116040955631
"Royal Challengers Bangalore","AB de Villiers","Mumbai Indians",693,14,451,"All","All",49.5,153.658536585366
"Royal Challengers Bangalore","AB de Villiers","Pune Warriors",149,2,69,"All","All",74.5,215.942028985507
"Royal Challengers Bangalore","AB de Villiers","Punjab Kings",718,15,449,"All","All",47.8666666666667,159.910913140312
"Royal Challengers Bangalore","AB de Villiers","Rajasthan Royals",488,11,302,"All","All",44.3636363636364,161.58940397351
"Royal Challengers Bangalore","AB de Villiers","Rising Pune Supergiants",116,4,87,"All","All",29,133.333333333333
"Royal Challengers Bangalore","AB de Villiers","Sunrisers Hyderabad",540,15,348,"All","All",36,155.172413793103
"Royal Challengers Bangalore","Aaron Finch","Chennai Super Kings",17,2,20,"All","All",8.5,85
"Royal Challengers Bangalore","Aaron Finch","Delhi Capitals",13,1,14,"All","All",13,92.8571428571429
"Royal Challengers Bangalore","Aaron Finch","Kolkata Knight Riders",63,2,58,"All","All",31.5,108.620689655172
"Royal Challengers Bangalore","Aaron Finch","Mumbai Indians",52,1,35,"All","All",52,148.571428571429
"Royal Challengers Bangalore","Aaron Finch","Punjab Kings",40,2,39,"All","All",20,102.564102564103
"Royal Challengers Bangalore","Aaron Finch","Rajasthan Royals",22,2,18,"All","All",11,122.222222222222
"Royal Challengers Bangalore","Aaron Finch","Sunrisers Hyderabad",61,2,57,"All","All",30.5,107.017543859649
"Royal Challengers Bangalore","Abdur Razzak","Rajasthan Royals",0,0,2,"All","All",NA,0
"Royal Challengers Bangalore","Abhimanyu Mithun","Chennai Super Kings",11,1,8,"All","All",11,137.5
"Royal Challengers Bangalore","Abhimanyu Mithun","Delhi Capitals",5,2,6,"All","All",2.5,83.3333333333333
"Royal Challengers Bangalore","Abhimanyu Mithun","Kolkata Knight Riders",2,1,2,"All","All",2,100
"Royal Challengers Bangalore","Abhimanyu Mithun","Punjab Kings",16,1,10,"All","All",16,160
"Royal Challengers Bangalore","Abhinav Mukund","Rajasthan Royals",19,1,21,"All","All",19,90.4761904761905
"Royal Challengers Bangalore","Abu Nechim","Chennai Super Kings",4,0,1,"All","All",Inf,400
"Royal Challengers Bangalore","Abu Nechim","Kolkata Knight Riders",5,0,2,"All","All",Inf,250
"Royal Challengers Bangalore","Abu Nechim","Mumbai Indians",1,0,1,"All","All",Inf,100
"Royal Challengers Bangalore","Abu Nechim","Sunrisers Hyderabad",4,1,2,"All","All",4,200
"Royal Challengers Bangalore","Adam Milne","Mumbai Indians",0,0,1,"All","All",NA,0
"Royal Challengers Bangalore","Adam Milne","Rising Pune Supergiants",7,2,11,"All","All",3.5,63.6363636363636
"Royal Challengers Bangalore","Akash Deep","Chennai Super Kings",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Akshdeep Nath","Chennai Super Kings",24,1,20,"All","All",24,120
"Royal Challengers Bangalore","Akshdeep Nath","Delhi Capitals",19,1,12,"All","All",19,158.333333333333
"Royal Challengers Bangalore","Akshdeep Nath","Kolkata Knight Riders",13,1,15,"All","All",13,86.6666666666667
"Royal Challengers Bangalore","Akshdeep Nath","Mumbai Indians",2,1,3,"All","All",2,66.6666666666667
"Royal Challengers Bangalore","Akshdeep Nath","Punjab Kings",3,1,7,"All","All",3,42.8571428571429
"Royal Challengers Bangalore","Albie Morkel","Kolkata Knight Riders",6,0,5,"All","All",Inf,120
"Royal Challengers Bangalore","Albie Morkel","Punjab Kings",31,2,22,"All","All",15.5,140.909090909091
"Royal Challengers Bangalore","Albie Morkel","Rajasthan Royals",8,1,14,"All","All",8,57.1428571428571
"Royal Challengers Bangalore","Andrew McDonald","Delhi Capitals",30,2,21,"All","All",15,142.857142857143
"Royal Challengers Bangalore","Andrew McDonald","Punjab Kings",17,1,16,"All","All",17,106.25
"Royal Challengers Bangalore","Aniket Choudhary","Gujarat Lions",15,0,12,"All","All",Inf,125
"Royal Challengers Bangalore","Aniket Choudhary","Punjab Kings",4,1,6,"All","All",4,66.6666666666667
"Royal Challengers Bangalore","Aniket Choudhary","Sunrisers Hyderabad",6,0,2,"All","All",Inf,300
"Royal Challengers Bangalore","Anil Kumble","Chennai Super Kings",3,0,6,"All","All",Inf,50
"Royal Challengers Bangalore","Anil Kumble","Deccan Chargers",4,0,6,"All","All",Inf,66.6666666666667
"Royal Challengers Bangalore","Anil Kumble","Delhi Capitals",2,0,2,"All","All",Inf,100
"Royal Challengers Bangalore","Anil Kumble","Mumbai Indians",9,0,11,"All","All",Inf,81.8181818181818
"Royal Challengers Bangalore","Anil Kumble","Punjab Kings",9,2,14,"All","All",4.5,64.2857142857143
"Royal Challengers Bangalore","Anil Kumble","Rajasthan Royals",8,1,8,"All","All",8,100
"Royal Challengers Bangalore","Anuj Rawat","Chennai Super Kings",12,1,16,"All","All",12,75
"Royal Challengers Bangalore","Anuj Rawat","Delhi Capitals",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Anuj Rawat","Kolkata Knight Riders",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Anuj Rawat","Lucknow Super Giants",4,1,5,"All","All",4,80
"Royal Challengers Bangalore","Anuj Rawat","Mumbai Indians",66,1,47,"All","All",66,140.425531914894
"Royal Challengers Bangalore","Anuj Rawat","Punjab Kings",21,1,20,"All","All",21,105
"Royal Challengers Bangalore","Anuj Rawat","Rajasthan Royals",26,1,25,"All","All",26,104
"Royal Challengers Bangalore","Anuj Rawat","Sunrisers Hyderabad",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Arun Karthik","Chennai Super Kings",5,0,5,"All","All",Inf,100
"Royal Challengers Bangalore","Arun Karthik","Delhi Capitals",5,1,5,"All","All",5,100
"Royal Challengers Bangalore","Arun Karthik","Kolkata Knight Riders",1,1,2,"All","All",1,50
"Royal Challengers Bangalore","Arun Karthik","Mumbai Indians",31,1,27,"All","All",31,114.814814814815
"Royal Challengers Bangalore","Arun Karthik","Punjab Kings",6,1,6,"All","All",6,100
"Royal Challengers Bangalore","Arun Karthik","Sunrisers Hyderabad",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Asad Pathan","Chennai Super Kings",14,1,5,"All","All",14,280
"Royal Challengers Bangalore","Asad Pathan","Deccan Chargers",4,1,4,"All","All",4,100
"Royal Challengers Bangalore","Asad Pathan","Kochi Tuskers Kerala",12,0,4,"All","All",Inf,300
"Royal Challengers Bangalore","Asad Pathan","Mumbai Indians",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Asad Pathan","Punjab Kings",9,2,8,"All","All",4.5,112.5
"Royal Challengers Bangalore","Ashley Noffke","Kolkata Knight Riders",9,1,10,"All","All",9,90
"Royal Challengers Bangalore","Ashok Dinda","Mumbai Indians",2,0,4,"All","All",Inf,50
"Royal Challengers Bangalore","Ashok Dinda","Punjab Kings",2,0,5,"All","All",Inf,40
"Royal Challengers Bangalore","Ashok Dinda","Rajasthan Royals",0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Balachandra Akhil","Chennai Super Kings",8,1,12,"All","All",8,66.6666666666667
"Royal Challengers Bangalore","Balachandra Akhil","Deccan Chargers",27,0,7,"All","All",Inf,385.714285714286
"Royal Challengers Bangalore","Balachandra Akhil","Delhi Capitals",11,1,7,"All","All",11,157.142857142857
"Royal Challengers Bangalore","Balachandra Akhil","Kolkata Knight Riders",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Balachandra Akhil","Mumbai Indians",8,1,9,"All","All",8,88.8888888888889
"Royal Challengers Bangalore","Balachandra Akhil","Rajasthan Royals",9,1,9,"All","All",9,100
"Royal Challengers Bangalore","Bharat Chipli","Chennai Super Kings",8,1,11,"All","All",8,72.7272727272727
"Royal Challengers Bangalore","Bharat Chipli","Deccan Chargers",10,1,7,"All","All",10,142.857142857143
"Royal Challengers Bangalore","Bharat Chipli","Delhi Capitals",2,1,10,"All","All",2,20
"Royal Challengers Bangalore","Brendon McCullum","Chennai Super Kings",5,1,3,"All","All",5,166.666666666667
"Royal Challengers Bangalore","Brendon McCullum","Kolkata Knight Riders",81,2,55,"All","All",40.5,147.272727272727
"Royal Challengers Bangalore","Brendon McCullum","Mumbai Indians",37,1,25,"All","All",37,148
"Royal Challengers Bangalore","Brendon McCullum","Punjab Kings",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Brendon McCullum","Rajasthan Royals",4,1,4,"All","All",4,100
"Royal Challengers Bangalore","Cameron White","Chennai Super Kings",21,0,13,"All","All",Inf,161.538461538462
"Royal Challengers Bangalore","Cameron White","Deccan Chargers",48,1,29,"All","All",48,165.51724137931
"Royal Challengers Bangalore","Cameron White","Delhi Capitals",5,2,13,"All","All",2.5,38.4615384615385
"Royal Challengers Bangalore","Cameron White","Kolkata Knight Riders",36,2,26,"All","All",18,138.461538461538
"Royal Challengers Bangalore","Cameron White","Mumbai Indians",26,1,20,"All","All",26,130
"Royal Challengers Bangalore","Cameron White","Punjab Kings",16,2,18,"All","All",8,88.8888888888889
"Royal Challengers Bangalore","Cameron White","Rajasthan Royals",10,1,16,"All","All",10,62.5
"Royal Challengers Bangalore","Charl Langeveldt","Punjab Kings",8,1,8,"All","All",8,100
"Royal Challengers Bangalore","Cheteshwar Pujara","Chennai Super Kings",2,2,5,"All","All",1,40
"Royal Challengers Bangalore","Cheteshwar Pujara","Deccan Chargers",25,1,15,"All","All",25,166.666666666667
"Royal Challengers Bangalore","Cheteshwar Pujara","Delhi Capitals",35,3,41,"All","All",11.6666666666667,85.3658536585366
"Royal Challengers Bangalore","Cheteshwar Pujara","Kolkata Knight Riders",11,2,23,"All","All",5.5,47.8260869565217
"Royal Challengers Bangalore","Cheteshwar Pujara","Punjab Kings",70,2,68,"All","All",35,102.941176470588
"Royal Challengers Bangalore","Chris Gayle","Chennai Super Kings",270,7,213,"All","All",38.5714285714286,126.760563380282
"Royal Challengers Bangalore","Chris Gayle","Deccan Chargers",53,2,32,"All","All",26.5,165.625
"Royal Challengers Bangalore","Chris Gayle","Delhi Capitals",311,8,213,"All","All",38.875,146.009389671362
"Royal Challengers Bangalore","Chris Gayle","Gujarat Lions",100,4,74,"All","All",25,135.135135135135
"Royal Challengers Bangalore","Chris Gayle","Kochi Tuskers Kerala",44,1,16,"All","All",44,275
"Royal Challengers Bangalore","Chris Gayle","Kolkata Knight Riders",532,11,349,"All","All",48.3636363636364,152.43553008596
"Royal Challengers Bangalore","Chris Gayle","Mumbai Indians",375,8,285,"All","All",46.875,131.578947368421
"Royal Challengers Bangalore","Chris Gayle","Pune Warriors",383,4,192,"All","All",95.75,199.479166666667
"Royal Challengers Bangalore","Chris Gayle","Punjab Kings",634,12,359,"All","All",52.8333333333333,176.601671309192
"Royal Challengers Bangalore","Chris Gayle","Rajasthan Royals",241,7,193,"All","All",34.4285714285714,124.870466321244
"Royal Challengers Bangalore","Chris Gayle","Sunrisers Hyderabad",220,9,145,"All","All",24.4444444444444,151.724137931034
"Royal Challengers Bangalore","Chris Jordan","Sunrisers Hyderabad",3,1,4,"All","All",3,75
"Royal Challengers Bangalore","Chris Morris","Chennai Super Kings",2,1,5,"All","All",2,40
"Royal Challengers Bangalore","Chris Morris","Delhi Capitals",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Chris Morris","Mumbai Indians",4,1,2,"All","All",4,200
"Royal Challengers Bangalore","Chris Morris","Punjab Kings",25,0,8,"All","All",Inf,312.5
"Royal Challengers Bangalore","Chris Morris","Sunrisers Hyderabad",3,1,4,"All","All",3,75
"Royal Challengers Bangalore","Chris Woakes","Kolkata Knight Riders",5,1,5,"All","All",5,100
"Royal Challengers Bangalore","Chris Woakes","Mumbai Indians",11,1,11,"All","All",11,100
"Royal Challengers Bangalore","Chris Woakes","Punjab Kings",1,0,2,"All","All",Inf,50
"Royal Challengers Bangalore","Chris Woakes","Rajasthan Royals",0,0,1,"All","All",NA,0
"Royal Challengers Bangalore","Colin de Grandhomme","Chennai Super Kings",23,3,21,"All","All",7.66666666666667,109.52380952381
"Royal Challengers Bangalore","Colin de Grandhomme","Delhi Capitals",3,0,4,"All","All",Inf,75
"Royal Challengers Bangalore","Colin de Grandhomme","Kolkata Knight Riders",11,0,6,"All","All",Inf,183.333333333333
"Royal Challengers Bangalore","Colin de Grandhomme","Mumbai Indians",25,1,17,"All","All",25,147.058823529412
"Royal Challengers Bangalore","Colin de Grandhomme","Rajasthan Royals",2,1,3,"All","All",2,66.6666666666667
"Royal Challengers Bangalore","Colin de Grandhomme","Sunrisers Hyderabad",113,3,82,"All","All",37.6666666666667,137.80487804878
"Royal Challengers Bangalore","Corey Anderson","Chennai Super Kings",2,1,8,"All","All",2,25
"Royal Challengers Bangalore","Corey Anderson","Delhi Capitals",15,1,13,"All","All",15,115.384615384615
"Royal Challengers Bangalore","Corey Anderson","Mumbai Indians",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Dale Steyn","Chennai Super Kings",1,2,5,"All","All",0.5,20
"Royal Challengers Bangalore","Dale Steyn","Deccan Chargers",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Dale Steyn","Delhi Capitals",8,1,9,"All","All",8,88.8888888888889
"Royal Challengers Bangalore","Dale Steyn","Mumbai Indians",5,2,7,"All","All",2.5,71.4285714285714
"Royal Challengers Bangalore","Dale Steyn","Punjab Kings",2,0,5,"All","All",Inf,40
"Royal Challengers Bangalore","Dan Christian","Chennai Super Kings",3,2,5,"All","All",1.5,60
"Royal Challengers Bangalore","Dan Christian","Kolkata Knight Riders",9,1,8,"All","All",9,112.5
"Royal Challengers Bangalore","Dan Christian","Mumbai Indians",6,2,19,"All","All",3,31.5789473684211
"Royal Challengers Bangalore","Dan Christian","Punjab Kings",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Dan Christian","Sunrisers Hyderabad",2,2,6,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Daniel Sams","Delhi Capitals",3,0,2,"All","All",Inf,150
"Royal Challengers Bangalore","Daniel Sams","Punjab Kings",3,1,4,"All","All",3,75
"Royal Challengers Bangalore","Daniel Vettori","Chennai Super Kings",3,2,4,"All","All",1.5,75
"Royal Challengers Bangalore","Daniel Vettori","Deccan Chargers",3,0,6,"All","All",Inf,50
"Royal Challengers Bangalore","Daniel Vettori","Delhi Capitals",21,1,23,"All","All",21,91.304347826087
