"Bowling_Team","Bowler","Batting_Team","Stadium","Runs","Wickets","Balls","Season","Average","Economy"
"Sunrisers Hyderabad","Ashish Nehra","Mumbai Indians","Wankhede Stadium",46,1,24,"All",46,11.5
"Sunrisers Hyderabad","Ashish Nehra","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",77,3,41,"All",25.6666666666667,11.2682926829268
"Sunrisers Hyderabad","Ashish Nehra","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",29,3,24,"All",9.66666666666667,7.25
"Sunrisers Hyderabad","Ashish Nehra","Rising Pune Supergiants","Rajiv Gandhi International Stadium",26,1,25,"All",26,6.24
"Sunrisers Hyderabad","Ashish Nehra","Royal Challengers Bangalore","M Chinnaswamy Stadium",21,0,13,"All",Inf,9.69230769230769
"Sunrisers Hyderabad","Ashish Nehra","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",74,3,48,"All",24.6666666666667,9.25
"Sunrisers Hyderabad","Ashish Reddy","Chennai Super Kings","MA Chidambaram Stadium",15,0,4,"All",Inf,22.5
"Sunrisers Hyderabad","Ashish Reddy","Chennai Super Kings","Rajiv Gandhi International Stadium",19,1,12,"All",19,9.5
"Sunrisers Hyderabad","Ashish Reddy","Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",15,1,12,"All",15,7.5
"Sunrisers Hyderabad","Ashish Reddy","Kolkata Knight Riders","Eden Gardens",15,1,12,"All",15,7.5
"Sunrisers Hyderabad","Ashish Reddy","Kolkata Knight Riders","Rajiv Gandhi International Stadium",14,1,12,"All",14,7
"Sunrisers Hyderabad","Ashish Reddy","Pune Warriors","Rajiv Gandhi International Stadium",21,1,12,"All",21,10.5
"Sunrisers Hyderabad","Ashish Reddy","Rajasthan Royals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",5,0,6,"All",Inf,5
"Sunrisers Hyderabad","Ashish Reddy","Royal Challengers Bangalore","M Chinnaswamy Stadium",48,1,23,"All",48,12.5217391304348
"Sunrisers Hyderabad","Ashish Reddy","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",7,1,6,"All",7,7
"Sunrisers Hyderabad","Barinder Sran","Delhi Capitals","Rajiv Gandhi International Stadium",21,0,12,"All",Inf,10.5
"Sunrisers Hyderabad","Barinder Sran","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",34,2,24,"All",17,8.5
"Sunrisers Hyderabad","Barinder Sran","Gujarat Lions","Feroz Shah Kotla",28,0,18,"All",Inf,9.33333333333333
"Sunrisers Hyderabad","Barinder Sran","Gujarat Lions","Rajiv Gandhi International Stadium",21,1,18,"All",21,7
"Sunrisers Hyderabad","Barinder Sran","Gujarat Lions","Saurashtra Cricket Association Stadium",36,1,24,"All",36,9
"Sunrisers Hyderabad","Barinder Sran","Kolkata Knight Riders","Eden Gardens",31,1,24,"All",31,7.75
"Sunrisers Hyderabad","Barinder Sran","Kolkata Knight Riders","Feroz Shah Kotla",29,1,18,"All",29,9.66666666666667
"Sunrisers Hyderabad","Barinder Sran","Kolkata Knight Riders","Rajiv Gandhi International Stadium",31,0,24,"All",Inf,7.75
"Sunrisers Hyderabad","Barinder Sran","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",18,2,21,"All",9,5.14285714285714
"Sunrisers Hyderabad","Barinder Sran","Mumbai Indians","Rajiv Gandhi International Stadium",28,3,24,"All",9.33333333333333,7
"Sunrisers Hyderabad","Barinder Sran","Punjab Kings","Rajiv Gandhi International Stadium",62,0,36,"All",Inf,10.3333333333333
"Sunrisers Hyderabad","Barinder Sran","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",26,1,24,"All",26,6.5
"Sunrisers Hyderabad","Barinder Sran","Royal Challengers Bangalore","M Chinnaswamy Stadium",41,1,18,"All",41,13.6666666666667
"Sunrisers Hyderabad","Barinder Sran","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",36,1,24,"All",36,9
"Sunrisers Hyderabad","Basil Thampi","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",41,0,24,"All",Inf,10.25
"Sunrisers Hyderabad","Basil Thampi","Kolkata Knight Riders","Zayed Cricket Stadium",46,1,24,"All",46,11.5
"Sunrisers Hyderabad","Basil Thampi","Mumbai Indians","Wankhede Stadium",44,2,35,"All",22,7.54285714285714
"Sunrisers Hyderabad","Basil Thampi","Punjab Kings","Rajiv Gandhi International Stadium",14,2,14,"All",7,6
"Sunrisers Hyderabad","Basil Thampi","Rajasthan Royals","Sawai Mansingh Stadium",26,1,12,"All",26,13
"Sunrisers Hyderabad","Basil Thampi","Royal Challengers Bangalore","M Chinnaswamy Stadium",99,0,48,"All",Inf,12.375
"Sunrisers Hyderabad","Ben Cutting","Gujarat Lions","Feroz Shah Kotla",20,2,18,"All",10,6.66666666666667
"Sunrisers Hyderabad","Ben Cutting","Gujarat Lions","Rajiv Gandhi International Stadium",29,0,18,"All",Inf,9.66666666666667
"Sunrisers Hyderabad","Ben Cutting","Kolkata Knight Riders","Eden Gardens",41,1,24,"All",41,10.25
"Sunrisers Hyderabad","Ben Cutting","Kolkata Knight Riders","Feroz Shah Kotla",14,1,18,"All",14,4.66666666666667
"Sunrisers Hyderabad","Ben Cutting","Mumbai Indians","Wankhede Stadium",18,0,12,"All",Inf,9
"Sunrisers Hyderabad","Ben Cutting","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",11,0,7,"All",Inf,9.42857142857143
"Sunrisers Hyderabad","Ben Cutting","Royal Challengers Bangalore","M Chinnaswamy Stadium",35,2,24,"All",17.5,8.75
"Sunrisers Hyderabad","Ben Cutting","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",35,0,22,"All",Inf,9.54545454545454
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Chennai Super Kings","Dr DY Patil Sports Academy",36,1,24,"All",36,9
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Chennai Super Kings","Dubai International Cricket Stadium",20,1,19,"All",20,6.31578947368421
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Chennai Super Kings","JSCA International Stadium Complex",36,0,24,"All",Inf,9
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Chennai Super Kings","MA Chidambaram Stadium",49,1,48,"All",49,6.125
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Chennai Super Kings","Maharashtra Cricket Association Stadium",60,0,48,"All",Inf,7.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Chennai Super Kings","Rajiv Gandhi International Stadium",75,3,66,"All",25,6.81818181818182
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Chennai Super Kings","Sharjah Cricket Stadium",57,2,48,"All",28.5,7.125
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Chennai Super Kings","Wankhede Stadium",31,1,43,"All",31,4.32558139534884
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",42,2,24,"All",21,10.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Delhi Capitals","Brabourne Stadium",25,1,24,"All",25,6.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",21,1,24,"All",21,5.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Delhi Capitals","Dubai International Cricket Stadium",61,0,42,"All",Inf,8.71428571428571
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Delhi Capitals","Feroz Shah Kotla",134,5,96,"All",26.8,8.375
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Delhi Capitals","Rajiv Gandhi International Stadium",127,2,96,"All",63.5,7.9375
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",53,1,48,"All",53,6.625
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Delhi Capitals","Zayed Cricket Stadium",25,2,24,"All",12.5,6.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Gujarat Lions","Feroz Shah Kotla",27,2,24,"All",13.5,6.75
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Gujarat Lions","Green Park",25,2,20,"All",12.5,7.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Gujarat Lions","Rajiv Gandhi International Stadium",49,4,48,"All",12.25,6.125
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Gujarat Lions","Saurashtra Cricket Association Stadium",29,4,24,"All",7.25,7.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Gujarat Titans","Dr DY Patil Sports Academy",37,2,24,"All",18.5,9.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Gujarat Titans","Wankhede Stadium",33,0,24,"All",Inf,8.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","Brabourne Stadium",37,1,24,"All",37,9.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",24,1,18,"All",24,8
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","Dubai International Cricket Stadium",20,0,24,"All",Inf,5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","Eden Gardens",216,10,158,"All",21.6,8.20253164556962
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","Feroz Shah Kotla",19,3,24,"All",6.33333333333333,4.75
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","M Chinnaswamy Stadium",11,1,6,"All",11,11
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","MA Chidambaram Stadium",45,1,24,"All",45,11.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",27,1,24,"All",27,6.75
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","Rajiv Gandhi International Stadium",163,4,118,"All",40.75,8.28813559322034
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders","Zayed Cricket Stadium",29,0,18,"All",Inf,9.66666666666667
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Lucknow Super Giants","Dr DY Patil Sports Academy",25,0,24,"All",Inf,6.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",23,1,18,"All",23,7.66666666666667
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Mumbai Indians","Dubai International Cricket Stadium",17,2,24,"All",8.5,4.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Mumbai Indians","MA Chidambaram Stadium",45,0,24,"All",Inf,11.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Mumbai Indians","Rajiv Gandhi International Stadium",117,6,114,"All",19.5,6.15789473684211
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Mumbai Indians","Wankhede Stadium",102,8,96,"All",12.75,6.375
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Kings","Dr DY Patil Sports Academy",22,3,24,"All",7.33333333333333,5.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Kings","MA Chidambaram Stadium",16,1,18,"All",16,5.33333333333333
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",109,5,96,"All",21.8,6.8125
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Kings","Punjab Cricket Association Stadium",23,2,24,"All",11.5,5.75
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Kings","Rajiv Gandhi International Stadium",162,8,118,"All",20.25,8.23728813559322
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Kings","Sharjah Cricket Stadium",53,4,48,"All",13.25,6.625
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Kings","Wankhede Stadium",22,0,12,"All",Inf,11
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals","Arun Jaitley Stadium",37,0,24,"All",Inf,9.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals","Brabourne Stadium",44,3,24,"All",14.6666666666667,11
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",25,0,24,"All",Inf,6.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals","Dubai International Cricket Stadium",28,1,24,"All",28,7
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals","Maharashtra Cricket Association Stadium",29,1,24,"All",29,7.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals","Rajiv Gandhi International Stadium",85,1,48,"All",85,10.625
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals","Sardar Patel Stadium",14,4,24,"All",3.5,3.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals","Sawai Mansingh Stadium",22,0,24,"All",Inf,5.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals","Sheikh Zayed Stadium",21,1,21,"All",21,6
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",20,1,24,"All",20,5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",39,1,24,"All",39,9.75
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rising Pune Supergiants","Rajiv Gandhi International Stadium",56,1,42,"All",56,8
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Royal Challengers Bangalore","Brabourne Stadium",8,1,13,"All",8,3.69230769230769
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Royal Challengers Bangalore","Dubai International Cricket Stadium",25,0,24,"All",Inf,6.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Royal Challengers Bangalore","M Chinnaswamy Stadium",150,8,119,"All",18.75,7.56302521008403
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Royal Challengers Bangalore","MA Chidambaram Stadium",30,1,24,"All",30,7.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",181,6,125,"All",30.1666666666667,8.688
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Royal Challengers Bangalore","Wankhede Stadium",34,0,24,"All",Inf,8.5
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Royal Challengers Bangalore","Zayed Cricket Stadium",25,1,24,"All",25,6.25
"Sunrisers Hyderabad","Billy Stanlake","Chennai Super Kings","Rajiv Gandhi International Stadium",38,0,24,"All",Inf,9.5
"Sunrisers Hyderabad","Billy Stanlake","Kolkata Knight Riders","Eden Gardens",21,2,24,"All",10.5,5.25
"Sunrisers Hyderabad","Billy Stanlake","Mumbai Indians","Rajiv Gandhi International Stadium",42,2,24,"All",21,10.5
"Sunrisers Hyderabad","Billy Stanlake","Rajasthan Royals","Rajiv Gandhi International Stadium",29,1,24,"All",29,7.25
"Sunrisers Hyderabad","Bipul Sharma","Gujarat Lions","Feroz Shah Kotla",21,1,18,"All",21,7
"Sunrisers Hyderabad","Bipul Sharma","Gujarat Lions","Rajiv Gandhi International Stadium",24,0,24,"All",Inf,6
"Sunrisers Hyderabad","Bipul Sharma","Gujarat Lions","Saurashtra Cricket Association Stadium",10,1,12,"All",10,5
"Sunrisers Hyderabad","Bipul Sharma","Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",14,0,6,"All",Inf,14
"Sunrisers Hyderabad","Bipul Sharma","Kolkata Knight Riders","Eden Gardens",43,1,36,"All",43,7.16666666666667
"Sunrisers Hyderabad","Bipul Sharma","Kolkata Knight Riders","Feroz Shah Kotla",16,0,12,"All",Inf,8
"Sunrisers Hyderabad","Bipul Sharma","Kolkata Knight Riders","M Chinnaswamy Stadium",2,0,2,"All",Inf,6
"Sunrisers Hyderabad","Bipul Sharma","Kolkata Knight Riders","Rajiv Gandhi International Stadium",10,0,6,"All",Inf,10
"Sunrisers Hyderabad","Bipul Sharma","Mumbai Indians","Rajiv Gandhi International Stadium",40,0,24,"All",Inf,10
"Sunrisers Hyderabad","Bipul Sharma","Punjab Kings","Rajiv Gandhi International Stadium",13,2,12,"All",6.5,6.5
"Sunrisers Hyderabad","Bipul Sharma","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",30,1,24,"All",30,7.5
"Sunrisers Hyderabad","Bipul Sharma","Rising Pune Supergiants","Rajiv Gandhi International Stadium",56,1,30,"All",56,11.2
"Sunrisers Hyderabad","Bipul Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",17,1,12,"All",17,8.5
"Sunrisers Hyderabad","Bipul Sharma","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",4,1,6,"All",4,4
"Sunrisers Hyderabad","Cameron White","Pune Warriors","Rajiv Gandhi International Stadium",2,0,6,"All",Inf,2
"Sunrisers Hyderabad","Cameron White","Royal Challengers Bangalore","M Chinnaswamy Stadium",14,1,6,"All",14,14
"Sunrisers Hyderabad","Carlos Brathwaite","Chennai Super Kings","Wankhede Stadium",58,1,33,"All",58,10.5454545454545
"Sunrisers Hyderabad","Carlos Brathwaite","Kolkata Knight Riders","Eden Gardens",15,2,12,"All",7.5,7.5
"Sunrisers Hyderabad","Carlos Brathwaite","Kolkata Knight Riders","Rajiv Gandhi International Stadium",21,2,16,"All",10.5,7.875
"Sunrisers Hyderabad","Chris Jordan","Kolkata Knight Riders","M Chinnaswamy Stadium",9,1,6,"All",9,9
"Sunrisers Hyderabad","Chris Jordan","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",31,0,24,"All",Inf,7.75
"Sunrisers Hyderabad","Dale Steyn","Chennai Super Kings","JSCA International Stadium Complex",43,0,24,"All",Inf,10.75
"Sunrisers Hyderabad","Dale Steyn","Chennai Super Kings","MA Chidambaram Stadium",45,1,24,"All",45,11.25
"Sunrisers Hyderabad","Dale Steyn","Chennai Super Kings","Rajiv Gandhi International Stadium",17,0,24,"All",Inf,4.25
"Sunrisers Hyderabad","Dale Steyn","Chennai Super Kings","Sharjah Cricket Stadium",20,0,24,"All",Inf,5
"Sunrisers Hyderabad","Dale Steyn","Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",27,1,24,"All",27,6.75
"Sunrisers Hyderabad","Dale Steyn","Delhi Capitals","Dubai International Cricket Stadium",33,2,24,"All",16.5,8.25
"Sunrisers Hyderabad","Dale Steyn","Delhi Capitals","Feroz Shah Kotla",31,4,48,"All",7.75,3.875
"Sunrisers Hyderabad","Dale Steyn","Delhi Capitals","Rajiv Gandhi International Stadium",21,2,24,"All",10.5,5.25
"Sunrisers Hyderabad","Dale Steyn","Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",24,0,18,"All",Inf,8
"Sunrisers Hyderabad","Dale Steyn","Kolkata Knight Riders","Eden Gardens",109,0,72,"All",Inf,9.08333333333333
"Sunrisers Hyderabad","Dale Steyn","Kolkata Knight Riders","Rajiv Gandhi International Stadium",48,3,48,"All",16,6
"Sunrisers Hyderabad","Dale Steyn","Mumbai Indians","Dubai International Cricket Stadium",20,2,24,"All",10,5
"Sunrisers Hyderabad","Dale Steyn","Mumbai Indians","Rajiv Gandhi International Stadium",83,0,66,"All",Inf,7.54545454545454
"Sunrisers Hyderabad","Dale Steyn","Mumbai Indians","Wankhede Stadium",61,2,48,"All",30.5,7.625
"Sunrisers Hyderabad","Dale Steyn","Pune Warriors","Rajiv Gandhi International Stadium",11,3,23,"All",3.66666666666667,2.8695652173913
"Sunrisers Hyderabad","Dale Steyn","Pune Warriors","Subrata Roy Sahara Stadium",34,1,24,"All",34,8.5
"Sunrisers Hyderabad","Dale Steyn","Punjab Kings","Punjab Cricket Association Stadium",20,2,24,"All",10,5
"Sunrisers Hyderabad","Dale Steyn","Punjab Kings","Rajiv Gandhi International Stadium",65,1,48,"All",65,8.125
"Sunrisers Hyderabad","Dale Steyn","Punjab Kings","Sharjah Cricket Stadium",26,0,24,"All",Inf,6.5
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals","Feroz Shah Kotla",23,1,24,"All",23,5.75
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals","Rajiv Gandhi International Stadium",17,2,24,"All",8.5,4.25
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals","Sardar Patel Stadium",31,2,24,"All",15.5,7.75
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals","Sawai Mansingh Stadium",15,1,24,"All",15,3.75
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals","Sheikh Zayed Stadium",29,2,24,"All",14.5,7.25
"Sunrisers Hyderabad","Dale Steyn","Royal Challengers Bangalore","M Chinnaswamy Stadium",55,0,48,"All",Inf,6.875
"Sunrisers Hyderabad","Dale Steyn","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",77,1,54,"All",77,8.55555555555556
"Sunrisers Hyderabad","Daren Sammy","Chennai Super Kings","JSCA International Stadium Complex",11,0,6,"All",Inf,11
"Sunrisers Hyderabad","Daren Sammy","Chennai Super Kings","MA Chidambaram Stadium",31,0,18,"All",Inf,10.3333333333333
"Sunrisers Hyderabad","Daren Sammy","Chennai Super Kings","Rajiv Gandhi International Stadium",33,0,12,"All",Inf,16.5
"Sunrisers Hyderabad","Daren Sammy","Delhi Capitals","Dubai International Cricket Stadium",34,1,18,"All",34,11.3333333333333
"Sunrisers Hyderabad","Daren Sammy","Delhi Capitals","Rajiv Gandhi International Stadium",10,2,18,"All",5,3.33333333333333
"Sunrisers Hyderabad","Daren Sammy","Kolkata Knight Riders","Rajiv Gandhi International Stadium",16,0,12,"All",Inf,8
"Sunrisers Hyderabad","Daren Sammy","Mumbai Indians","Dubai International Cricket Stadium",20,1,12,"All",20,10
"Sunrisers Hyderabad","Daren Sammy","Mumbai Indians","Wankhede Stadium",15,0,12,"All",Inf,7.5
"Sunrisers Hyderabad","Daren Sammy","Punjab Kings","Punjab Cricket Association Stadium",22,4,24,"All",5.5,5.5
"Sunrisers Hyderabad","Daren Sammy","Punjab Kings","Sharjah Cricket Stadium",22,1,12,"All",22,11
"Sunrisers Hyderabad","Daren Sammy","Rajasthan Royals","Feroz Shah Kotla",27,2,20,"All",13.5,8.1
"Sunrisers Hyderabad","Daren Sammy","Rajasthan Royals","Rajiv Gandhi International Stadium",4,0,6,"All",Inf,4
"Sunrisers Hyderabad","Daren Sammy","Rajasthan Royals","Sawai Mansingh Stadium",17,0,18,"All",Inf,5.66666666666667
"Sunrisers Hyderabad","Daren Sammy","Rajasthan Royals","Sheikh Zayed Stadium",19,0,12,"All",Inf,9.5
"Sunrisers Hyderabad","Daren Sammy","Royal Challengers Bangalore","M Chinnaswamy Stadium",25,0,12,"All",Inf,12.5
"Sunrisers Hyderabad","Daren Sammy","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",19,0,6,"All",Inf,19
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Dubai International Cricket Stadium",2,0,1,"All",Inf,12
"Sunrisers Hyderabad","Deepak Hooda","Chennai Super Kings","Rajiv Gandhi International Stadium",8,0,6,"All",Inf,8
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",13,1,6,"All",13,13
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals","Rajiv Gandhi International Stadium",13,0,12,"All",Inf,6.5
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",16,0,12,"All",Inf,8
"Sunrisers Hyderabad","Deepak Hooda","Gujarat Lions","Saurashtra Cricket Association Stadium",22,1,18,"All",22,7.33333333333333
"Sunrisers Hyderabad","Deepak Hooda","Kolkata Knight Riders","Eden Gardens",16,2,12,"All",8,8
"Sunrisers Hyderabad","Deepak Hooda","Kolkata Knight Riders","Feroz Shah Kotla",8,0,6,"All",Inf,8
"Sunrisers Hyderabad","Deepak Hooda","Mumbai Indians","Wankhede Stadium",18,1,12,"All",18,9
"Sunrisers Hyderabad","Deepak Hooda","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",33,0,18,"All",Inf,11
"Sunrisers Hyderabad","Deepak Hooda","Punjab Kings","Rajiv Gandhi International Stadium",30,0,24,"All",Inf,7.5
"Sunrisers Hyderabad","Deepak Hooda","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",7,1,6,"All",7,7
"Sunrisers Hyderabad","Fazalhaq Farooqi","Mumbai Indians","Wankhede Stadium",31,0,24,"All",Inf,7.75
"Sunrisers Hyderabad","Fazalhaq Farooqi","Punjab Kings","Wankhede Stadium",32,2,24,"All",16,8
"Sunrisers Hyderabad","Fazalhaq Farooqi","Royal Challengers Bangalore","Wankhede Stadium",47,0,24,"All",Inf,11.75
"Sunrisers Hyderabad","Hanuma Vihari","Kolkata Knight Riders","Eden Gardens",14,0,6,"All",Inf,14
"Sunrisers Hyderabad","Hanuma Vihari","Punjab Kings","Punjab Cricket Association Stadium",5,0,12,"All",Inf,2.5
"Sunrisers Hyderabad","Hanuma Vihari","Punjab Kings","Rajiv Gandhi International Stadium",2,0,6,"All",Inf,2
"Sunrisers Hyderabad","Hanuma Vihari","Royal Challengers Bangalore","M Chinnaswamy Stadium",12,0,6,"All",Inf,12
"Sunrisers Hyderabad","Hanuma Vihari","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",5,1,6,"All",5,5
"Sunrisers Hyderabad","Irfan Pathan","Chennai Super Kings","JSCA International Stadium Complex",34,0,18,"All",Inf,11.3333333333333
"Sunrisers Hyderabad","Irfan Pathan","Delhi Capitals","Feroz Shah Kotla",18,0,18,"All",Inf,6
"Sunrisers Hyderabad","Irfan Pathan","Kolkata Knight Riders","Rajiv Gandhi International Stadium",20,0,18,"All",Inf,6.66666666666667
"Sunrisers Hyderabad","Irfan Pathan","Mumbai Indians","Dubai International Cricket Stadium",10,2,12,"All",5,5
"Sunrisers Hyderabad","Irfan Pathan","Mumbai Indians","Rajiv Gandhi International Stadium",29,0,12,"All",Inf,14.5
"Sunrisers Hyderabad","Irfan Pathan","Punjab Kings","Rajiv Gandhi International Stadium",5,0,6,"All",Inf,5
"Sunrisers Hyderabad","Irfan Pathan","Punjab Kings","Sharjah Cricket Stadium",28,0,12,"All",Inf,14
"Sunrisers Hyderabad","Irfan Pathan","Rajasthan Royals","Sardar Patel Stadium",8,1,11,"All",8,4.36363636363636
"Sunrisers Hyderabad","Irfan Pathan","Royal Challengers Bangalore","M Chinnaswamy Stadium",25,0,17,"All",Inf,8.82352941176471
"Sunrisers Hyderabad","Irfan Pathan","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",28,1,18,"All",28,9.33333333333333
"Sunrisers Hyderabad","Ishant Sharma","Chennai Super Kings","MA Chidambaram Stadium",80,1,42,"All",80,11.4285714285714
"Sunrisers Hyderabad","Ishant Sharma","Chennai Super Kings","Rajiv Gandhi International Stadium",66,0,24,"All",Inf,16.5
"Sunrisers Hyderabad","Ishant Sharma","Chennai Super Kings","Sharjah Cricket Stadium",37,2,24,"All",18.5,9.25
"Sunrisers Hyderabad","Ishant Sharma","Delhi Capitals","Feroz Shah Kotla",35,2,24,"All",17.5,8.75
