"Bowler","Season","Striker","Runs","Wickets","Balls","Stadium","Bowling_Team","Batting_Team","Average","Economy"
"Joginder Sharma",2008,"Irfan Pathan",1,0,2,"All","All","All",Inf,3
"Joginder Sharma",2008,"Ishant Sharma",3,0,2,"All","All","All",Inf,9
"Joginder Sharma",2008,"Jacques Kallis",7,1,5,"All","All","All",7,8.4
"Joginder Sharma",2008,"James Hopes",10,0,4,"All","All","All",Inf,15
"Joginder Sharma",2008,"Kumar Sangakkara",26,0,11,"All","All","All",Inf,14.1818181818182
"Joginder Sharma",2008,"Laxmi Shukla",22,0,14,"All","All","All",Inf,9.42857142857143
"Joginder Sharma",2008,"Mark Boucher",1,0,3,"All","All","All",Inf,2
"Joginder Sharma",2008,"Mohammad Hafeez",4,0,4,"All","All","All",Inf,6
"Joginder Sharma",2008,"Musavir Khote",3,0,3,"All","All","All",Inf,6
"Joginder Sharma",2008,"Robin Uthappa",19,1,17,"All","All","All",19,6.70588235294118
"Joginder Sharma",2008,"Rohit Sharma",10,0,5,"All","All","All",Inf,12
"Joginder Sharma",2008,"Ross Taylor",9,0,7,"All","All","All",Inf,7.71428571428572
"Joginder Sharma",2008,"Sachin Tendulkar",1,1,2,"All","All","All",1,3
"Joginder Sharma",2008,"Sanath Jayasuriya",12,0,6,"All","All","All",Inf,12
"Joginder Sharma",2008,"Scott Styris",7,0,5,"All","All","All",Inf,8.4
"Joginder Sharma",2008,"Shahid Afridi",20,0,5,"All","All","All",Inf,24
"Joginder Sharma",2008,"Shaun Pollock",4,0,4,"All","All","All",Inf,6
"Joginder Sharma",2008,"Simon Katich",9,0,5,"All","All","All",Inf,10.8
"Joginder Sharma",2008,"Sourav Ganguly",0,1,2,"All","All","All",0,0
"Joginder Sharma",2008,"Virender Sehwag",20,1,7,"All","All","All",20,17.1428571428571
"Joginder Sharma",2008,"Wasim Jaffer",8,0,3,"All","All","All",Inf,16
"Joginder Sharma",2008,"Yuvraj Singh",1,1,2,"All","All","All",1,3
"Joginder Sharma",2009,"AB de Villiers",2,0,2,"All","All","All",Inf,6
"Joginder Sharma",2009,"Abhishek Nayar",1,0,1,"All","All","All",Inf,6
"Joginder Sharma",2009,"Dwayne Bravo",0,1,2,"All","All","All",0,0
"Joginder Sharma",2009,"Herschelle Gibbs",6,0,3,"All","All","All",Inf,12
"Joginder Sharma",2009,"Jean-Paul Duminy",7,0,4,"All","All","All",Inf,10.5
"Joginder Sharma",2009,"Rahul Dravid",2,0,3,"All","All","All",Inf,4
"Joginder Sharma",2009,"Rohit Sharma",8,0,3,"All","All","All",Inf,16
"Joginder Sharma",2009,"Sachin Tendulkar",7,0,9,"All","All","All",Inf,4.66666666666667
"Joginder Sharma",2009,"Shikhar Dhawan",10,0,8,"All","All","All",Inf,7.5
"Joginder Sharma",2009,"Tillakaratne Dilshan",6,0,4,"All","All","All",Inf,9
"Joginder Sharma",2009,"Virat Kohli",8,1,3,"All","All","All",8,16
"Joginder Sharma",2010,"David Warner",0,0,1,"All","All","All",NA,0
"Joginder Sharma",2010,"Dinesh Karthik",2,1,2,"All","All","All",2,6
"Joginder Sharma",2010,"Faiz Fazal",8,0,5,"All","All","All",Inf,9.6
"Joginder Sharma",2010,"Kieron Pollard",5,0,3,"All","All","All",Inf,10
"Joginder Sharma",2010,"Mithun Manhas",3,0,5,"All","All","All",Inf,3.6
"Joginder Sharma",2010,"Naman Ojha",15,0,7,"All","All","All",Inf,12.8571428571429
"Joginder Sharma",2010,"Rajagopal Sathish",0,1,1,"All","All","All",0,0
"Joginder Sharma",2010,"Rajat Bhatia",15,0,5,"All","All","All",Inf,18
"Joginder Sharma",2010,"Sachin Tendulkar",3,0,4,"All","All","All",Inf,4.5
"Joginder Sharma",2010,"Shikhar Dhawan",15,0,4,"All","All","All",Inf,22.5
"Joginder Sharma",2010,"Tillakaratne Dilshan",5,0,5,"All","All","All",Inf,6
"Joginder Sharma",2010,"Virender Sehwag",18,0,6,"All","All","All",Inf,18
"Joginder Sharma",2011,"Ambati Rayudu",7,0,7,"All","All","All",Inf,6
"Joginder Sharma",2011,"Andrew Symonds",7,0,2,"All","All","All",Inf,21
"Joginder Sharma",2011,"Rohit Sharma",20,0,9,"All","All","All",Inf,13.3333333333333
"Johan Botha",2009,"AB de Villiers",10,0,8,"All","All","All",Inf,7.5
"Johan Botha",2009,"Abhishek Nayar",16,0,7,"All","All","All",Inf,13.7142857142857
"Johan Botha",2009,"Ajit Agarkar",3,0,3,"All","All","All",Inf,6
"Johan Botha",2009,"Brad Hodge",0,1,1,"All","All","All",0,0
"Johan Botha",2009,"David Hussey",0,1,1,"All","All","All",0,0
"Johan Botha",2009,"Dhawal Kulkarni",2,0,2,"All","All","All",Inf,6
"Johan Botha",2009,"Dinesh Karthik",2,0,2,"All","All","All",Inf,6
"Johan Botha",2009,"Harbhajan Singh",2,0,3,"All","All","All",Inf,4
"Johan Botha",2009,"Laxmi Shukla",15,0,14,"All","All","All",Inf,6.42857142857143
"Johan Botha",2009,"Sachin Tendulkar",2,0,3,"All","All","All",Inf,4
"Johan Botha",2009,"Sanath Jayasuriya",10,0,9,"All","All","All",Inf,6.66666666666667
"Johan Botha",2009,"Shoaib Shaikh",1,0,5,"All","All","All",Inf,1.2
"Johan Botha",2009,"Tillakaratne Dilshan",11,1,14,"All","All","All",11,4.71428571428571
"Johan Botha",2011,"Aaron Finch",6,0,4,"All","All","All",Inf,9
"Johan Botha",2011,"Andrew Symonds",1,1,3,"All","All","All",1,2
"Johan Botha",2011,"Brad Hodge",4,0,4,"All","All","All",Inf,6
"Johan Botha",2011,"Chris Gayle",21,0,13,"All","All","All",Inf,9.69230769230769
"Johan Botha",2011,"Dan Christian",14,0,7,"All","All","All",Inf,12
"Johan Botha",2011,"David Warner",12,0,10,"All","All","All",Inf,7.2
"Johan Botha",2011,"Dwaraka Ravi Teja",3,0,2,"All","All","All",Inf,9
"Johan Botha",2011,"Gautam Gambhir",8,0,6,"All","All","All",Inf,8
"Johan Botha",2011,"Harbhajan Singh",1,0,1,"All","All","All",Inf,6
"Johan Botha",2011,"Ishank Jaggi",9,0,7,"All","All","All",Inf,7.71428571428572
"Johan Botha",2011,"Jacques Kallis",5,0,6,"All","All","All",Inf,5
"Johan Botha",2011,"James Franklin",5,0,2,"All","All","All",Inf,15
"Johan Botha",2011,"Jean-Paul Duminy",3,0,5,"All","All","All",Inf,3.6
"Johan Botha",2011,"Jesse Ryder",13,1,10,"All","All","All",13,7.8
"Johan Botha",2011,"Kieron Pollard",3,1,5,"All","All","All",3,3.6
"Johan Botha",2011,"Lasith Malinga",1,0,3,"All","All","All",Inf,2
"Johan Botha",2011,"MS Dhoni",2,0,4,"All","All","All",Inf,3
"Johan Botha",2011,"Mahela Jayawardene",0,1,1,"All","All","All",0,0
"Johan Botha",2011,"Manish Pandey",7,0,9,"All","All","All",Inf,4.66666666666667
"Johan Botha",2011,"Michael Hussey",12,1,17,"All","All","All",12,4.23529411764706
"Johan Botha",2011,"Murali Vijay",14,1,10,"All","All","All",14,8.4
"Johan Botha",2011,"Parthiv Patel",11,0,14,"All","All","All",Inf,4.71428571428571
"Johan Botha",2011,"Rajagopal Sathish",3,1,3,"All","All","All",3,6
"Johan Botha",2011,"Ravindra Jadeja",4,0,5,"All","All","All",Inf,4.8
"Johan Botha",2011,"Rohit Sharma",14,0,15,"All","All","All",Inf,5.6
"Johan Botha",2011,"Sachin Tendulkar",2,0,4,"All","All","All",Inf,3
"Johan Botha",2011,"Shikhar Dhawan",2,0,3,"All","All","All",Inf,4
"Johan Botha",2011,"Suresh Raina",17,0,17,"All","All","All",Inf,6
"Johan Botha",2011,"Tillakaratne Dilshan",15,0,7,"All","All","All",Inf,12.8571428571429
"Johan Botha",2011,"Venugopal Rao",18,0,10,"All","All","All",Inf,10.8
"Johan Botha",2011,"Virat Kohli",6,0,4,"All","All","All",Inf,9
"Johan Botha",2011,"Yuvraj Singh",3,0,5,"All","All","All",Inf,3.6
"Johan Botha",2012,"Abhishek Nayar",3,0,2,"All","All","All",Inf,9
"Johan Botha",2012,"Adam Gilchrist",14,0,8,"All","All","All",Inf,10.5
"Johan Botha",2012,"Akshath Reddy",19,0,11,"All","All","All",Inf,10.3636363636364
"Johan Botha",2012,"Angelo Mathews",16,0,13,"All","All","All",Inf,7.38461538461539
"Johan Botha",2012,"Anustup Majumdar",4,1,2,"All","All","All",4,12
"Johan Botha",2012,"Azhar Mahmood",2,0,5,"All","All","All",Inf,2.4
"Johan Botha",2012,"Bhuvneshwar Kumar",1,0,1,"All","All","All",Inf,6
"Johan Botha",2012,"Bipul Sharma",1,0,1,"All","All","All",Inf,6
"Johan Botha",2012,"Callum Ferguson",1,1,3,"All","All","All",1,2
"Johan Botha",2012,"Chris Gayle",1,0,3,"All","All","All",Inf,2
"Johan Botha",2012,"Dan Christian",5,0,4,"All","All","All",Inf,7.5
"Johan Botha",2012,"Dwayne Bravo",7,0,8,"All","All","All",Inf,5.25
"Johan Botha",2012,"Gautam Gambhir",9,0,5,"All","All","All",Inf,10.8
"Johan Botha",2012,"Gurkeerat Singh Mann",11,1,9,"All","All","All",11,7.33333333333333
"Johan Botha",2012,"Jacques Kallis",8,1,12,"All","All","All",8,4
"Johan Botha",2012,"James Faulkner",2,0,3,"All","All","All",Inf,4
"Johan Botha",2012,"Jean-Paul Duminy",12,0,14,"All","All","All",Inf,5.14285714285714
"Johan Botha",2012,"Kieron Pollard",22,0,6,"All","All","All",Inf,22
"Johan Botha",2012,"Kumar Sangakkara",7,0,6,"All","All","All",Inf,7
"Johan Botha",2012,"Laxmi Shukla",1,0,1,"All","All","All",Inf,6
"Johan Botha",2012,"MS Dhoni",6,0,4,"All","All","All",Inf,9
"Johan Botha",2012,"Mandeep Singh",11,0,5,"All","All","All",Inf,13.2
"Johan Botha",2012,"Manoj Tiwary",26,1,21,"All","All","All",26,7.42857142857143
"Johan Botha",2012,"Manvinder Bisla",2,0,3,"All","All","All",Inf,4
"Johan Botha",2012,"Mayank Agarwal",23,0,9,"All","All","All",Inf,15.3333333333333
"Johan Botha",2012,"Michael Clarke",1,0,2,"All","All","All",Inf,3
"Johan Botha",2012,"Michael Hussey",8,0,10,"All","All","All",Inf,4.8
"Johan Botha",2012,"Mohammad Kaif",3,1,7,"All","All","All",3,2.57142857142857
"Johan Botha",2012,"Nitin Saini",1,0,3,"All","All","All",Inf,2
"Johan Botha",2012,"Parthiv Patel",4,0,2,"All","All","All",Inf,12
"Johan Botha",2012,"Paul Valthaty",6,0,4,"All","All","All",Inf,9
"Johan Botha",2012,"Piyush Chawla",3,0,4,"All","All","All",Inf,4.5
"Johan Botha",2012,"Rajat Bhatia",2,0,3,"All","All","All",Inf,4
"Johan Botha",2012,"Ravindra Jadeja",2,0,2,"All","All","All",Inf,6
"Johan Botha",2012,"Robin Uthappa",1,0,2,"All","All","All",Inf,3
"Johan Botha",2012,"Saurabh Tiwary",1,0,1,"All","All","All",Inf,6
"Johan Botha",2012,"Shaun Marsh",3,1,4,"All","All","All",3,4.5
"Johan Botha",2012,"Shikhar Dhawan",12,1,11,"All","All","All",12,6.54545454545454
"Johan Botha",2012,"Sourav Ganguly",6,0,4,"All","All","All",Inf,9
"Johan Botha",2012,"Steven Smith",20,1,21,"All","All","All",20,5.71428571428571
"Johan Botha",2012,"Vinay Kumar",2,0,3,"All","All","All",Inf,4
"Johan Botha",2012,"Yusuf Pathan",8,0,3,"All","All","All",Inf,16
"Johan Botha",2012,"Zaheer Khan",0,0,1,"All","All","All",NA,0
"Johan Botha",2013,"Ashish Reddy",0,0,2,"All","All","All",NA,0
"Johan Botha",2013,"Daren Sammy",3,0,6,"All","All","All",Inf,3
"Johan Botha",2013,"David Hussey",3,0,4,"All","All","All",Inf,4.5
"Johan Botha",2013,"David Miller",10,0,9,"All","All","All",Inf,6.66666666666667
"Johan Botha",2013,"Eoin Morgan",7,0,7,"All","All","All",Inf,6
"Johan Botha",2013,"Gautam Gambhir",8,1,7,"All","All","All",8,6.85714285714286
"Johan Botha",2013,"Hanuma Vihari",6,0,7,"All","All","All",Inf,5.14285714285714
"Johan Botha",2013,"Kumar Sangakkara",10,2,15,"All","All","All",5,4
"Johan Botha",2013,"Luke Pomersbach",4,0,3,"All","All","All",Inf,8
"Johan Botha",2013,"Manan Vohra",5,1,5,"All","All","All",5,6
"Johan Botha",2013,"Mandeep Singh",1,0,3,"All","All","All",Inf,2
"Johan Botha",2013,"Manoj Tiwary",6,0,7,"All","All","All",Inf,5.14285714285714
"Johan Botha",2013,"Michael Hussey",9,0,6,"All","All","All",Inf,9
"Johan Botha",2013,"Murali Vijay",11,0,3,"All","All","All",Inf,22
"Johan Botha",2013,"Parthiv Patel",3,0,5,"All","All","All",Inf,3.6
"Johan Botha",2013,"Rahul Dravid",1,0,1,"All","All","All",Inf,6
"Johan Botha",2013,"Shikhar Dhawan",0,1,1,"All","All","All",0,0
"Johan Botha",2013,"Stuart Binny",18,0,5,"All","All","All",Inf,21.6
"Johan Botha",2013,"Suresh Raina",3,0,3,"All","All","All",Inf,6
"Johan Botha",2013,"Yusuf Pathan",1,0,1,"All","All","All",Inf,6
"Johan Botha",2015,"David Warner",18,0,14,"All","All","All",Inf,7.71428571428572
"Johan Botha",2015,"Eoin Morgan",2,0,4,"All","All","All",Inf,3
"Johan Botha",2015,"Jean-Paul Duminy",6,0,3,"All","All","All",Inf,12
"Johan Botha",2015,"Karn Sharma",23,1,9,"All","All","All",23,15.3333333333333
"Johan Botha",2015,"Kedar Jadhav",8,0,3,"All","All","All",Inf,16
"Johan Botha",2015,"Manan Vohra",7,0,3,"All","All","All",Inf,14
"Johan Botha",2015,"Moises Henriques",4,0,4,"All","All","All",Inf,6
"Johan Botha",2015,"Murali Vijay",2,0,3,"All","All","All",Inf,4
"Johan Botha",2015,"Praveen Kumar",2,0,3,"All","All","All",Inf,4
"Johan Botha",2015,"Shikhar Dhawan",9,0,14,"All","All","All",Inf,3.85714285714286
"Johan van der Wath",2011,"Adam Gilchrist",10,0,5,"All","All","All",Inf,12
"Johan van der Wath",2011,"Albie Morkel",1,1,2,"All","All","All",1,3
"Johan van der Wath",2011,"Bharat Chipli",2,0,4,"All","All","All",Inf,3
"Johan van der Wath",2011,"Jean-Paul Duminy",11,0,7,"All","All","All",Inf,9.42857142857143
"Johan van der Wath",2011,"Kumar Sangakkara",1,1,3,"All","All","All",1,2
"Johan van der Wath",2011,"Michael Hussey",22,0,12,"All","All","All",Inf,11
"Johan van der Wath",2011,"Murali Vijay",14,0,4,"All","All","All",Inf,21
"Johan van der Wath",2011,"Paul Valthaty",5,0,6,"All","All","All",Inf,5
"Johan van der Wath",2011,"S Badrinath",5,1,3,"All","All","All",5,10
"Johan van der Wath",2011,"Shaun Marsh",35,0,13,"All","All","All",Inf,16.1538461538462
"Johan van der Wath",2011,"Shikhar Dhawan",11,0,4,"All","All","All",Inf,16.5
"Johan van der Wath",2011,"Sunny Sohal",5,0,6,"All","All","All",Inf,5
"Johan van der Wath",2011,"Suresh Raina",7,0,3,"All","All","All",Inf,14
"John Hastings",2014,"David Warner",27,1,11,"All","All","All",27,14.7272727272727
"John Hastings",2014,"Naman Ojha",1,0,3,"All","All","All",Inf,2
"John Hastings",2014,"Shikhar Dhawan",1,0,4,"All","All","All",Inf,1.5
"John Hastings",2016,"Jos Buttler",5,0,8,"All","All","All",Inf,3.75
"John Hastings",2016,"Karun Nair",0,1,5,"All","All","All",0,0
"John Hastings",2016,"Mayank Agarwal",1,0,4,"All","All","All",Inf,1.5
"John Hastings",2016,"Nathan Coulter-Nile",1,0,1,"All","All","All",Inf,6
"John Hastings",2016,"Parthiv Patel",9,0,6,"All","All","All",Inf,9
"John Hastings",2016,"Pawan Negi",0,0,3,"All","All","All",NA,0
"John Hastings",2016,"Rohit Sharma",17,0,10,"All","All","All",Inf,10.2
"John Hastings",2016,"Zaheer Khan",4,1,3,"All","All","All",4,8
"Josh Hazlewood",2020,"Ben Stokes",5,0,4,"All","All","All",Inf,7.5
"Josh Hazlewood",2020,"Ishan Kishan",17,0,12,"All","All","All",Inf,8.5
"Josh Hazlewood",2020,"Jos Buttler",9,0,8,"All","All","All",Inf,6.75
"Josh Hazlewood",2020,"Marcus Stoinis",5,0,3,"All","All","All",Inf,10
"Josh Hazlewood",2020,"Prithvi Shaw",5,0,5,"All","All","All",Inf,6
"Josh Hazlewood",2020,"Rishabh Pant",15,0,8,"All","All","All",Inf,11.25
"Josh Hazlewood",2020,"Robin Uthappa",3,1,4,"All","All","All",3,4.5
"Josh Hazlewood",2020,"Shikhar Dhawan",2,0,7,"All","All","All",Inf,1.71428571428571
"Josh Hazlewood",2020,"Shreyas Iyer",1,0,1,"All","All","All",Inf,6
"Josh Hazlewood",2020,"Steven Smith",2,0,8,"All","All","All",Inf,1.5
"Josh Hazlewood",2021,"AB de Villiers",2,0,2,"All","All","All",Inf,6
"Josh Hazlewood",2021,"Abdul Samad",9,1,6,"All","All","All",9,9
"Josh Hazlewood",2021,"Abhishek Sharma",6,1,4,"All","All","All",6,9
"Josh Hazlewood",2021,"Adam Milne",2,0,4,"All","All","All",Inf,3
"Josh Hazlewood",2021,"Andre Russell",2,0,3,"All","All","All",Inf,4
"Josh Hazlewood",2021,"Anmolpreet Singh",15,0,8,"All","All","All",Inf,11.25
"Josh Hazlewood",2021,"Axar Patel",1,0,4,"All","All","All",Inf,1.5
"Josh Hazlewood",2021,"Devdutt Padikkal",21,0,11,"All","All","All",Inf,11.4545454545455
"Josh Hazlewood",2021,"Dinesh Karthik",6,1,3,"All","All","All",6,12
"Josh Hazlewood",2021,"Eoin Morgan",1,2,6,"All","All","All",0.5,1
"Josh Hazlewood",2021,"Jason Holder",1,0,1,"All","All","All",Inf,6
"Josh Hazlewood",2021,"Jason Roy",0,1,4,"All","All","All",0,0
"Josh Hazlewood",2021,"KL Rahul",20,0,12,"All","All","All",Inf,10
"Josh Hazlewood",2021,"Kane Williamson",5,0,2,"All","All","All",Inf,15
"Josh Hazlewood",2021,"Kieron Pollard",0,1,1,"All","All","All",0,0
"Josh Hazlewood",2021,"Krunal Pandya",2,0,2,"All","All","All",Inf,6
"Josh Hazlewood",2021,"Lockie Ferguson",1,0,1,"All","All","All",Inf,6
"Josh Hazlewood",2021,"M Shahrukh Khan",0,0,3,"All","All","All",NA,0
"Josh Hazlewood",2021,"Mayank Agarwal",2,0,3,"All","All","All",Inf,4
"Josh Hazlewood",2021,"Nitish Rana",15,0,6,"All","All","All",Inf,15
"Josh Hazlewood",2021,"Prithvi Shaw",23,0,12,"All","All","All",Inf,11.5
"Josh Hazlewood",2021,"Quinton de Kock",11,0,4,"All","All","All",Inf,16.5
"Josh Hazlewood",2021,"Rahul Tripathi",8,0,5,"All","All","All",Inf,9.6
"Josh Hazlewood",2021,"Rashid Khan",1,0,1,"All","All","All",Inf,6
"Josh Hazlewood",2021,"Rishabh Pant",7,0,5,"All","All","All",Inf,8.4
"Josh Hazlewood",2021,"Sanju Samson",6,0,5,"All","All","All",Inf,7.2
"Josh Hazlewood",2021,"Saurabh Tiwary",4,0,5,"All","All","All",Inf,4.8
"Josh Hazlewood",2021,"Shikhar Dhawan",9,1,10,"All","All","All",9,5.4
"Josh Hazlewood",2021,"Shimron Hetmyer",14,0,6,"All","All","All",Inf,14
"Josh Hazlewood",2021,"Shivam Dube",10,0,7,"All","All","All",Inf,8.57142857142857
"Josh Hazlewood",2021,"Shivam Mavi",1,0,2,"All","All","All",Inf,3
"Josh Hazlewood",2021,"Shreyas Iyer",2,2,11,"All","All","All",1,1.09090909090909
"Josh Hazlewood",2021,"Shubman Gill",10,0,6,"All","All","All",Inf,10
"Josh Hazlewood",2021,"Sunil Narine",3,1,3,"All","All","All",3,6
"Josh Hazlewood",2021,"Venkatesh Iyer",22,0,13,"All","All","All",Inf,10.1538461538462
"Josh Hazlewood",2021,"Virat Kohli",11,0,11,"All","All","All",Inf,6
"Josh Hazlewood",2021,"Wriddhiman Saha",2,0,6,"All","All","All",Inf,2
"Josh Hazlewood",2021,"Yashasvi Jaiswal",38,0,12,"All","All","All",Inf,19
"Josh Hazlewood",2022,"Abhishek Sharma",25,0,13,"All","All","All",Inf,11.5384615384615
"Josh Hazlewood",2022,"Aiden Markram",1,0,7,"All","All","All",Inf,0.857142857142857
"Josh Hazlewood",2022,"Axar Patel",6,0,3,"All","All","All",Inf,12
"Josh Hazlewood",2022,"Ayush Badoni",2,1,2,"All","All","All",2,6
"Josh Hazlewood",2022,"Bhuvneshwar Kumar",6,0,5,"All","All","All",Inf,7.2
"Josh Hazlewood",2022,"Daryl Mitchell",0,1,7,"All","All","All",0,0
"Josh Hazlewood",2022,"David Miller",10,0,3,"All","All","All",Inf,20
"Josh Hazlewood",2022,"David Warner",13,0,8,"All","All","All",Inf,9.75
"Josh Hazlewood",2022,"Deepak Hooda",11,0,5,"All","All","All",Inf,13.2
"Josh Hazlewood",2022,"Devdutt Padikkal",3,1,5,"All","All","All",3,3.6
"Josh Hazlewood",2022,"Devon Conway",2,0,3,"All","All","All",Inf,4
"Josh Hazlewood",2022,"Dushmantha Chameera",6,0,4,"All","All","All",Inf,9
"Josh Hazlewood",2022,"Dwaine Pretorius",6,0,3,"All","All","All",Inf,12
"Josh Hazlewood",2022,"Evin Lewis",2,0,1,"All","All","All",Inf,12
"Josh Hazlewood",2022,"Fazalhaq Farooqi",1,0,2,"All","All","All",Inf,3
"Josh Hazlewood",2022,"Hardik Pandya",15,0,8,"All","All","All",Inf,11.25
"Josh Hazlewood",2022,"Jason Holder",3,0,2,"All","All","All",Inf,9
"Josh Hazlewood",2022,"Jitesh Sharma",9,0,4,"All","All","All",Inf,13.5
"Josh Hazlewood",2022,"Jonny Bairstow",21,0,6,"All","All","All",Inf,21
"Josh Hazlewood",2022,"Jos Buttler",24,1,20,"All","All","All",24,7.2
"Josh Hazlewood",2022,"KL Rahul",25,1,17,"All","All","All",25,8.82352941176471
"Josh Hazlewood",2022,"Kane Williamson",6,0,5,"All","All","All",Inf,7.2
"Josh Hazlewood",2022,"Kartik Tyagi",0,1,1,"All","All","All",0,0
"Josh Hazlewood",2022,"Krunal Pandya",0,1,1,"All","All","All",0,0
"Josh Hazlewood",2022,"Kuldeep Yadav",1,0,2,"All","All","All",Inf,3
"Josh Hazlewood",2022,"Lalit Yadav",2,1,4,"All","All","All",2,3
"Josh Hazlewood",2022,"Liam Livingstone",26,0,8,"All","All","All",Inf,19.5
"Josh Hazlewood",2022,"MS Dhoni",1,1,2,"All","All","All",1,3
"Josh Hazlewood",2022,"Manan Vohra",11,1,5,"All","All","All",11,13.2
"Josh Hazlewood",2022,"Manish Pandey",1,1,4,"All","All","All",1,1.5
"Josh Hazlewood",2022,"Marcus Stoinis",6,1,5,"All","All","All",6,7.2
"Josh Hazlewood",2022,"Matthew Wade",15,0,9,"All","All","All",Inf,10
"Josh Hazlewood",2022,"Mitchell Marsh",1,0,1,"All","All","All",Inf,6
"Josh Hazlewood",2022,"Moeen Ali",4,0,7,"All","All","All",Inf,3.42857142857143
"Josh Hazlewood",2022,"Prasidh Krishna",0,0,2,"All","All","All",NA,0
"Josh Hazlewood",2022,"Prithvi Shaw",4,0,3,"All","All","All",Inf,8
"Josh Hazlewood",2022,"Quinton de Kock",1,1,2,"All","All","All",1,3
"Josh Hazlewood",2022,"Rahul Tewatia",17,1,7,"All","All","All",17,14.5714285714286
"Josh Hazlewood",2022,"Rahul Tripathi",7,1,7,"All","All","All",7,6
"Josh Hazlewood",2022,"Rashid Khan",8,0,3,"All","All","All",Inf,16
"Josh Hazlewood",2022,"Ravichandran Ashwin",1,0,1,"All","All","All",Inf,6
"Josh Hazlewood",2022,"Rishabh Pant",1,0,1,"All","All","All",Inf,6
"Josh Hazlewood",2022,"Riyan Parag",12,0,4,"All","All","All",Inf,18
"Josh Hazlewood",2022,"Robin Uthappa",9,0,9,"All","All","All",Inf,6
"Josh Hazlewood",2022,"Rovman Powell",0,1,1,"All","All","All",0,0
"Josh Hazlewood",2022,"Ruturaj Gaikwad",9,1,14,"All","All","All",9,3.85714285714286
"Josh Hazlewood",2022,"Sanju Samson",1,0,3,"All","All","All",Inf,2
"Josh Hazlewood",2022,"Shardul Thakur",0,1,1,"All","All","All",0,0
"Josh Hazlewood",2022,"Shashank Singh",2,0,2,"All","All","All",Inf,6
"Josh Hazlewood",2022,"Shikhar Dhawan",8,0,6,"All","All","All",Inf,8
"Josh Hazlewood",2022,"Shimron Hetmyer",1,0,5,"All","All","All",Inf,1.2
"Josh Hazlewood",2022,"Shivam Dube",19,0,8,"All","All","All",Inf,14.25
"Josh Hazlewood",2022,"Shubman Gill",3,1,6,"All","All","All",3,3
"Josh Hazlewood",2022,"Simarjeet Singh",2,0,2,"All","All","All",Inf,6
"Josh Hazlewood",2022,"Wriddhiman Saha",7,0,9,"All","All","All",Inf,4.66666666666667
"Josh Hazlewood",2022,"Yashasvi Jaiswal",0,1,1,"All","All","All",0,0
"Junior Dala",2018,"AB de Villiers",1,0,1,"All","All","All",Inf,6
"Junior Dala",2018,"Mandeep Singh",8,0,6,"All","All","All",Inf,8
"Junior Dala",2018,"Virat Kohli",25,0,11,"All","All","All",Inf,13.6363636363636
"Justin Kemp",2010,"Andrew Symonds",2,0,5,"All","All","All",Inf,2.4
"Justin Kemp",2010,"Angelo Mathews",1,1,5,"All","All","All",1,1.2
"Justin Kemp",2010,"Herschelle Gibbs",12,0,7,"All","All","All",Inf,10.2857142857143
"Justin Kemp",2010,"Kumar Sangakkara",2,0,2,"All","All","All",Inf,6
"Justin Kemp",2010,"Laxmi Shukla",8,0,6,"All","All","All",Inf,8
"Justin Kemp",2010,"Mohammad Kaif",1,0,1,"All","All","All",Inf,6
"Justin Kemp",2010,"Rohan Gavaskar",1,1,5,"All","All","All",1,1.2
"Justin Kemp",2010,"Rohit Sharma",1,0,1,"All","All","All",Inf,6
"Justin Kemp",2010,"Shane Bond",1,0,1,"All","All","All",Inf,6
"Justin Kemp",2010,"Shaun Marsh",10,0,4,"All","All","All",Inf,15
"Justin Kemp",2010,"Sourav Ganguly",1,1,1,"All","All","All",1,6
"Justin Kemp",2010,"Tillakaratne Dilshan",0,0,1,"All","All","All",NA,0
"Justin Kemp",2010,"Virender Sehwag",14,0,5,"All","All","All",Inf,16.8
"KC Cariappa",2015,"AB de Villiers",15,1,5,"All","All","All",15,18
"KC Cariappa",2015,"Chris Gayle",12,0,6,"All","All","All",Inf,12
"KC Cariappa",2015,"Dinesh Karthik",1,0,1,"All","All","All",Inf,6
"KC Cariappa",2016,"AB de Villiers",7,0,6,"All","All","All",Inf,7
"KC Cariappa",2016,"Chris Gayle",12,0,5,"All","All","All",Inf,14.4
"KC Cariappa",2016,"Dinesh Karthik",1,0,2,"All","All","All",Inf,3
"KC Cariappa",2016,"Dwayne Smith",1,0,4,"All","All","All",Inf,1.5
"KC Cariappa",2016,"Ishan Kishan",7,0,7,"All","All","All",Inf,6
"KC Cariappa",2016,"James Faulkner",4,0,3,"All","All","All",Inf,8
"KC Cariappa",2016,"Jos Buttler",2,0,4,"All","All","All",Inf,3
"KC Cariappa",2016,"KL Rahul",1,1,2,"All","All","All",1,3
"KC Cariappa",2016,"Karun Nair",5,1,5,"All","All","All",5,6
"KC Cariappa",2016,"Kieron Pollard",15,0,8,"All","All","All",Inf,11.25
"KC Cariappa",2016,"Krunal Pandya",4,0,3,"All","All","All",Inf,8
"KC Cariappa",2016,"Nitish Rana",14,0,8,"All","All","All",Inf,10.5
"KC Cariappa",2016,"Quinton de Kock",14,0,8,"All","All","All",Inf,10.5
"KC Cariappa",2016,"Ravindra Jadeja",2,0,2,"All","All","All",Inf,6
