"Bowling_Team","Bowler","Batting_Team","Runs","Wickets","Balls","Season","Stadium","Average","Economy"
"Delhi Capitals","Pawan Negi","Royal Challengers Bangalore",82,1,54,"All","All",82,9.11111111111111
"Delhi Capitals","Pradeep Sangwan","Chennai Super Kings",184,6,114,"All","All",30.6666666666667,9.68421052631579
"Delhi Capitals","Pradeep Sangwan","Deccan Chargers",63,4,64,"All","All",15.75,5.90625
"Delhi Capitals","Pradeep Sangwan","Kolkata Knight Riders",120,4,84,"All","All",30,8.57142857142857
"Delhi Capitals","Pradeep Sangwan","Mumbai Indians",143,6,120,"All","All",23.8333333333333,7.15
"Delhi Capitals","Pradeep Sangwan","Punjab Kings",105,3,66,"All","All",35,9.54545454545454
"Delhi Capitals","Pradeep Sangwan","Rajasthan Royals",81,1,72,"All","All",81,6.75
"Delhi Capitals","Pradeep Sangwan","Royal Challengers Bangalore",137,5,90,"All","All",27.4,9.13333333333333
"Delhi Capitals","Praveen Dubey","Mumbai Indians",58,0,36,"All","All",Inf,9.66666666666667
"Delhi Capitals","Praveen Dubey","Sunrisers Hyderabad",14,0,12,"All","All",Inf,7
"Delhi Capitals","Rahul Sharma","Rajasthan Royals",32,0,18,"All","All",Inf,10.6666666666667
"Delhi Capitals","Rahul Sharma","Royal Challengers Bangalore",33,1,18,"All","All",33,11
"Delhi Capitals","Rahul Shukla","Rajasthan Royals",44,0,24,"All","All",Inf,11
"Delhi Capitals","Rahul Shukla","Royal Challengers Bangalore",41,1,24,"All","All",41,10.25
"Delhi Capitals","Rahul Shukla","Sunrisers Hyderabad",13,1,6,"All","All",13,13
"Delhi Capitals","Rahul Tewatia","Chennai Super Kings",43,0,24,"All","All",Inf,10.75
"Delhi Capitals","Rahul Tewatia","Kolkata Knight Riders",29,3,24,"All","All",9.66666666666667,7.25
"Delhi Capitals","Rahul Tewatia","Mumbai Indians",48,3,32,"All","All",16,9
"Delhi Capitals","Rahul Tewatia","Punjab Kings",30,1,30,"All","All",30,6
"Delhi Capitals","Rahul Tewatia","Rajasthan Royals",29,0,24,"All","All",Inf,7.25
"Delhi Capitals","Rahul Tewatia","Royal Challengers Bangalore",26,0,18,"All","All",Inf,8.66666666666667
"Delhi Capitals","Rahul Tewatia","Sunrisers Hyderabad",10,1,18,"All","All",10,3.33333333333333
"Delhi Capitals","Rajat Bhatia","Chennai Super Kings",59,3,36,"All","All",19.6666666666667,9.83333333333333
"Delhi Capitals","Rajat Bhatia","Deccan Chargers",74,6,64,"All","All",12.3333333333333,6.9375
"Delhi Capitals","Rajat Bhatia","Kolkata Knight Riders",106,2,78,"All","All",53,8.15384615384615
"Delhi Capitals","Rajat Bhatia","Mumbai Indians",66,5,60,"All","All",13.2,6.6
"Delhi Capitals","Rajat Bhatia","Punjab Kings",54,0,42,"All","All",Inf,7.71428571428572
"Delhi Capitals","Rajat Bhatia","Rajasthan Royals",17,2,24,"All","All",8.5,4.25
"Delhi Capitals","Rajat Bhatia","Royal Challengers Bangalore",85,1,54,"All","All",85,9.44444444444444
"Delhi Capitals","Ravichandran Ashwin","Chennai Super Kings",116,2,78,"All","All",58,8.92307692307692
"Delhi Capitals","Ravichandran Ashwin","Kolkata Knight Riders",122,3,77,"All","All",40.6666666666667,9.50649350649351
"Delhi Capitals","Ravichandran Ashwin","Mumbai Indians",182,5,144,"All","All",36.4,7.58333333333333
"Delhi Capitals","Ravichandran Ashwin","Punjab Kings",57,3,54,"All","All",19,6.33333333333333
"Delhi Capitals","Ravichandran Ashwin","Rajasthan Royals",73,4,90,"All","All",18.25,4.86666666666667
"Delhi Capitals","Ravichandran Ashwin","Royal Challengers Bangalore",55,2,54,"All","All",27.5,6.11111111111111
"Delhi Capitals","Ravichandran Ashwin","Sunrisers Hyderabad",117,1,77,"All","All",117,9.11688311688312
"Delhi Capitals","Ripal Patel","Royal Challengers Bangalore",22,0,18,"All","All",Inf,7.33333333333333
"Delhi Capitals","Roelof van der Merwe","Chennai Super Kings",51,1,60,"All","All",51,5.1
"Delhi Capitals","Roelof van der Merwe","Kochi Tuskers Kerala",35,4,41,"All","All",8.75,5.1219512195122
"Delhi Capitals","Roelof van der Merwe","Kolkata Knight Riders",28,2,18,"All","All",14,9.33333333333333
"Delhi Capitals","Roelof van der Merwe","Mumbai Indians",51,1,48,"All","All",51,6.375
"Delhi Capitals","Roelof van der Merwe","Punjab Kings",17,1,24,"All","All",17,4.25
"Delhi Capitals","Roelof van der Merwe","Rajasthan Royals",41,1,24,"All","All",41,10.25
"Delhi Capitals","Rovman Powell","Kolkata Knight Riders",17,0,6,"All","All",Inf,17
"Delhi Capitals","Sandeep Lamichhane","Chennai Super Kings",21,1,24,"All","All",21,5.25
"Delhi Capitals","Sandeep Lamichhane","Kolkata Knight Riders",29,1,24,"All","All",29,7.25
"Delhi Capitals","Sandeep Lamichhane","Mumbai Indians",36,3,24,"All","All",12,9
"Delhi Capitals","Sandeep Lamichhane","Punjab Kings",67,5,48,"All","All",13.4,8.375
"Delhi Capitals","Sandeep Lamichhane","Royal Challengers Bangalore",107,2,66,"All","All",53.5,9.72727272727273
"Delhi Capitals","Sandeep Lamichhane","Sunrisers Hyderabad",32,1,24,"All","All",32,8
"Delhi Capitals","Sarabjit Ladda","Deccan Chargers",20,1,12,"All","All",20,10
"Delhi Capitals","Sarabjit Ladda","Mumbai Indians",58,2,30,"All","All",29,11.6
"Delhi Capitals","Sarabjit Ladda","Rajasthan Royals",65,1,48,"All","All",65,8.125
"Delhi Capitals","Shahbaz Nadeem","Chennai Super Kings",131,1,126,"All","All",131,6.23809523809524
"Delhi Capitals","Shahbaz Nadeem","Deccan Chargers",79,4,66,"All","All",19.75,7.18181818181818
"Delhi Capitals","Shahbaz Nadeem","Gujarat Lions",83,2,54,"All","All",41.5,9.22222222222222
"Delhi Capitals","Shahbaz Nadeem","Kolkata Knight Riders",199,5,146,"All","All",39.8,8.17808219178082
"Delhi Capitals","Shahbaz Nadeem","Mumbai Indians",261,7,216,"All","All",37.2857142857143,7.25
"Delhi Capitals","Shahbaz Nadeem","Pune Warriors",156,3,120,"All","All",52,7.8
"Delhi Capitals","Shahbaz Nadeem","Punjab Kings",76,2,53,"All","All",38,8.60377358490566
"Delhi Capitals","Shahbaz Nadeem","Rajasthan Royals",222,6,174,"All","All",37,7.6551724137931
"Delhi Capitals","Shahbaz Nadeem","Rising Pune Supergiants",44,2,42,"All","All",22,6.28571428571429
"Delhi Capitals","Shahbaz Nadeem","Royal Challengers Bangalore",159,5,136,"All","All",31.8,7.01470588235294
"Delhi Capitals","Shahbaz Nadeem","Sunrisers Hyderabad",70,3,72,"All","All",23.3333333333333,5.83333333333333
"Delhi Capitals","Shardul Thakur","Chennai Super Kings",38,0,18,"All","All",Inf,12.6666666666667
"Delhi Capitals","Shardul Thakur","Gujarat Titans",42,0,24,"All","All",Inf,10.5
"Delhi Capitals","Shardul Thakur","Kolkata Knight Riders",62,2,34,"All","All",31,10.9411764705882
"Delhi Capitals","Shardul Thakur","Lucknow Super Giants",69,4,46,"All","All",17.25,9
"Delhi Capitals","Shardul Thakur","Mumbai Indians",79,2,42,"All","All",39.5,11.2857142857143
"Delhi Capitals","Shardul Thakur","Punjab Kings",56,4,36,"All","All",14,9.33333333333333
"Delhi Capitals","Shardul Thakur","Rajasthan Royals",56,0,42,"All","All",Inf,8
"Delhi Capitals","Shardul Thakur","Royal Challengers Bangalore",27,1,24,"All","All",27,6.75
"Delhi Capitals","Shardul Thakur","Sunrisers Hyderabad",44,2,24,"All","All",22,11
"Delhi Capitals","Sherfane Rutherford","Chennai Super Kings",19,0,12,"All","All",Inf,9.5
"Delhi Capitals","Sherfane Rutherford","Punjab Kings",5,0,6,"All","All",Inf,5
"Delhi Capitals","Sherfane Rutherford","Rajasthan Royals",18,0,11,"All","All",Inf,9.81818181818182
"Delhi Capitals","Sherfane Rutherford","Royal Challengers Bangalore",6,1,6,"All","All",6,6
"Delhi Capitals","Sherfane Rutherford","Sunrisers Hyderabad",11,0,6,"All","All",Inf,11
"Delhi Capitals","Shoaib Malik","Chennai Super Kings",39,0,18,"All","All",Inf,13
"Delhi Capitals","Shoaib Malik","Mumbai Indians",6,1,6,"All","All",6,6
"Delhi Capitals","Shoaib Malik","Punjab Kings",32,1,21,"All","All",32,9.14285714285714
"Delhi Capitals","Shoaib Malik","Royal Challengers Bangalore",8,0,6,"All","All",Inf,8
"Delhi Capitals","Siddarth Kaul","Chennai Super Kings",37,0,24,"All","All",Inf,9.25
"Delhi Capitals","Siddarth Kaul","Kolkata Knight Riders",29,0,18,"All","All",Inf,9.66666666666667
"Delhi Capitals","Siddarth Kaul","Mumbai Indians",21,0,12,"All","All",Inf,10.5
"Delhi Capitals","Siddarth Kaul","Pune Warriors",27,2,24,"All","All",13.5,6.75
"Delhi Capitals","Siddarth Kaul","Punjab Kings",39,0,24,"All","All",Inf,9.75
"Delhi Capitals","Siddarth Kaul","Rajasthan Royals",57,1,41,"All","All",57,8.34146341463414
"Delhi Capitals","Siddarth Kaul","Royal Challengers Bangalore",73,2,48,"All","All",36.5,9.125
"Delhi Capitals","Siddarth Kaul","Sunrisers Hyderabad",13,1,18,"All","All",13,4.33333333333333
"Delhi Capitals","Sridharan Sriram","Punjab Kings",25,0,6,"All","All",Inf,25
"Delhi Capitals","Sunny Gupta","Chennai Super Kings",47,0,18,"All","All",Inf,15.6666666666667
"Delhi Capitals","Tillakaratne Dilshan","Chennai Super Kings",72,2,55,"All","All",36,7.85454545454545
"Delhi Capitals","Tillakaratne Dilshan","Deccan Chargers",50,0,42,"All","All",Inf,7.14285714285714
"Delhi Capitals","Tillakaratne Dilshan","Kolkata Knight Riders",18,0,24,"All","All",Inf,4.5
"Delhi Capitals","Tillakaratne Dilshan","Punjab Kings",14,1,12,"All","All",14,7
"Delhi Capitals","Tillakaratne Dilshan","Rajasthan Royals",14,0,12,"All","All",Inf,7
"Delhi Capitals","Tillakaratne Dilshan","Royal Challengers Bangalore",3,1,6,"All","All",3,3
"Delhi Capitals","Tom Curran","Chennai Super Kings",69,4,46,"All","All",17.25,9
"Delhi Capitals","Tom Curran","Rajasthan Royals",35,0,22,"All","All",Inf,9.54545454545454
"Delhi Capitals","Trent Boult","Chennai Super Kings",125,3,96,"All","All",41.6666666666667,7.8125
"Delhi Capitals","Trent Boult","Kolkata Knight Riders",73,4,48,"All","All",18.25,9.125
"Delhi Capitals","Trent Boult","Mumbai Indians",114,4,72,"All","All",28.5,9.5
"Delhi Capitals","Trent Boult","Punjab Kings",55,3,41,"All","All",18.3333333333333,8.04878048780488
"Delhi Capitals","Trent Boult","Rajasthan Royals",79,5,60,"All","All",15.8,7.9
"Delhi Capitals","Trent Boult","Royal Challengers Bangalore",73,3,48,"All","All",24.3333333333333,9.125
"Delhi Capitals","Trent Boult","Sunrisers Hyderabad",110,1,65,"All","All",110,10.1538461538462
"Delhi Capitals","Tushar Deshpande","Chennai Super Kings",39,1,24,"All","All",39,9.75
"Delhi Capitals","Tushar Deshpande","Kolkata Knight Riders",40,0,24,"All","All",Inf,10
"Delhi Capitals","Tushar Deshpande","Punjab Kings",41,0,12,"All","All",Inf,20.5
"Delhi Capitals","Tushar Deshpande","Rajasthan Royals",37,2,24,"All","All",18.5,9.25
"Delhi Capitals","Tushar Deshpande","Sunrisers Hyderabad",35,0,18,"All","All",Inf,11.6666666666667
"Delhi Capitals","Umesh Yadav","Chennai Super Kings",183,6,138,"All","All",30.5,7.95652173913043
"Delhi Capitals","Umesh Yadav","Deccan Chargers",93,3,66,"All","All",31,8.45454545454546
"Delhi Capitals","Umesh Yadav","Kochi Tuskers Kerala",51,0,24,"All","All",Inf,12.75
"Delhi Capitals","Umesh Yadav","Kolkata Knight Riders",191,11,150,"All","All",17.3636363636364,7.64
"Delhi Capitals","Umesh Yadav","Mumbai Indians",121,6,102,"All","All",20.1666666666667,7.11764705882353
"Delhi Capitals","Umesh Yadav","Pune Warriors",181,3,120,"All","All",60.3333333333333,9.05
"Delhi Capitals","Umesh Yadav","Punjab Kings",97,6,90,"All","All",16.1666666666667,6.46666666666667
"Delhi Capitals","Umesh Yadav","Rajasthan Royals",136,5,108,"All","All",27.2,7.55555555555556
"Delhi Capitals","Umesh Yadav","Royal Challengers Bangalore",201,3,132,"All","All",67,9.13636363636364
"Delhi Capitals","Umesh Yadav","Sunrisers Hyderabad",59,0,35,"All","All",Inf,10.1142857142857
"Delhi Capitals","Varun Aaron","Chennai Super Kings",111,3,68,"All","All",37,9.79411764705882
"Delhi Capitals","Varun Aaron","Deccan Chargers",30,2,24,"All","All",15,7.5
"Delhi Capitals","Varun Aaron","Kolkata Knight Riders",68,1,46,"All","All",68,8.8695652173913
"Delhi Capitals","Varun Aaron","Punjab Kings",106,3,96,"All","All",35.3333333333333,6.625
"Delhi Capitals","Varun Aaron","Royal Challengers Bangalore",38,1,24,"All","All",38,9.5
"Delhi Capitals","Venugopal Rao","Deccan Chargers",12,0,6,"All","All",Inf,12
"Delhi Capitals","Venugopal Rao","Pune Warriors",14,0,6,"All","All",Inf,14
"Delhi Capitals","Venugopal Rao","Punjab Kings",13,0,6,"All","All",Inf,13
"Delhi Capitals","Venugopal Rao","Royal Challengers Bangalore",13,0,6,"All","All",Inf,13
"Delhi Capitals","Vijay Shankar","Chennai Super Kings",22,1,12,"All","All",22,11
"Delhi Capitals","Vijay Shankar","Kolkata Knight Riders",22,0,12,"All","All",Inf,11
"Delhi Capitals","Vijay Shankar","Sunrisers Hyderabad",14,0,6,"All","All",Inf,14
"Delhi Capitals","Virender Sehwag","Chennai Super Kings",99,3,60,"All","All",33,9.9
"Delhi Capitals","Virender Sehwag","Deccan Chargers",25,0,6,"All","All",Inf,25
"Delhi Capitals","Virender Sehwag","Kolkata Knight Riders",7,0,6,"All","All",Inf,7
"Delhi Capitals","Virender Sehwag","Mumbai Indians",2,1,6,"All","All",2,2
"Delhi Capitals","Virender Sehwag","Pune Warriors",9,0,6,"All","All",Inf,9
"Delhi Capitals","Virender Sehwag","Punjab Kings",25,0,12,"All","All",Inf,12.5
"Delhi Capitals","Virender Sehwag","Rajasthan Royals",38,2,28,"All","All",19,8.14285714285714
"Delhi Capitals","Virender Sehwag","Royal Challengers Bangalore",30,0,12,"All","All",Inf,15
"Delhi Capitals","Wayne Parnell","Chennai Super Kings",25,1,24,"All","All",25,6.25
"Delhi Capitals","Wayne Parnell","Kolkata Knight Riders",21,2,24,"All","All",10.5,5.25
"Delhi Capitals","Wayne Parnell","Mumbai Indians",43,2,45,"All","All",21.5,5.73333333333333
"Delhi Capitals","Wayne Parnell","Punjab Kings",42,0,22,"All","All",Inf,11.4545454545455
"Delhi Capitals","Wayne Parnell","Rajasthan Royals",35,1,24,"All","All",35,8.75
"Delhi Capitals","Wayne Parnell","Royal Challengers Bangalore",19,0,18,"All","All",Inf,6.33333333333333
"Delhi Capitals","Wayne Parnell","Sunrisers Hyderabad",38,0,24,"All","All",Inf,9.5
"Delhi Capitals","Yo Mahesh","Chennai Super Kings",71,3,48,"All","All",23.6666666666667,8.875
"Delhi Capitals","Yo Mahesh","Deccan Chargers",35,1,24,"All","All",35,8.75
"Delhi Capitals","Yo Mahesh","Kolkata Knight Riders",34,2,24,"All","All",17,8.5
"Delhi Capitals","Yo Mahesh","Mumbai Indians",69,7,48,"All","All",9.85714285714286,8.625
"Delhi Capitals","Yo Mahesh","Punjab Kings",71,3,54,"All","All",23.6666666666667,7.88888888888889
"Delhi Capitals","Yo Mahesh","Rajasthan Royals",85,2,37,"All","All",42.5,13.7837837837838
"Delhi Capitals","Yo Mahesh","Royal Challengers Bangalore",53,0,48,"All","All",Inf,6.625
"Delhi Capitals","Yogesh Nagar","Deccan Chargers",61,1,30,"All","All",61,12.2
"Delhi Capitals","Yogesh Nagar","Kochi Tuskers Kerala",15,0,6,"All","All",Inf,15
"Delhi Capitals","Yogesh Nagar","Pune Warriors",10,0,6,"All","All",Inf,10
"Delhi Capitals","Yogesh Nagar","Punjab Kings",16,0,6,"All","All",Inf,16
"Delhi Capitals","Yogesh Nagar","Royal Challengers Bangalore",23,3,18,"All","All",7.66666666666667,7.66666666666667
"Delhi Capitals","Yuvraj Singh","Chennai Super Kings",23,0,18,"All","All",Inf,7.66666666666667
"Delhi Capitals","Yuvraj Singh","Kolkata Knight Riders",14,1,12,"All","All",14,7
"Delhi Capitals","Yuvraj Singh","Mumbai Indians",5,0,6,"All","All",Inf,5
"Delhi Capitals","Yuvraj Singh","Punjab Kings",9,0,6,"All","All",Inf,9
"Delhi Capitals","Yuvraj Singh","Rajasthan Royals",11,0,6,"All","All",Inf,11
"Delhi Capitals","Yuvraj Singh","Sunrisers Hyderabad",10,0,6,"All","All",Inf,10
"Delhi Capitals","Zaheer Khan","Chennai Super Kings",9,2,24,"All","All",4.5,2.25
"Delhi Capitals","Zaheer Khan","Gujarat Lions",105,1,72,"All","All",105,8.75
"Delhi Capitals","Zaheer Khan","Kolkata Knight Riders",115,6,89,"All","All",19.1666666666667,7.75280898876404
"Delhi Capitals","Zaheer Khan","Mumbai Indians",150,3,120,"All","All",50,7.5
"Delhi Capitals","Zaheer Khan","Punjab Kings",94,4,90,"All","All",23.5,6.26666666666667
"Delhi Capitals","Zaheer Khan","Rajasthan Royals",31,0,24,"All","All",Inf,7.75
"Delhi Capitals","Zaheer Khan","Rising Pune Supergiants",64,5,60,"All","All",12.8,6.4
"Delhi Capitals","Zaheer Khan","Royal Challengers Bangalore",142,5,97,"All","All",28.4,8.78350515463917
"Delhi Capitals","Zaheer Khan","Sunrisers Hyderabad",96,1,72,"All","All",96,8
"Gujarat Lions","Andrew Tye","Mumbai Indians",43,2,30,"All","All",21.5,8.6
"Gujarat Lions","Andrew Tye","Punjab Kings",35,2,24,"All","All",17.5,8.75
"Gujarat Lions","Andrew Tye","Rising Pune Supergiants",17,5,24,"All","All",3.4,4.25
"Gujarat Lions","Andrew Tye","Royal Challengers Bangalore",46,3,48,"All","All",15.3333333333333,5.75
"Gujarat Lions","Ankit Soni","Delhi Capitals",26,0,12,"All","All",Inf,13
"Gujarat Lions","Ankit Soni","Mumbai Indians",16,1,24,"All","All",16,4
"Gujarat Lions","Ankit Soni","Punjab Kings",27,0,18,"All","All",Inf,9
"Gujarat Lions","Ankit Soni","Rising Pune Supergiants",16,0,24,"All","All",Inf,4
"Gujarat Lions","Ankit Soni","Royal Challengers Bangalore",28,1,18,"All","All",28,9.33333333333333
"Gujarat Lions","Ankit Soni","Sunrisers Hyderabad",31,0,13,"All","All",Inf,14.3076923076923
"Gujarat Lions","Basil Thampi","Delhi Capitals",83,2,46,"All","All",41.5,10.8260869565217
"Gujarat Lions","Basil Thampi","Kolkata Knight Riders",44,1,24,"All","All",44,11
"Gujarat Lions","Basil Thampi","Mumbai Indians",63,3,48,"All","All",21,7.875
"Gujarat Lions","Basil Thampi","Punjab Kings",92,1,48,"All","All",92,11.5
"Gujarat Lions","Basil Thampi","Rising Pune Supergiants",56,2,42,"All","All",28,8
"Gujarat Lions","Basil Thampi","Royal Challengers Bangalore",65,2,48,"All","All",32.5,8.125
"Gujarat Lions","Basil Thampi","Sunrisers Hyderabad",21,0,12,"All","All",Inf,10.5
"Gujarat Lions","Dale Steyn","Sunrisers Hyderabad",17,0,12,"All","All",Inf,8.5
"Gujarat Lions","Dhawal Kulkarni","Delhi Capitals",73,4,60,"All","All",18.25,7.3
"Gujarat Lions","Dhawal Kulkarni","Kolkata Knight Riders",129,2,77,"All","All",64.5,10.0519480519481
"Gujarat Lions","Dhawal Kulkarni","Mumbai Indians",60,4,48,"All","All",15,7.5
"Gujarat Lions","Dhawal Kulkarni","Punjab Kings",52,2,48,"All","All",26,6.5
"Gujarat Lions","Dhawal Kulkarni","Rising Pune Supergiants",25,0,18,"All","All",Inf,8.33333333333333
"Gujarat Lions","Dhawal Kulkarni","Royal Challengers Bangalore",123,7,90,"All","All",17.5714285714286,8.2
"Gujarat Lions","Dhawal Kulkarni","Sunrisers Hyderabad",75,2,66,"All","All",37.5,6.81818181818182
"Gujarat Lions","Dwayne Bravo","Delhi Capitals",40,1,24,"All","All",40,10
"Gujarat Lions","Dwayne Bravo","Kolkata Knight Riders",68,1,48,"All","All",68,8.5
"Gujarat Lions","Dwayne Bravo","Mumbai Indians",61,3,48,"All","All",20.3333333333333,7.625
"Gujarat Lions","Dwayne Bravo","Punjab Kings",55,6,48,"All","All",9.16666666666667,6.875
"Gujarat Lions","Dwayne Bravo","Rising Pune Supergiants",83,2,48,"All","All",41.5,10.375
"Gujarat Lions","Dwayne Bravo","Royal Challengers Bangalore",115,0,60,"All","All",Inf,11.5
"Gujarat Lions","Dwayne Bravo","Sunrisers Hyderabad",72,4,60,"All","All",18,7.2
"Gujarat Lions","Dwayne Smith","Delhi Capitals",66,0,36,"All","All",Inf,11
"Gujarat Lions","Dwayne Smith","Kolkata Knight Riders",59,5,54,"All","All",11.8,6.55555555555556
"Gujarat Lions","Dwayne Smith","Mumbai Indians",49,2,30,"All","All",24.5,9.8
"Gujarat Lions","Dwayne Smith","Punjab Kings",18,1,6,"All","All",18,18
"Gujarat Lions","Dwayne Smith","Rising Pune Supergiants",36,1,30,"All","All",36,7.2
"Gujarat Lions","Dwayne Smith","Royal Challengers Bangalore",44,0,18,"All","All",Inf,14.6666666666667
"Gujarat Lions","Dwayne Smith","Sunrisers Hyderabad",29,1,12,"All","All",29,14.5
"Gujarat Lions","Irfan Pathan","Mumbai Indians",26,0,12,"All","All",Inf,13
"Gujarat Lions","James Faulkner","Delhi Capitals",106,3,57,"All","All",35.3333333333333,11.1578947368421
"Gujarat Lions","James Faulkner","Kolkata Knight Riders",38,1,24,"All","All",38,9.5
"Gujarat Lions","James Faulkner","Mumbai Indians",74,3,48,"All","All",24.6666666666667,9.25
"Gujarat Lions","James Faulkner","Punjab Kings",101,0,60,"All","All",Inf,10.1
"Gujarat Lions","James Faulkner","Rising Pune Supergiants",67,0,41,"All","All",Inf,9.80487804878049
"Gujarat Lions","James Faulkner","Royal Challengers Bangalore",15,1,18,"All","All",15,5
"Gujarat Lions","James Faulkner","Sunrisers Hyderabad",24,0,12,"All","All",Inf,12
"Gujarat Lions","Manpreet Gony","Kolkata Knight Riders",32,0,12,"All","All",Inf,16
"Gujarat Lions","Munaf Patel","Mumbai Indians",35,1,24,"All","All",35,8.75
"Gujarat Lions","Munaf Patel","Sunrisers Hyderabad",22,0,18,"All","All",Inf,7.33333333333333
"Gujarat Lions","Nathu Singh","Punjab Kings",7,1,12,"All","All",7,3.5
