"Bowler","Season","Striker","Batting_Team","Runs","Wickets","Balls","Stadium","Bowling_Team","Average","Economy"
"Mohammed Shami",2016,"Marcus Stoinis","Punjab Kings",4,0,6,"All","All",Inf,4
"Mohammed Shami",2016,"Moises Henriques","Sunrisers Hyderabad",0,1,1,"All","All",0,0
"Mohammed Shami",2016,"Murali Vijay","Punjab Kings",9,0,4,"All","All",Inf,13.5
"Mohammed Shami",2016,"Parthiv Patel","Mumbai Indians",1,0,4,"All","All",Inf,1.5
"Mohammed Shami",2016,"Piyush Chawla","Kolkata Knight Riders",4,0,3,"All","All",Inf,8
"Mohammed Shami",2016,"Ravindra Jadeja","Gujarat Lions",13,0,9,"All","All",Inf,8.66666666666667
"Mohammed Shami",2016,"Robin Uthappa","Kolkata Knight Riders",11,0,10,"All","All",Inf,6.6
"Mohammed Shami",2016,"Rohit Sharma","Mumbai Indians",6,0,4,"All","All",Inf,9
"Mohammed Shami",2016,"Sarfaraz Khan","Royal Challengers Bangalore",1,0,2,"All","All",Inf,3
"Mohammed Shami",2016,"Shane Watson","Royal Challengers Bangalore",8,1,5,"All","All",8,9.6
"Mohammed Shami",2016,"Shikhar Dhawan","Sunrisers Hyderabad",5,0,2,"All","All",Inf,15
"Mohammed Shami",2016,"Suresh Raina","Gujarat Lions",6,0,3,"All","All",Inf,12
"Mohammed Shami",2016,"Thisara Perera","Rising Pune Supergiants",2,0,0,"All","All",Inf,Inf
"Mohammed Shami",2016,"Usman Khawaja","Rising Pune Supergiants",8,0,5,"All","All",Inf,9.6
"Mohammed Shami",2016,"Virat Kohli","Royal Challengers Bangalore",13,1,9,"All","All",13,8.66666666666667
"Mohammed Shami",2016,"Wriddhiman Saha","Punjab Kings",5,1,3,"All","All",5,10
"Mohammed Shami",2016,"Yusuf Pathan","Kolkata Knight Riders",8,0,4,"All","All",Inf,12
"Mohammed Shami",2016,"Yuvraj Singh","Sunrisers Hyderabad",2,0,3,"All","All",Inf,4
"Mohammed Shami",2017,"Aaron Finch","Gujarat Lions",6,1,5,"All","All",6,7.2
"Mohammed Shami",2017,"Ben Stokes","Rising Pune Supergiants",7,1,3,"All","All",7,14
"Mohammed Shami",2017,"Chris Gayle","Royal Challengers Bangalore",20,0,11,"All","All",Inf,10.9090909090909
"Mohammed Shami",2017,"Dan Christian","Rising Pune Supergiants",2,1,2,"All","All",2,6
"Mohammed Shami",2017,"David Warner","Sunrisers Hyderabad",4,1,2,"All","All",4,12
"Mohammed Shami",2017,"Dinesh Karthik","Gujarat Lions",26,0,10,"All","All",Inf,15.6
"Mohammed Shami",2017,"Dwayne Smith","Gujarat Lions",1,0,2,"All","All",Inf,3
"Mohammed Shami",2017,"Hashim Amla","Punjab Kings",2,0,3,"All","All",Inf,4
"Mohammed Shami",2017,"Ishan Kishan","Gujarat Lions",16,0,10,"All","All",Inf,9.6
"Mohammed Shami",2017,"James Faulkner","Gujarat Lions",3,0,3,"All","All",Inf,6
"Mohammed Shami",2017,"Kane Williamson","Sunrisers Hyderabad",6,1,5,"All","All",6,7.2
"Mohammed Shami",2017,"Kedar Jadhav","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Mohammed Shami",2017,"Kieron Pollard","Mumbai Indians",0,0,1,"All","All",NA,0
"Mohammed Shami",2017,"Lendl Simmons","Mumbai Indians",15,0,9,"All","All",Inf,10
"Mohammed Shami",2017,"Manish Pandey","Kolkata Knight Riders",16,0,10,"All","All",Inf,9.6
"Mohammed Shami",2017,"Manoj Tiwary","Rising Pune Supergiants",13,0,9,"All","All",Inf,8.66666666666667
"Mohammed Shami",2017,"Martin Guptill","Punjab Kings",17,0,9,"All","All",Inf,11.3333333333333
"Mohammed Shami",2017,"Moises Henriques","Sunrisers Hyderabad",4,0,4,"All","All",Inf,6
"Mohammed Shami",2017,"Parthiv Patel","Mumbai Indians",1,0,2,"All","All",Inf,3
"Mohammed Shami",2017,"Rahul Tripathi","Rising Pune Supergiants",1,0,1,"All","All",Inf,6
"Mohammed Shami",2017,"Ravindra Jadeja","Gujarat Lions",5,0,2,"All","All",Inf,15
"Mohammed Shami",2017,"Sachin Baby","Royal Challengers Bangalore",7,0,4,"All","All",Inf,10.5
"Mohammed Shami",2017,"Shikhar Dhawan","Sunrisers Hyderabad",4,0,2,"All","All",Inf,12
"Mohammed Shami",2017,"Steven Smith","Rising Pune Supergiants",9,0,6,"All","All",Inf,9
"Mohammed Shami",2017,"Suresh Raina","Gujarat Lions",19,0,10,"All","All",Inf,11.4
"Mohammed Shami",2017,"Virat Kohli","Royal Challengers Bangalore",1,0,2,"All","All",Inf,3
"Mohammed Shami",2017,"Vishnu Vinod","Royal Challengers Bangalore",1,0,5,"All","All",Inf,1.2
"Mohammed Shami",2017,"Washington Sundar","Rising Pune Supergiants",5,0,3,"All","All",Inf,10
"Mohammed Shami",2017,"Yusuf Pathan","Kolkata Knight Riders",12,0,8,"All","All",Inf,9
"Mohammed Shami",2017,"Yuvraj Singh","Sunrisers Hyderabad",18,0,11,"All","All",Inf,9.81818181818182
"Mohammed Shami",2018,"Ajinkya Rahane","Rajasthan Royals",15,0,11,"All","All",Inf,8.18181818181818
"Mohammed Shami",2018,"Akila Dananjaya","Mumbai Indians",2,0,3,"All","All",Inf,4
"Mohammed Shami",2018,"Andre Russell","Kolkata Knight Riders",40,0,9,"All","All",Inf,26.6666666666667
"Mohammed Shami",2018,"Chris Lynn","Kolkata Knight Riders",3,1,4,"All","All",3,4.5
"Mohammed Shami",2018,"Dinesh Karthik","Kolkata Knight Riders",5,0,5,"All","All",Inf,6
"Mohammed Shami",2018,"Hardik Pandya","Mumbai Indians",1,0,1,"All","All",Inf,6
"Mohammed Shami",2018,"Ishan Kishan","Mumbai Indians",9,0,5,"All","All",Inf,10.8
"Mohammed Shami",2018,"Jos Buttler","Rajasthan Royals",8,1,7,"All","All",8,6.85714285714286
"Mohammed Shami",2018,"KL Rahul","Punjab Kings",11,0,3,"All","All",Inf,22
"Mohammed Shami",2018,"Karun Nair","Punjab Kings",13,0,5,"All","All",Inf,15.6
"Mohammed Shami",2018,"Krishnappa Gowtham","Rajasthan Royals",3,0,1,"All","All",Inf,18
"Mohammed Shami",2018,"Krunal Pandya","Mumbai Indians",7,1,6,"All","All",7,7
"Mohammed Shami",2018,"Mayank Agarwal","Punjab Kings",1,0,3,"All","All",Inf,2
"Mohammed Shami",2018,"Nitish Rana","Kolkata Knight Riders",5,0,6,"All","All",Inf,5
"Mohammed Shami",2018,"Rahul Tripathi","Rajasthan Royals",2,0,3,"All","All",Inf,4
"Mohammed Shami",2018,"Rohit Sharma","Mumbai Indians",3,0,3,"All","All",Inf,6
"Mohammed Shami",2018,"Sanju Samson","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Mohammed Shami",2018,"Suryakumar Yadav","Mumbai Indians",14,0,6,"All","All",Inf,14
"Mohammed Shami",2018,"Yuvraj Singh","Punjab Kings",1,0,1,"All","All",Inf,6
"Mohammed Shami",2019,"AB de Villiers","Royal Challengers Bangalore",40,0,19,"All","All",Inf,12.6315789473684
"Mohammed Shami",2019,"Ajinkya Rahane","Rajasthan Royals",14,0,9,"All","All",Inf,9.33333333333333
"Mohammed Shami",2019,"Alzarri Joseph","Mumbai Indians",11,0,7,"All","All",Inf,9.42857142857143
"Mohammed Shami",2019,"Ambati Rayudu","Chennai Super Kings",14,1,7,"All","All",14,12
"Mohammed Shami",2019,"Andre Russell","Kolkata Knight Riders",30,1,11,"All","All",30,16.3636363636364
"Mohammed Shami",2019,"Avesh Khan","Delhi Capitals",4,0,3,"All","All",Inf,8
"Mohammed Shami",2019,"Axar Patel","Delhi Capitals",1,0,1,"All","All",Inf,6
"Mohammed Shami",2019,"Chris Lynn","Kolkata Knight Riders",12,1,14,"All","All",12,5.14285714285714
"Mohammed Shami",2019,"Chris Morris","Delhi Capitals",0,0,1,"All","All",NA,0
"Mohammed Shami",2019,"Colin Ingram","Delhi Capitals",3,1,6,"All","All",3,3
"Mohammed Shami",2019,"David Warner","Sunrisers Hyderabad",20,0,20,"All","All",Inf,6
"Mohammed Shami",2019,"Deepak Hooda","Sunrisers Hyderabad",14,0,3,"All","All",Inf,28
"Mohammed Shami",2019,"Dwayne Bravo","Chennai Super Kings",1,0,1,"All","All",Inf,6
"Mohammed Shami",2019,"Faf du Plessis","Chennai Super Kings",27,0,15,"All","All",Inf,10.8
"Mohammed Shami",2019,"Hanuma Vihari","Delhi Capitals",0,1,3,"All","All",0,0
"Mohammed Shami",2019,"Hardik Pandya","Mumbai Indians",8,2,5,"All","All",4,9.6
"Mohammed Shami",2019,"Jaydev Unadkat","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Mohammed Shami",2019,"Jofra Archer","Rajasthan Royals",2,1,3,"All","All",2,4
"Mohammed Shami",2019,"Jos Buttler","Rajasthan Royals",10,0,8,"All","All",Inf,7.5
"Mohammed Shami",2019,"Kane Williamson","Sunrisers Hyderabad",3,1,4,"All","All",3,4.5
"Mohammed Shami",2019,"Kedar Jadhav","Chennai Super Kings",0,1,1,"All","All",0,0
"Mohammed Shami",2019,"Kieron Pollard","Mumbai Indians",4,0,2,"All","All",Inf,12
"Mohammed Shami",2019,"Krishnappa Gowtham","Rajasthan Royals",3,0,3,"All","All",Inf,6
"Mohammed Shami",2019,"Krunal Pandya","Mumbai Indians",2,1,2,"All","All",2,6
"Mohammed Shami",2019,"MS Dhoni","Chennai Super Kings",11,0,9,"All","All",Inf,7.33333333333333
"Mohammed Shami",2019,"Manish Pandey","Sunrisers Hyderabad",6,1,4,"All","All",6,9
"Mohammed Shami",2019,"Marcus Stoinis","Royal Challengers Bangalore",6,0,6,"All","All",Inf,6
"Mohammed Shami",2019,"Mitchell McClenaghan","Mumbai Indians",0,0,2,"All","All",NA,0
"Mohammed Shami",2019,"Mohammad Nabi","Sunrisers Hyderabad",5,1,5,"All","All",5,6
"Mohammed Shami",2019,"Parthiv Patel","Royal Challengers Bangalore",29,0,11,"All","All",Inf,15.8181818181818
"Mohammed Shami",2019,"Prithvi Shaw","Delhi Capitals",8,0,8,"All","All",Inf,6
"Mohammed Shami",2019,"Quinton de Kock","Mumbai Indians",20,1,12,"All","All",20,10
"Mohammed Shami",2019,"Rahul Tripathi","Rajasthan Royals",8,0,6,"All","All",Inf,8
"Mohammed Shami",2019,"Rashid Khan","Sunrisers Hyderabad",1,0,1,"All","All",Inf,6
"Mohammed Shami",2019,"Rishabh Pant","Delhi Capitals",6,1,2,"All","All",6,18
"Mohammed Shami",2019,"Robin Uthappa","Kolkata Knight Riders",9,0,5,"All","All",Inf,10.8
"Mohammed Shami",2019,"Rohit Sharma","Mumbai Indians",12,0,5,"All","All",Inf,14.4
"Mohammed Shami",2019,"Sanju Samson","Rajasthan Royals",17,0,6,"All","All",Inf,17
"Mohammed Shami",2019,"Shane Watson","Chennai Super Kings",5,0,9,"All","All",Inf,3.33333333333333
"Mohammed Shami",2019,"Sherfane Rutherford","Delhi Capitals",1,0,1,"All","All",Inf,6
"Mohammed Shami",2019,"Shikhar Dhawan","Delhi Capitals",14,0,10,"All","All",Inf,8.4
"Mohammed Shami",2019,"Shreyas Gopal","Rajasthan Royals",0,1,1,"All","All",0,0
"Mohammed Shami",2019,"Shreyas Iyer","Delhi Capitals",11,0,13,"All","All",Inf,5.07692307692308
"Mohammed Shami",2019,"Shubman Gill","Kolkata Knight Riders",8,0,9,"All","All",Inf,5.33333333333333
"Mohammed Shami",2019,"Siddhesh Lad","Mumbai Indians",1,1,7,"All","All",1,0.857142857142857
"Mohammed Shami",2019,"Steven Smith","Rajasthan Royals",3,0,3,"All","All",Inf,6
"Mohammed Shami",2019,"Stuart Binny","Rajasthan Royals",21,0,8,"All","All",Inf,15.75
"Mohammed Shami",2019,"Sunil Narine","Kolkata Knight Riders",0,0,3,"All","All",NA,0
"Mohammed Shami",2019,"Suryakumar Yadav","Mumbai Indians",1,0,1,"All","All",Inf,6
"Mohammed Shami",2019,"Vijay Shankar","Sunrisers Hyderabad",6,0,8,"All","All",Inf,4.5
"Mohammed Shami",2019,"Virat Kohli","Royal Challengers Bangalore",21,2,12,"All","All",10.5,10.5
"Mohammed Shami",2019,"Wriddhiman Saha","Sunrisers Hyderabad",11,0,3,"All","All",Inf,22
"Mohammed Shami",2019,"Yuvraj Singh","Mumbai Indians",4,0,5,"All","All",Inf,4.8
"Mohammed Shami",2020,"AB de Villiers","Royal Challengers Bangalore",1,1,3,"All","All",1,2
"Mohammed Shami",2020,"Aaron Finch","Royal Challengers Bangalore",12,0,16,"All","All",Inf,4.5
"Mohammed Shami",2020,"Abdul Samad","Sunrisers Hyderabad",5,1,3,"All","All",5,10
"Mohammed Shami",2020,"Abhishek Sharma","Sunrisers Hyderabad",1,1,2,"All","All",1,3
"Mohammed Shami",2020,"Ambati Rayudu","Chennai Super Kings",5,0,6,"All","All",Inf,5
"Mohammed Shami",2020,"Andre Russell","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Mohammed Shami",2020,"Axar Patel","Delhi Capitals",5,0,4,"All","All",Inf,7.5
"Mohammed Shami",2020,"Ben Stokes","Rajasthan Royals",10,0,8,"All","All",Inf,7.5
"Mohammed Shami",2020,"Chris Morris","Royal Challengers Bangalore",17,0,4,"All","All",Inf,25.5
"Mohammed Shami",2020,"David Warner","Sunrisers Hyderabad",38,0,22,"All","All",Inf,10.3636363636364
"Mohammed Shami",2020,"Devdutt Padikkal","Royal Challengers Bangalore",10,0,5,"All","All",Inf,12
"Mohammed Shami",2020,"Dinesh Karthik","Kolkata Knight Riders",10,1,6,"All","All",10,10
"Mohammed Shami",2020,"Eoin Morgan","Kolkata Knight Riders",18,0,12,"All","All",Inf,9
"Mohammed Shami",2020,"Faf du Plessis","Chennai Super Kings",32,0,15,"All","All",Inf,12.8
"Mohammed Shami",2020,"Hardik Pandya","Mumbai Indians",7,1,5,"All","All",7,8.4
"Mohammed Shami",2020,"Ishan Kishan","Mumbai Indians",3,0,5,"All","All",Inf,3.6
"Mohammed Shami",2020,"Isuru Udana","Royal Challengers Bangalore",8,0,3,"All","All",Inf,16
"Mohammed Shami",2020,"Jofra Archer","Rajasthan Royals",13,0,3,"All","All",Inf,26
"Mohammed Shami",2020,"Jonny Bairstow","Sunrisers Hyderabad",16,0,14,"All","All",Inf,6.85714285714286
"Mohammed Shami",2020,"Jos Buttler","Rajasthan Royals",8,0,5,"All","All",Inf,9.6
"Mohammed Shami",2020,"Josh Philippe","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Mohammed Shami",2020,"Kane Williamson","Sunrisers Hyderabad",13,0,4,"All","All",Inf,19.5
"Mohammed Shami",2020,"Kieron Pollard","Mumbai Indians",18,0,10,"All","All",Inf,10.8
"Mohammed Shami",2020,"Lockie Ferguson","Kolkata Knight Riders",7,0,3,"All","All",Inf,14
"Mohammed Shami",2020,"Manish Pandey","Sunrisers Hyderabad",1,0,2,"All","All",Inf,3
"Mohammed Shami",2020,"Marcus Stoinis","Delhi Capitals",2,1,3,"All","All",2,4
"Mohammed Shami",2020,"Nathan Coulter-Nile","Mumbai Indians",12,0,6,"All","All",Inf,12
"Mohammed Shami",2020,"Nitish Rana","Kolkata Knight Riders",1,0,2,"All","All",Inf,3
"Mohammed Shami",2020,"Prithvi Shaw","Delhi Capitals",3,1,8,"All","All",3,2.25
"Mohammed Shami",2020,"Quinton de Kock","Mumbai Indians",12,0,6,"All","All",Inf,12
"Mohammed Shami",2020,"Rahul Tewatia","Rajasthan Royals",9,1,4,"All","All",9,13.5
"Mohammed Shami",2020,"Rahul Tripathi","Kolkata Knight Riders",4,2,5,"All","All",2,4.8
"Mohammed Shami",2020,"Rishabh Pant","Delhi Capitals",1,0,2,"All","All",Inf,3
"Mohammed Shami",2020,"Robin Uthappa","Rajasthan Royals",16,1,8,"All","All",16,12
"Mohammed Shami",2020,"Rohit Sharma","Mumbai Indians",14,1,13,"All","All",14,6.46153846153846
"Mohammed Shami",2020,"Ruturaj Gaikwad","Chennai Super Kings",17,0,15,"All","All",Inf,6.8
"Mohammed Shami",2020,"Sanju Samson","Rajasthan Royals",3,1,2,"All","All",3,9
"Mohammed Shami",2020,"Shane Watson","Chennai Super Kings",10,0,10,"All","All",Inf,6
"Mohammed Shami",2020,"Shikhar Dhawan","Delhi Capitals",21,0,16,"All","All",Inf,7.875
"Mohammed Shami",2020,"Shimron Hetmyer","Delhi Capitals",9,2,10,"All","All",4.5,5.4
"Mohammed Shami",2020,"Shivam Dube","Royal Challengers Bangalore",1,0,2,"All","All",Inf,3
"Mohammed Shami",2020,"Shreyas Iyer","Delhi Capitals",2,1,5,"All","All",2,2.4
"Mohammed Shami",2020,"Shubman Gill","Kolkata Knight Riders",23,1,18,"All","All",23,7.66666666666667
"Mohammed Shami",2020,"Steven Smith","Rajasthan Royals",30,0,12,"All","All",Inf,15
"Mohammed Shami",2020,"Suryakumar Yadav","Mumbai Indians",0,1,3,"All","All",0,0
"Mohammed Shami",2020,"Varun Chakravarthy","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Mohammed Shami",2020,"Vijay Shankar","Sunrisers Hyderabad",0,0,1,"All","All",NA,0
"Mohammed Shami",2020,"Virat Kohli","Royal Challengers Bangalore",4,1,4,"All","All",4,6
"Mohammed Shami",2020,"Washington Sundar","Royal Challengers Bangalore",6,0,4,"All","All",Inf,9
"Mohammed Shami",2021,"AB de Villiers","Royal Challengers Bangalore",11,0,3,"All","All",Inf,22
"Mohammed Shami",2021,"Ambati Rayudu","Chennai Super Kings",0,1,1,"All","All",0,0
"Mohammed Shami",2021,"Andre Russell","Kolkata Knight Riders",4,0,4,"All","All",Inf,6
"Mohammed Shami",2021,"Ben Stokes","Rajasthan Royals",0,1,3,"All","All",0,0
"Mohammed Shami",2021,"Chetan Sakariya","Rajasthan Royals",2,0,3,"All","All",Inf,4
"Mohammed Shami",2021,"Chris Morris","Rajasthan Royals",1,1,2,"All","All",1,3
"Mohammed Shami",2021,"David Warner","Sunrisers Hyderabad",12,1,12,"All","All",12,6
"Mohammed Shami",2021,"Devdutt Padikkal","Royal Challengers Bangalore",3,0,6,"All","All",Inf,3
"Mohammed Shami",2021,"Dinesh Karthik","Kolkata Knight Riders",4,0,4,"All","All",Inf,6
"Mohammed Shami",2021,"Dwayne Bravo","Chennai Super Kings",5,0,2,"All","All",Inf,15
"Mohammed Shami",2021,"Eoin Morgan","Kolkata Knight Riders",18,1,13,"All","All",18,8.30769230769231
"Mohammed Shami",2021,"Evin Lewis","Rajasthan Royals",5,0,6,"All","All",Inf,5
"Mohammed Shami",2021,"Faf du Plessis","Chennai Super Kings",18,1,15,"All","All",18,7.2
"Mohammed Shami",2021,"George Garton","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Mohammed Shami",2021,"Glenn Maxwell","Royal Challengers Bangalore",6,1,4,"All","All",6,9
"Mohammed Shami",2021,"Hardik Pandya","Mumbai Indians",29,0,14,"All","All",Inf,12.4285714285714
"Mohammed Shami",2021,"Harshal Patel","Royal Challengers Bangalore",15,1,7,"All","All",15,12.8571428571429
"Mohammed Shami",2021,"Ishan Kishan","Mumbai Indians",2,0,3,"All","All",Inf,4
"Mohammed Shami",2021,"Jason Holder","Sunrisers Hyderabad",7,0,4,"All","All",Inf,10.5
"Mohammed Shami",2021,"Jonny Bairstow","Sunrisers Hyderabad",6,0,3,"All","All",Inf,12
"Mohammed Shami",2021,"Kane Williamson","Sunrisers Hyderabad",0,1,5,"All","All",0,0
"Mohammed Shami",2021,"Kieron Pollard","Mumbai Indians",8,0,7,"All","All",Inf,6.85714285714286
"Mohammed Shami",2021,"Krunal Pandya","Mumbai Indians",1,1,2,"All","All",1,3
