"Striker","Season","Batting_Team","Bowling_Team","Stadium","Runs","Dismissed","Balls","Run_Out","Bowler","Average","Strike_Rate"
"Aaron Finch",2014,"Sunrisers Hyderabad","Punjab Kings","Rajiv Gandhi International Stadium",20,1,23,0,"All",20,86.9565217391304
"Aaron Finch",2014,"Sunrisers Hyderabad","Punjab Kings","Sharjah Cricket Stadium",19,1,15,0,"All",19,126.666666666667
"Aaron Finch",2014,"Sunrisers Hyderabad","Rajasthan Royals","Sardar Patel Stadium",9,1,10,0,"All",9,90
"Aaron Finch",2014,"Sunrisers Hyderabad","Rajasthan Royals","Sheikh Zayed Stadium",2,1,5,0,"All",2,40
"Aaron Finch",2014,"Sunrisers Hyderabad","Royal Challengers Bangalore","M Chinnaswamy Stadium",13,1,8,0,"All",13,162.5
"Aaron Finch",2014,"Sunrisers Hyderabad","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",11,0,9,0,"All",Inf,122.222222222222
"Aaron Finch",2015,"Mumbai Indians","Kolkata Knight Riders","Eden Gardens",5,1,5,0,"All",5,100
"Aaron Finch",2015,"Mumbai Indians","Punjab Kings","Wankhede Stadium",8,1,14,0,"All",8,57.1428571428571
"Aaron Finch",2015,"Mumbai Indians","Rajasthan Royals","Sardar Patel Stadium",10,1,14,0,"All",10,71.4285714285714
"Aaron Finch",2016,"Gujarat Lions","Delhi Capitals","Saurashtra Cricket Association Stadium",5,1,5,0,"All",5,100
"Aaron Finch",2016,"Gujarat Lions","Kolkata Knight Riders","Eden Gardens",29,1,10,1,"All",Inf,290
"Aaron Finch",2016,"Gujarat Lions","Kolkata Knight Riders","Green Park",26,1,23,1,"All",Inf,113.04347826087
"Aaron Finch",2016,"Gujarat Lions","Mumbai Indians","Green Park",0,1,2,0,"All",0,0
"Aaron Finch",2016,"Gujarat Lions","Mumbai Indians","Wankhede Stadium",67,0,54,0,"All",Inf,124.074074074074
"Aaron Finch",2016,"Gujarat Lions","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",74,1,47,0,"All",74,157.446808510638
"Aaron Finch",2016,"Gujarat Lions","Rising Pune Supergiants","Saurashtra Cricket Association Stadium",50,1,36,0,"All",50,138.888888888889
"Aaron Finch",2016,"Gujarat Lions","Royal Challengers Bangalore","M Chinnaswamy Stadium",41,2,44,0,"All",20.5,93.1818181818182
"Aaron Finch",2016,"Gujarat Lions","Sunrisers Hyderabad","Feroz Shah Kotla",50,1,32,0,"All",50,156.25
"Aaron Finch",2016,"Gujarat Lions","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",51,0,42,0,"All",Inf,121.428571428571
"Aaron Finch",2016,"Gujarat Lions","Sunrisers Hyderabad","Saurashtra Cricket Association Stadium",0,1,4,0,"All",0,0
"Aaron Finch",2017,"Gujarat Lions","Delhi Capitals","Feroz Shah Kotla",27,1,19,0,"All",27,142.105263157895
"Aaron Finch",2017,"Gujarat Lions","Delhi Capitals","Green Park",69,1,39,0,"All",69,176.923076923077
"Aaron Finch",2017,"Gujarat Lions","Kolkata Knight Riders","Eden Gardens",31,1,15,0,"All",31,206.666666666667
"Aaron Finch",2017,"Gujarat Lions","Kolkata Knight Riders","Saurashtra Cricket Association Stadium",15,1,8,0,"All",15,187.5
"Aaron Finch",2017,"Gujarat Lions","Mumbai Indians","Saurashtra Cricket Association Stadium",0,1,3,0,"All",0,0
"Aaron Finch",2017,"Gujarat Lions","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2,1,2,0,"All",2,100
"Aaron Finch",2017,"Gujarat Lions","Punjab Kings","Saurashtra Cricket Association Stadium",13,1,12,0,"All",13,108.333333333333
"Aaron Finch",2017,"Gujarat Lions","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",13,1,6,0,"All",13,216.666666666667
"Aaron Finch",2017,"Gujarat Lions","Rising Pune Supergiants","Saurashtra Cricket Association Stadium",33,0,19,0,"All",Inf,173.684210526316
"Aaron Finch",2017,"Gujarat Lions","Royal Challengers Bangalore","M Chinnaswamy Stadium",72,1,34,0,"All",72,211.764705882353
"Aaron Finch",2017,"Gujarat Lions","Royal Challengers Bangalore","Saurashtra Cricket Association Stadium",19,1,15,0,"All",19,126.666666666667
"Aaron Finch",2017,"Gujarat Lions","Sunrisers Hyderabad","Green Park",2,1,3,0,"All",2,66.6666666666667
"Aaron Finch",2017,"Gujarat Lions","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",3,1,5,0,"All",3,60
"Aaron Finch",2018,"Punjab Kings","Chennai Super Kings","Maharashtra Cricket Association Stadium",4,1,6,0,"All",4,66.6666666666667
"Aaron Finch",2018,"Punjab Kings","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",0,1,1,0,"All",0,0
"Aaron Finch",2018,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",2,1,4,0,"All",2,50
"Aaron Finch",2018,"Punjab Kings","Kolkata Knight Riders","Holkar Cricket Stadium",34,1,20,0,"All",34,170
"Aaron Finch",2018,"Punjab Kings","Mumbai Indians","Wankhede Stadium",46,1,35,0,"All",46,131.428571428571
"Aaron Finch",2018,"Punjab Kings","Royal Challengers Bangalore","Holkar Cricket Stadium",26,1,23,0,"All",26,113.04347826087
"Aaron Finch",2018,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",0,1,1,0,"All",0,0
"Aaron Finch",2018,"Punjab Kings","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",14,0,6,0,"All",Inf,233.333333333333
"Aaron Finch",2018,"Punjab Kings","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",8,1,4,0,"All",8,200
"Aaron Finch",2020,"Royal Challengers Bangalore","Chennai Super Kings","Dubai International Cricket Stadium",17,2,20,0,"All",8.5,85
"Aaron Finch",2020,"Royal Challengers Bangalore","Delhi Capitals","Dubai International Cricket Stadium",13,1,14,0,"All",13,92.8571428571429
"Aaron Finch",2020,"Royal Challengers Bangalore","Kolkata Knight Riders","Sharjah Cricket Stadium",47,1,37,0,"All",47,127.027027027027
"Aaron Finch",2020,"Royal Challengers Bangalore","Kolkata Knight Riders","Zayed Cricket Stadium",16,1,21,0,"All",16,76.1904761904762
"Aaron Finch",2020,"Royal Challengers Bangalore","Mumbai Indians","Dubai International Cricket Stadium",52,1,35,0,"All",52,148.571428571429
"Aaron Finch",2020,"Royal Challengers Bangalore","Punjab Kings","Dubai International Cricket Stadium",20,1,21,0,"All",20,95.2380952380952
"Aaron Finch",2020,"Royal Challengers Bangalore","Punjab Kings","Sharjah Cricket Stadium",20,1,18,0,"All",20,111.111111111111
"Aaron Finch",2020,"Royal Challengers Bangalore","Rajasthan Royals","Dubai International Cricket Stadium",14,1,11,0,"All",14,127.272727272727
"Aaron Finch",2020,"Royal Challengers Bangalore","Rajasthan Royals","Zayed Cricket Stadium",8,1,7,0,"All",8,114.285714285714
"Aaron Finch",2020,"Royal Challengers Bangalore","Sunrisers Hyderabad","Dubai International Cricket Stadium",29,1,27,0,"All",29,107.407407407407
"Aaron Finch",2020,"Royal Challengers Bangalore","Sunrisers Hyderabad","Sheikh Zayed Stadium",32,1,30,0,"All",32,106.666666666667
"Aaron Finch",2022,"Kolkata Knight Riders","Delhi Capitals","Wankhede Stadium",3,1,7,0,"All",3,42.8571428571429
"Aaron Finch",2022,"Kolkata Knight Riders","Lucknow Super Giants","Maharashtra Cricket Association Stadium",14,1,14,0,"All",14,100
"Aaron Finch",2022,"Kolkata Knight Riders","Rajasthan Royals","Brabourne Stadium",58,1,28,0,"All",58,207.142857142857
"Aaron Finch",2022,"Kolkata Knight Riders","Rajasthan Royals","Wankhede Stadium",4,1,7,0,"All",4,57.1428571428571
"Aaron Finch",2022,"Kolkata Knight Riders","Sunrisers Hyderabad","Brabourne Stadium",7,1,5,0,"All",7,140
"Abdul Samad",2020,"Sunrisers Hyderabad","Chennai Super Kings","Dubai International Cricket Stadium",8,0,6,0,"All",Inf,133.333333333333
"Abdul Samad",2020,"Sunrisers Hyderabad","Delhi Capitals","Sheikh Zayed Stadium",33,1,16,0,"All",33,206.25
"Abdul Samad",2020,"Sunrisers Hyderabad","Delhi Capitals","Zayed Cricket Stadium",12,0,7,0,"All",Inf,171.428571428571
"Abdul Samad",2020,"Sunrisers Hyderabad","Kolkata Knight Riders","Zayed Cricket Stadium",23,1,15,0,"All",23,153.333333333333
"Abdul Samad",2020,"Sunrisers Hyderabad","Mumbai Indians","Sharjah Cricket Stadium",20,1,9,0,"All",20,222.222222222222
"Abdul Samad",2020,"Sunrisers Hyderabad","Punjab Kings","Dubai International Cricket Stadium",15,2,12,0,"All",7.5,125
"Abdul Samad",2021,"Sunrisers Hyderabad","Chennai Super Kings","Sharjah Cricket Stadium",18,1,14,0,"All",18,128.571428571429
"Abdul Samad",2021,"Sunrisers Hyderabad","Delhi Capitals","Dubai International Cricket Stadium",28,1,21,0,"All",28,133.333333333333
"Abdul Samad",2021,"Sunrisers Hyderabad","Kolkata Knight Riders","Dubai International Cricket Stadium",25,1,18,0,"All",25,138.888888888889
"Abdul Samad",2021,"Sunrisers Hyderabad","Kolkata Knight Riders","MA Chidambaram Stadium",19,0,8,0,"All",Inf,237.5
"Abdul Samad",2021,"Sunrisers Hyderabad","Mumbai Indians","MA Chidambaram Stadium",7,1,8,1,"All",Inf,87.5
"Abdul Samad",2021,"Sunrisers Hyderabad","Mumbai Indians","Zayed Cricket Stadium",2,1,3,0,"All",2,66.6666666666667
"Abdul Samad",2021,"Sunrisers Hyderabad","Punjab Kings","Sharjah Cricket Stadium",1,1,2,0,"All",1,50
"Abdul Samad",2021,"Sunrisers Hyderabad","Rajasthan Royals","Arun Jaitley Stadium",10,1,8,0,"All",10,125
"Abdul Samad",2021,"Sunrisers Hyderabad","Royal Challengers Bangalore","MA Chidambaram Stadium",0,1,2,0,"All",0,0
"Abdul Samad",2021,"Sunrisers Hyderabad","Royal Challengers Bangalore","Zayed Cricket Stadium",1,1,3,0,"All",1,33.3333333333333
"Abdul Samad",2022,"Sunrisers Hyderabad","Lucknow Super Giants","Dr DY Patil Sports Academy",0,1,1,0,"All",0,0
"Abdul Samad",2022,"Sunrisers Hyderabad","Rajasthan Royals","Maharashtra Cricket Association Stadium",4,1,6,0,"All",4,66.6666666666667
"Abdur Razzak",2008,"Royal Challengers Bangalore","Rajasthan Royals","Sawai Mansingh Stadium",0,0,2,0,"All",NA,0
"Abhijeet Tomar",2022,"Kolkata Knight Riders","Lucknow Super Giants","Dr DY Patil Sports Academy",4,1,8,0,"All",4,50
"Abhimanyu Mithun",2010,"Royal Challengers Bangalore","Delhi Capitals","Feroz Shah Kotla",5,1,4,0,"All",5,125
"Abhimanyu Mithun",2011,"Royal Challengers Bangalore","Chennai Super Kings","MA Chidambaram Stadium",11,1,8,0,"All",11,137.5
"Abhimanyu Mithun",2011,"Royal Challengers Bangalore","Delhi Capitals","Feroz Shah Kotla",0,1,2,0,"All",0,0
"Abhimanyu Mithun",2011,"Royal Challengers Bangalore","Punjab Kings","Himachal Pradesh Cricket Association Stadium",10,1,7,0,"All",10,142.857142857143
"Abhimanyu Mithun",2011,"Royal Challengers Bangalore","Punjab Kings","M Chinnaswamy Stadium",6,0,3,0,"All",Inf,200
"Abhimanyu Mithun",2013,"Royal Challengers Bangalore","Kolkata Knight Riders","JSCA International Stadium Complex",2,1,2,0,"All",2,100
"Abhinav Manohar",2022,"Gujarat Titans","Chennai Super Kings","Maharashtra Cricket Association Stadium",12,1,12,0,"All",12,100
"Abhinav Manohar",2022,"Gujarat Titans","Delhi Capitals","Maharashtra Cricket Association Stadium",1,1,2,0,"All",1,50
"Abhinav Manohar",2022,"Gujarat Titans","Kolkata Knight Riders","Dr DY Patil Sports Academy",2,1,4,0,"All",2,50
"Abhinav Manohar",2022,"Gujarat Titans","Lucknow Super Giants","Wankhede Stadium",15,0,7,0,"All",Inf,214.285714285714
"Abhinav Manohar",2022,"Gujarat Titans","Rajasthan Royals","Dr DY Patil Sports Academy",43,1,28,0,"All",43,153.571428571429
"Abhinav Manohar",2022,"Gujarat Titans","Sunrisers Hyderabad","Dr DY Patil Sports Academy",35,1,21,0,"All",35,166.666666666667
"Abhinav Manohar",2022,"Gujarat Titans","Sunrisers Hyderabad","Wankhede Stadium",0,1,1,0,"All",0,0
"Abhinav Mukund",2008,"Chennai Super Kings","Rajasthan Royals","MA Chidambaram Stadium",0,1,1,0,"All",0,0
"Abhinav Mukund",2013,"Royal Challengers Bangalore","Rajasthan Royals","Sawai Mansingh Stadium",19,1,21,0,"All",19,90.4761904761905
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",7,1,4,0,"All",7,175
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Chennai Super Kings","Sardar Patel Stadium",11,1,6,0,"All",11,183.333333333333
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Deccan Chargers","Vidarbha Cricket Association Stadium",11,1,8,0,"All",11,137.5
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",2,1,5,1,"All",Inf,40
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Delhi Capitals","Sardar Patel Stadium",53,0,45,0,"All",Inf,117.777777777778
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Kolkata Knight Riders","Sardar Patel Stadium",45,1,36,0,"All",45,125
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Mumbai Indians","Brabourne Stadium",14,1,11,0,"All",14,127.272727272727
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Mumbai Indians","Sawai Mansingh Stadium",22,1,22,1,"All",Inf,100
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",5,1,7,0,"All",5,71.4285714285714
"Abhishek Jhunjhunwala",2010,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",13,1,22,0,"All",13,59.0909090909091
"Abhishek Jhunjhunwala",2011,"Pune Warriors","Mumbai Indians","Dr DY Patil Sports Academy",10,1,15,0,"All",10,66.6666666666667
"Abhishek Jhunjhunwala",2011,"Pune Warriors","Punjab Kings","Punjab Cricket Association Stadium",0,1,3,0,"All",0,0
"Abhishek Jhunjhunwala",2012,"Deccan Chargers","Chennai Super Kings","MA Chidambaram Stadium",1,0,1,0,"All",Inf,100
"Abhishek Jhunjhunwala",2012,"Deccan Chargers","Delhi Capitals","Feroz Shah Kotla",4,1,5,0,"All",4,80
"Abhishek Jhunjhunwala",2012,"Deccan Chargers","Punjab Kings","Rajiv Gandhi International Stadium",19,1,20,1,"All",Inf,95
"Abhishek Nayar",2008,"Mumbai Indians","Chennai Super Kings","MA Chidambaram Stadium",45,0,20,0,"All",Inf,225
"Abhishek Nayar",2008,"Mumbai Indians","Deccan Chargers","Dr DY Patil Sports Academy",34,1,19,0,"All",34,178.947368421053
"Abhishek Nayar",2008,"Mumbai Indians","Deccan Chargers","Rajiv Gandhi International Stadium",38,1,24,0,"All",38,158.333333333333
"Abhishek Nayar",2008,"Mumbai Indians","Delhi Capitals","Dr DY Patil Sports Academy",2,1,6,0,"All",2,33.3333333333333
"Abhishek Nayar",2008,"Mumbai Indians","Delhi Capitals","Feroz Shah Kotla",1,1,3,0,"All",1,33.3333333333333
"Abhishek Nayar",2008,"Mumbai Indians","Punjab Kings","Punjab Cricket Association Stadium",2,1,3,0,"All",2,66.6666666666667
"Abhishek Nayar",2008,"Mumbai Indians","Punjab Kings","Wankhede Stadium",27,1,18,0,"All",27,150
"Abhishek Nayar",2008,"Mumbai Indians","Rajasthan Royals","Dr DY Patil Sports Academy",12,0,13,0,"All",Inf,92.3076923076923
"Abhishek Nayar",2008,"Mumbai Indians","Rajasthan Royals","Sawai Mansingh Stadium",25,1,18,0,"All",25,138.888888888889
"Abhishek Nayar",2008,"Mumbai Indians","Royal Challengers Bangalore","Wankhede Stadium",20,1,14,0,"All",20,142.857142857143
"Abhishek Nayar",2009,"Mumbai Indians","Chennai Super Kings","Newlands",35,1,14,0,"All",35,250
"Abhishek Nayar",2009,"Mumbai Indians","Chennai Super Kings","St George's Park",33,0,27,0,"All",Inf,122.222222222222
"Abhishek Nayar",2009,"Mumbai Indians","Deccan Chargers","Kingsmead",10,1,6,0,"All",10,166.666666666667
"Abhishek Nayar",2009,"Mumbai Indians","Deccan Chargers","SuperSport Park",1,1,4,0,"All",1,25
"Abhishek Nayar",2009,"Mumbai Indians","Delhi Capitals","Buffalo Park",18,1,28,0,"All",18,64.2857142857143
"Abhishek Nayar",2009,"Mumbai Indians","Delhi Capitals","SuperSport Park",4,1,4,0,"All",4,100
"Abhishek Nayar",2009,"Mumbai Indians","Kolkata Knight Riders","Buffalo Park",10,1,13,0,"All",10,76.9230769230769
"Abhishek Nayar",2009,"Mumbai Indians","Kolkata Knight Riders","St George's Park",3,1,3,1,"All",Inf,100
"Abhishek Nayar",2009,"Mumbai Indians","Punjab Kings","Kingsmead",15,1,15,0,"All",15,100
"Abhishek Nayar",2009,"Mumbai Indians","Rajasthan Royals","Kingsmead",35,1,18,1,"All",Inf,194.444444444444
"Abhishek Nayar",2009,"Mumbai Indians","Royal Challengers Bangalore","New Wanderers Stadium",29,0,20,0,"All",Inf,145
"Abhishek Nayar",2010,"Mumbai Indians","Chennai Super Kings","Dr DY Patil Sports Academy",27,1,26,1,"All",Inf,103.846153846154
"Abhishek Nayar",2010,"Mumbai Indians","Royal Challengers Bangalore","Dr DY Patil Sports Academy",22,1,18,0,"All",22,122.222222222222
"Abhishek Nayar",2010,"Mumbai Indians","Royal Challengers Bangalore","M Chinnaswamy Stadium",9,0,7,0,"All",Inf,128.571428571429
"Abhishek Nayar",2011,"Punjab Kings","Chennai Super Kings","Punjab Cricket Association Stadium",0,1,1,0,"All",0,0
"Abhishek Nayar",2011,"Punjab Kings","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",3,1,7,0,"All",3,42.8571428571429
"Abhishek Nayar",2011,"Punjab Kings","Deccan Chargers","Rajiv Gandhi International Stadium",13,0,10,0,"All",Inf,130
"Abhishek Nayar",2011,"Punjab Kings","Delhi Capitals","Feroz Shah Kotla",17,0,13,0,"All",Inf,130.769230769231
"Abhishek Nayar",2011,"Punjab Kings","Kolkata Knight Riders","Eden Gardens",0,0,2,0,"All",NA,0
"Abhishek Nayar",2011,"Punjab Kings","Mumbai Indians","Wankhede Stadium",14,1,9,0,"All",14,155.555555555556
"Abhishek Nayar",2011,"Punjab Kings","Pune Warriors","Dr DY Patil Sports Academy",12,1,18,0,"All",12,66.6666666666667
"Abhishek Nayar",2011,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association Stadium",1,1,3,1,"All",Inf,33.3333333333333
"Abhishek Nayar",2011,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",1,1,4,0,"All",1,25
"Abhishek Nayar",2012,"Punjab Kings","Pune Warriors","Subrata Roy Sahara Stadium",24,1,28,0,"All",24,85.7142857142857
"Abhishek Nayar",2012,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association Stadium",9,0,8,0,"All",Inf,112.5
"Abhishek Nayar",2012,"Punjab Kings","Rajasthan Royals","Sawai Mansingh Stadium",10,1,10,0,"All",10,100
"Abhishek Nayar",2012,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",2,1,3,1,"All",Inf,66.6666666666667
"Abhishek Nayar",2013,"Pune Warriors","Chennai Super Kings","MA Chidambaram Stadium",0,0,1,0,"All",NA,0
"Abhishek Nayar",2013,"Pune Warriors","Chennai Super Kings","Subrata Roy Sahara Stadium",2,1,4,1,"All",Inf,50
"Abhishek Nayar",2013,"Pune Warriors","Mumbai Indians","Subrata Roy Sahara Stadium",11,1,14,0,"All",11,78.5714285714286
"Abhishek Nayar",2013,"Pune Warriors","Mumbai Indians","Wankhede Stadium",6,1,7,0,"All",6,85.7142857142857
"Abhishek Nayar",2013,"Pune Warriors","Punjab Kings","Punjab Cricket Association Stadium",2,0,2,0,"All",Inf,100
"Abhishek Nayar",2013,"Pune Warriors","Punjab Kings","Subrata Roy Sahara Stadium",25,0,26,0,"All",Inf,96.1538461538462
"Abhishek Nayar",2013,"Pune Warriors","Royal Challengers Bangalore","Subrata Roy Sahara Stadium",1,1,3,0,"All",1,33.3333333333333
"Abhishek Nayar",2013,"Pune Warriors","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",19,1,14,0,"All",19,135.714285714286
"Abhishek Nayar",2013,"Pune Warriors","Sunrisers Hyderabad","Subrata Roy Sahara Stadium",0,1,2,0,"All",0,0
"Abhishek Nayar",2014,"Rajasthan Royals","Chennai Super Kings","Dubai International Cricket Stadium",5,1,7,1,"All",Inf,71.4285714285714
"Abhishek Nayar",2014,"Rajasthan Royals","Punjab Kings","Sharjah Cricket Stadium",23,1,20,0,"All",23,115
"Abhishek Nayar",2014,"Rajasthan Royals","Royal Challengers Bangalore","Sheikh Zayed Stadium",11,0,17,0,"All",Inf,64.7058823529412
"Abhishek Nayar",2014,"Rajasthan Royals","Sunrisers Hyderabad","Sheikh Zayed Stadium",4,1,3,0,"All",4,133.333333333333
"Abhishek Raut",2009,"Rajasthan Royals","Chennai Super Kings","De Beers Diamond Oval",7,1,5,0,"All",7,140
"Abhishek Raut",2009,"Rajasthan Royals","Deccan Chargers","De Beers Diamond Oval",1,1,2,0,"All",1,50
"Abhishek Raut",2009,"Rajasthan Royals","Deccan Chargers","St George's Park",36,0,23,0,"All",Inf,156.521739130435
"Abhishek Raut",2009,"Rajasthan Royals","Delhi Capitals","OUTsurance Oval",11,1,13,0,"All",11,84.6153846153846
"Abhishek Raut",2009,"Rajasthan Royals","Kolkata Knight Riders","Newlands",21,0,13,0,"All",Inf,161.538461538462
"Abhishek Raut",2009,"Rajasthan Royals","Punjab Kings","Kingsmead",1,0,1,0,"All",Inf,100
"Abhishek Raut",2009,"Rajasthan Royals","Punjab Kings","Newlands",1,1,4,0,"All",1,25
"Abhishek Raut",2010,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",2,0,4,0,"All",Inf,50
"Abhishek Raut",2010,"Rajasthan Royals","Deccan Chargers","Vidarbha Cricket Association Stadium",0,1,3,0,"All",0,0
"Abhishek Raut",2010,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",2,1,4,0,"All",2,50
"Abhishek Raut",2010,"Rajasthan Royals","Mumbai Indians","Sawai Mansingh Stadium",20,0,17,0,"All",Inf,117.647058823529
"Abhishek Raut",2010,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",32,0,20,0,"All",Inf,160
